state,pect_urban,full_imm_percent,percent_elderly,more_than_4_prop,cold_chain_points_per_10000,storage_cap_lit_per_10000,density,dust_pop,confirmed,active,recovered,deceased,district,morbidity_percent
Andhra Pradesh,0.2667437073636873,0.6980392156862745,0.6626506024096387,0.0019168323895840805,0.24384125240335705,0.24384125240335705,0.008407777650912863,4768381.656,58825,243,58033,0.05,Visakhapatnam,0.6434108527131783
Andhra Pradesh,0.2667437073636873,0.6980392156862745,0.6626506024096387,0.0019168323895840805,0.24384125240335705,0.24384125240335705,0.007839407539539642,2605269.216,40958,79,40641,0.021675774134790528,Vizianagaram,0.5755813953488373
Andhra Pradesh,0.2667437073636873,0.6980392156862745,0.6626506024096387,0.0019168323895840805,0.24384125240335705,0.24384125240335705,0.011128234456304934,4375477.584,93631,287,92812,0.04845173041894353,West Godavari,0.5329457364341086
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,5.5629670439524676e-05,23450.968,204,10,194,0.0,Anjaw,0.47480620155038755
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.000676967907978211,164521.512,1271,14,1253,0.00036429872495446266,Changlang,0.5058139534883721
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.00039693065646635993,87195.256,304,1,303,0.0,East Kameng,0.5
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.0005836825262600149,110109.128,1115,25,1086,0.00036429872495446266,East Siang,0.5426356589147288
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.002421638334614277,24748.672,29,0,29,0.0,Kamle,0.5519102990033222
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.00030669675424290106,99765.304,117,0,117,0.0,Kurung Kumey,0.48062015503875966
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.0013098484316514825,161838.256,567,5,562,0.0,Lohit,0.8042635658914729
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.0010775676284523156,66720.0,248,2,246,0.0,Longding,0.5519102990033222
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.0002845168712775029,60032.432,471,9,462,0.0,Lower Dibang Valley,0.34302325581395343
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.0004988432030013447,92116.968,381,0,380,9.107468123861566e-05,Lower Subansiri,0.6453488372093023
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.0013069893426811813,106696.4,426,3,419,0.00036429872495446266,Namsai,0.5519102990033222
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.0013265388368505198,196140.12,6740,94,6617,0.0026411657559198545,Papum Pare,0.5519102990033222
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,8.244569116223576e-05,14800.72,104,4,100,0.0,Shi Yomi,0.5519102990033222
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.00022075000930826976,35495.04,132,5,126,9.107468123861566e-05,Siang,0.5519102990033222
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.000506355882356285,55544.4,447,29,417,9.107468123861566e-05,Tawang,0.5193798449612403
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.001020895850764507,124540.664,584,5,577,0.00018214936247723133,Tirap,0.872093023255814
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.0,8838.176,23,0,23,0.0,Upper Dibang Valley,0.5519102990033222
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.00010598549890537857,39241.368,359,1,358,0.0,Upper Siang,0.25775193798449614
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.00024042603946964084,92523.96,440,0,438,0.00018214936247723133,Upper Subansiri,0.5562015503875969
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.00023804236488125243,96758.456,911,22,885,0.00036429872495446266,West Kameng,0.6298449612403101
Arunachal Pradesh,0.1475343633805221,0.0,0.03614457831325302,0.025440783499490638,1.0,1.0,0.0002766990213640901,124846.464,1028,4,1021,0.000273224043715847,West Siang,0.5949612403100776
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.010398911908069743,1060595.576,687,233,447,0.0006375227686703097,Baksa,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.011425339088921693,1882827.28,1121,85,1024,0.001092896174863388,Barpeta,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.012193567540168107,681089.9920000001,467,82,379,0.000546448087431694,Bishwanath,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.009301767331203449,814694.568,1303,463,834,0.000546448087431694,Bongaigaon,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.010039845340208714,1930786.7280000001,6216,4681,1498,0.00336976320582878,Cachar,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.00965324999846429,524216.816,113,-3,105,0.0010018214936247723,Charaideo,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.005331711109861992,535781.616,280,53,219,0.0007285974499089253,Chirang,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.010752879302587285,1009796.08,1967,219,1730,0.001639344262295082,Darrang,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.004643177202173442,765141.6240000002,765,317,440,0.0007285974499089253,Dhemaji,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.0150407594647985,2166878.784,1723,497,1215,0.0010018214936247723,Dhubri,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.008594288888560312,1476455.7759999996,9486,6975,2409,0.009289617486338797,Dibrugarh,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.0009390443186831804,237444.248,237,36,199,0.00018214936247723133,Dima Hasao,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.012113452909278748,1121962.408,658,38,568,0.0009107468123861566,Goalpara,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.006611452825937139,1177245.488,3803,2102,1656,0.004098360655737705,Golaghat,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.010877457867414841,733097.12,1632,509,1116,0.0006375227686703097,Hailakandi,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.008376437855137642,1213520.04,8771,6967,1752,0.004735883424408015,Jorhat,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.009543317740328829,1687128.624,4590,2484,2074,0.0029143897996357013,Kamrup,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.04407198649985953,1401585.928,49851,34335,15370,0.013296903460837887,Kamrup Metropolitan,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.0020100153313066032,1073391.36,632,69,552,0.0010018214936247723,Karbi Anglong,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.014736477371225342,1353306.2240000002,1200,219,955,0.0023679417122040073,Karimganj,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.006198477669427099,986342.888,408,43,353,0.001092896174863388,Kokrajhar,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.010004937779952195,1157196.128,3006,1847,1135,0.002185792349726776,Lakhimpur,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.004150817360542618,186042.048,165,79,80,0.000546448087431694,Majuli,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.0123100398902357,1065132.5359999998,638,72,557,0.000819672131147541,Morigaon,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.016160374033057222,3142518.6720000007,4515,1984,2506,0.002276867030965392,Nagaon,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.016717118570943136,856149.928,948,105,828,0.001366120218579235,Nalbari,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.009436979203096468,1279081.336,529,23,473,0.003005464480874317,Sivasagar,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.02141658117069525,617286.7679999999,51,3,47,9.107468123861566e-05,South Salmara,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.007915338301379192,2141684.2,2548,805,1727,0.0014571948998178506,Sonitpur,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.007602269457854666,1464446.176,3366,1527,1798,0.0037340619307832425,Tinsukia,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.010879082143805549,926039.128,758,84,666,0.0007285974499089253,Udalguri,0.4828488372093023
Assam,0.046470102621124325,0.48888888888888893,0.28915662650602414,0.024072666675348284,0.1418774748011209,0.1418774748011209,0.002151249912243693,333955.84,39,1,37,9.107468123861566e-05,West Karbi Anglong,0.4828488372093023
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.021737404241443086,3120494.4,7106,63,7021,0.0020036429872495446,Araria,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.024074599864268513,779337.416,2241,36,2194,0.0010018214936247723,Arwal,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.016656583121289127,2792502.216,4958,35,4908,0.001366120218579235,Aurangabad,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.014729094245578153,2256624.9680000003,3377,87,3271,0.0017304189435336976,Banka,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.03378316045842533,3285256.104,7514,81,7401,0.0029143897996357013,Begusarai,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.0258690426239052,3371835.312,9270,159,9036,0.006830601092896175,Bhagalpur,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.024106213748738503,3024812.36,4884,38,4804,0.003825136612021858,Bhojpur,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.02304383077514652,1898899.016,3928,52,3859,0.0015482695810564663,Buxar,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.03774281981709123,4361231.752,3984,40,3912,0.0029143897996357013,Darbhanga,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.02806956875093334,5652149.216,8237,84,8103,0.004553734061930784,East Champaran,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.019276642259832923,4869873.896000002,7660,209,7392,0.005373406193078324,Gaya,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.027578598671858356,2844537.144,5675,63,5597,0.001366120218579235,Gopalganj,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.01240960075300783,1952758.736,3118,26,3082,0.0009107468123861566,Jamui,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.01569591648022553,1250083.712,4345,99,4228,0.001639344262295082,Jehanabad,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.010591440873026783,1809112.8,1978,19,1949,0.0009107468123861566,Kaimur,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.02200136768801587,3411781.688,7095,106,6977,0.001092896174863388,Katihar,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.02444696359432008,1843250.088,3022,27,2983,0.001092896174863388,Khagaria,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.01966668808284477,1880334.176,4229,96,4120,0.0011839708561020036,Kishanganj,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.0178401351593769,1112797.304,3630,82,3539,0.000819672131147541,Lakhisarai,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.024462433323212813,2218015.216,4755,43,4696,0.0014571948998178506,Madhepura,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.028022685336234986,4977360.928,7510,54,7425,0.0028233151183970854,Madhubani,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.02098759662795514,1511268.0480000004,4108,68,3991,0.004462659380692168,Munger,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.03301290455889274,5313814.32,11224,198,10981,0.004098360655737705,Muzaffarpur,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.026745483129768422,3194245.576000001,7966,130,7781,0.005009107468123861,Nalanda,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.01949071393316951,2464918.136,4060,141,3897,0.0020036429872495446,Nawada,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.03952383402016402,6419358.048,46359,1926,44077,0.03242258652094718,Patna,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.022220797003767976,3639717.224,9180,92,9067,0.001912568306010929,Purnia,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.016858657005907753,3294403.416,6622,71,6506,0.004098360655737705,Rohtas,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.024428405911424648,2109577.424,6646,88,6547,0.0010018214936247723,Saharsa,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.03210526800793656,4731317.584,5104,68,5002,0.0030965391621129326,Samastipur,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.03272798028526803,4384724.976,6899,222,6625,0.004735883424408015,Saran,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.020192841055715123,706038.824,2965,8,2946,0.0010018214936247723,Sheikhpura,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.03250531761031419,730490.5920000002,1404,62,1341,9.107468123861566e-05,Sheohar,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.034088902461135516,3802619.664,4261,99,4148,0.0012750455373406193,Sitamarhi,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.032778761703014005,3689811.712,4586,100,4458,0.0025500910746812386,Siwan,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.02026141464118944,2477977.464,5519,28,5474,0.0015482695810564663,Supaul,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.03763180533178961,3886463.352,5302,69,5188,0.004007285974499089,Vaishali,0.48653100775193797
Bihar,0.014455945974462588,0.3673202614379084,0.37349397590361455,0.030339682170763688,0.0,0.0,0.01648660959512209,4375766.704,5924,97,5805,0.0020036429872495446,West Champaran,0.48653100775193797
Chandigarh,0.9971339738722027,0.7803921568627451,0.2530120481927711,0.012949706108467865,0.3143265688210345,0.3143265688210345,0.20304641694157344,1173660.4,19044,494,18244,0.027868852459016394,Chandigarh,0.23556201550387595
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.005118556288130965,918695.48,8522,928,7523,0.006466302367941712,Balod,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.006010903934101429,1451541.416,8455,172,8162,0.011020036429872496,Baloda Bazar,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.003431993954052681,665926.76,3159,165,2983,0.0010018214936247723,Balrampur,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.007068414111179358,1448105.336,7487,153,7256,0.007103825136612021,Bastar,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.0014946070300564023,219102.92,4289,464,3777,0.004371584699453552,Bemetara,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.0007491100775571693,255573.184,3958,39,3891,0.0025500910746812386,Bijapur,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.007377150738760507,2181657.264,16952,400,16368,0.01675774134790528,Bilaspur,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.0034122808114146245,593405.456,5765,22,5728,0.001366120218579235,Dantewada,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.008620158217278904,888709.288,7302,557,6645,0.009107468123861567,Dhamtari,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.008564918476182305,3717503.848,21437,1860,19034,0.049453551912568304,Durg,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.002232060614453738,664590.1359999999,3813,143,3624,0.00418943533697632,Gariaband,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.0031793395020215244,374099.04,946,233,704,0.000819672131147541,Gaurella-Pendra-Marwahi,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.0092183670637966,1802142.784,17808,159,17453,0.01785063752276867,Janjgir-Champa,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.0031891596552586585,947471.816,3098,296,2781,0.001912568306010929,Jashpur,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.0030074933868433026,650149.704,5365,259,5040,0.006010928961748634,Kabirdham,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.0016136213455821059,643098.512,4818,132,4661,0.002276867030965392,Kondagaon,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.003981489300891097,1341698.056,15360,110,15149,0.009198542805100181,Korba,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.002178362307164179,732851.368,4426,186,4204,0.003278688524590164,Koriya,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.00471854071787537,1147889.8,7338,530,6701,0.009744990892531877,Mahasamund,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.005577532623180073,780298.184,3746,36,3687,0.00209471766848816,Mungeli,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.0004440330896337893,155909.072,1902,40,1860,0.00018214936247723133,Narayanpur,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.004615896034535977,1660913.2240000004,20363,548,19550,0.02413479052823315,Raigarh,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.006790997199258214,4517121.92,50615,7029,42889,0.06347905282331512,Raipur,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.004163841342522895,1709722.24,17341,1278,15902,0.014663023679417122,Rajnandgaon,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.0009499219198857887,276888.0,3687,50,3627,0.0009107468123861566,Sukma,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.002114703907378849,734231.36,5143,440,4673,0.00273224043715847,Surajpur,0.3753875968992248
Chhattisgarh,0.15103572477127278,0.6013071895424836,0.42168674698795183,0.02232177773703857,0.13629620168014295,0.13629620168014295,0.0028067757847417083,467775.032,6866,560,6232,0.00673952641165756,Surguja,0.3753875968992248
Dadra and Nagar Haveli and Daman and Diu,0.5542551297367876,0.7333333333333334,0.0,1.0,0.22034596408891957,0.22034596408891957,0.05821769277507383,212584.376,1401,3,1373,9.107468123861566e-05,Daman,0.2545943187984496
Dadra and Nagar Haveli and Daman and Diu,0.5542551297367876,0.7333333333333334,0.0,1.0,0.22034596408891957,0.22034596408891957,0.02926687943623757,57906.288,312,3,309,0.0,Diu,0.2545943187984496
Dadra and Nagar Haveli and Daman and Diu,0.5542551297367876,0.7333333333333334,0.0,1.0,0.22034596408891957,0.22034596408891957,0.015334594321324323,382204.408,1640,2,1632,9.107468123861566e-05,Dadra and Nagar Haveli,0.2545943187984496
Goa,0.5960899240023266,1.0,0.8313253012048191,0.007009403034835687,0.16229252986932644,0.16229252986932644,0.01031280036169887,909350.232,2668,1639,964,0.005919854280510018,North Goa,0.3255813953488372
Goa,0.5960899240023266,1.0,0.8313253012048191,0.007009403034835687,0.16229252986932644,0.16229252986932644,0.007120506688765999,711637.7440000002,3511,1978,1407,0.011475409836065573,South Goa,0.2771317829457364
Gujarat,0.3722941003374816,0.5424836601307189,0.4337349397590362,0.025475977913831868,0.23605422067983808,0.23605422067983808,0.01813863790980857,8015518.4,55370,2999,50166,0.20081967213114754,Ahmedabad,0.27887596899224804
Gujarat,0.3722941003374816,0.5424836601307189,0.4337349397590362,0.025475977913831868,0.23605422067983808,0.23605422067983808,0.004891925284342361,1683138.7680000004,3668,217,3419,0.0029143897996357013,Amreli,0.27887596899224804
Gujarat,0.3722941003374816,0.5424836601307189,0.4337349397590362,0.025475977913831868,0.23605422067983808,0.23605422067983808,0.015564379778879369,2324386.912,2131,65,2049,0.0015482695810564663,Anand,0.27887596899224804
Gujarat,0.3722941003374816,0.5424836601307189,0.4337349397590362,0.025475977913831868,0.23605422067983808,0.23605422067983808,0.0071516308410852795,1169541.552,1102,73,1004,0.002276867030965392,Aravalli,0.27887596899224804
Gujarat,0.3722941003374816,0.5424836601307189,0.4337349397590362,0.025475977913831868,0.23605422067983808,0.23605422067983808,0.005361133452323405,3465042.04,4409,-36,4409,0.003278688524590164,Banaskantha,0.27887596899224804
Gujarat,0.3722941003374816,0.5424836601307189,0.4337349397590362,0.025475977913831868,0.23605422067983808,0.23605422067983808,0.0051946680862155,1724514.064,3682,139,3525,0.001639344262295082,Bharuch,0.27887596899224804
Gujarat,0.3722941003374816,0.5424836601307189,0.4337349397590362,0.025475977913831868,0.23605422067983808,0.23605422067983808,0.0056396304982193396,3200292.632,5620,109,5443,0.006193078324225865,Bhavnagar,0.27887596899224804
Gujarat,0.3722941003374816,0.5424836601307189,0.4337349397590362,0.025475977913831868,0.23605422067983808,0.23605422067983808,0.005592578895281375,729477.56,1000,68,922,0.0009107468123861566,Botad,0.27887596899224804
