state,District_Key,dust_pop,area,density,confirmed,active,recovered,deceased,migrated_other,state_pop,district,morbidity_percent
Jharkhand,JH_Ramgarh,1055464.808,1212.0,870.8455511551155,4357,56,4274,27,0,32966238.0,Ramgarh,28.32
Jharkhand,JH_Ranchi,3238168.4639999997,7974.0,406.09085327313767,29552,794,28549,209,0,32966238.0,Ranchi,28.32
Jharkhand,JH_Sahibganj,1278842.256,1599.0,799.7762701688556,1628,30,1589,9,0,32966238.0,Sahibganj,28.32
Jharkhand,JH_Seraikela Kharsawan,1182565.2959999999,2725.0,433.96891596330283,3648,56,3580,12,0,32966238.0,Seraikela Kharsawan,28.32
Jharkhand,JH_Simdega,666992.056,3750.0,177.86454826666667,1997,4,1988,5,0,32966238.0,Simdega,28.32
Jharkhand,JH_West Singhbhum,1669800.3280000002,7186.0,232.36853993876983,4729,25,4666,38,0,32966238.0,West Singhbhum,28.32
Karnataka,KA_Bagalkot,2102598.512,6583.0,319.39822451769714,13638,49,13453,136,0,61130704.0,Bagalkot,5.8
Karnataka,KA_Ballari,2816009.896,8439.0,333.6899983410357,38633,228,37813,592,0,61130704.0,Ballari,15.12962962962963
Karnataka,KA_Belgaum,5313624.1680000005,13415.0,396.09572627655604,26056,219,25495,342,0,61130704.0,Belgaum,12.5
Karnataka,KA_Bangalore Rural,1097829.784,2239.0,490.32147565877625,18058,326,17583,149,0,61130704.0,Bangalore Rural,24.6
Karnataka,KA_Bangalore Urban,10662867.92,2190.0,4868.889461187215,382209,9440,368502,4266,1,61130704.0,Bangalore Urban,13.8
Karnataka,KA_Bidar,1890420.0159999998,5448.0,346.99339500734214,7180,58,6948,170,4,61130704.0,Bidar,10.8
Karnataka,KA_Bijapur,2418713.424,10517.0,229.9813087382333,14036,110,13723,203,0,61130704.0,Bijapur,10.5
Karnataka,KA_Chamarajanagara,1135309.744,5102.0,222.52249000392,6639,102,6409,117,11,61130704.0,Chamarajanagara,15.12962962962963
Karnataka,KA_Chikkaballapura,1394867.2240000002,4208.0,331.47985361216735,12672,231,12324,116,1,61130704.0,Chikkaballapura,12.3
Karnataka,KA_Chikmagalur,1265181.336,7201.0,175.69522788501598,13573,160,13274,139,0,61130704.0,Chikmagalur,24.0
Karnataka,KA_Chitradurga,1846340.336,8437.0,218.83848951048955,14098,280,13750,68,0,61130704.0,Chitradurga,8.399999999999999
Karnataka,KA_Dakshina Kannada,2316991.0,4559.0,508.2235139284931,32556,368,31452,734,2,61130704.0,Dakshina Kannada,14.4
Karnataka,KA_Davanagere,2164958.36,5926.0,365.3321565980425,21884,150,21470,264,0,61130704.0,Davanagere,15.12962962962963
Karnataka,KA_Dharwad,2053856.216,4265.0,481.5606602579133,21699,105,20988,606,0,61130704.0,Dharwad,13.7
Karnataka,KA_Gadag,1184541.32,4651.0,254.6852977854225,10855,28,10686,141,0,61130704.0,Gadag,13.8
Karnataka,KA_Gulbarga,2852159.9039999996,10990.0,259.5231941765241,20865,225,20319,321,0,61130704.0,Gulbarga,10.2
Karnataka,KA_Hassan,1975157.7519999999,6814.0,289.86758908130315,27707,275,27043,389,0,61130704.0,Hassan,37.0
Karnataka,KA_Haveri,1777538.6719999998,4825.0,368.40179730569946,10928,55,10683,190,0,61130704.0,Haveri,12.3
Karnataka,KA_Kodagu,616895.344,4102.0,150.38891857630423,5601,145,5386,70,0,61130704.0,Kodagu,21.099999999999998
Karnataka,KA_Kolar,1712736.872,4012.0,426.9035074775673,9536,108,9254,174,0,61130704.0,Kolar,11.799999999999999
Karnataka,KA_Koppal,1547116.7040000001,5565.0,278.00839245283015,13809,87,13443,279,0,61130704.0,Koppal,7.0
Karnataka,KA_Mandya,2011252.16,4961.0,405.4126506752671,19201,209,18845,147,0,61130704.0,Mandya,19.5
Karnataka,KA_Mysore,3330155.328,6854.0,485.87034257367964,51732,385,50341,1006,0,61130704.0,Mysore,22.1
Karnataka,KA_Raichur,2140347.576,6839.0,312.96206696885514,14096,122,13816,158,0,61130704.0,Raichur,8.9
Karnataka,KA_Ramanagara,1204005.768,3573.0,336.9733467674223,7342,53,7213,76,0,61130704.0,Ramanagara,27.200000000000003
Karnataka,KA_Shimoga,1952129.344,8495.0,229.7974507357269,21864,180,21336,348,0,61130704.0,Shimoga,16.3
Karnataka,KA_Tumakuru,2981771.288,10598.0,281.3522634459332,24164,408,23380,376,0,61130704.0,Tumakuru,11.7
Karnataka,KA_Udupi,1309833.696,3879.0,337.6730332559938,22954,110,22656,188,0,61130704.0,Udupi,11.3
Karnataka,KA_Uttara Kannada,1504868.4880000001,10291.0,146.23151180643282,14104,108,13821,175,0,61130704.0,Uttara Kannada,19.1
Karnataka,KA_Yadgir,1304359.32,5225.0,249.6381473684211,10550,46,10443,61,0,61130704.0,Yadgir,8.399999999999999
Kerala,KL_Alappuzha,2359600.616,1415.0,1667.5622727915195,53526,3612,49677,219,18,33387677.0,Alappuzha,25.0
Kerala,KL_Ernakulam,3647204.32,3063.0,1190.7294547828924,76109,7989,67830,279,11,33387677.0,Ernakulam,24.9
Kerala,KL_Idukki,1231487.736,4356.0,282.7106831955923,14774,3198,11559,15,2,33387677.0,Idukki,11.299999999999999
Kerala,KL_Kannur,2808508.3439999996,2961.0,948.4999473150964,36999,3433,33374,186,6,33387677.0,Kannur,8.7
Kerala,KL_Kasaragod,1448491.2,1989.0,728.2509803921569,23387,1637,21664,82,4,33387677.0,Kasaragod,7.8999999999999995
Kerala,KL_Kollam,2924229.736,2483.0,1177.7002561417642,54166,2830,51122,203,11,33387677.0,Kollam,31.4
Kerala,KL_Kottayam,2201075.008,2206.0,997.7674560290117,44827,5983,38710,132,2,33387677.0,Kottayam,27.9
Kerala,KL_Kozhikode,3435571.816,2345.0,1465.0626081023456,79648,5339,74039,261,9,33387677.0,Kozhikode,17.5
Kerala,KL_Malappuram,4571383.072,3554.0,1286.2642296004499,84580,5431,78838,301,10,33387677.0,Malappuram,12.2
Kerala,KL_Palakkad,3125711.9039999996,4482.0,697.3922141900937,44757,5104,39535,112,6,33387677.0,Palakkad,11.6
Kerala,KL_Pathanamthitta,1329437.144,2652.0,501.2960573152338,25683,4070,21570,42,1,33387677.0,Pathanamthitta,18.7
Kerala,KL_Thrissur,3458683.624,3027.0,1142.6110419557315,68922,6064,62548,303,7,33387677.0,Thrissur,12.399999999999999
Kerala,KL_Thiruvananthapuram,3677699.808,2189.0,1680.0821416171768,78114,3276,74167,611,60,33387677.0,Thiruvananthapuram,14.2
Kerala,KL_Wayanad,908012.4959999999,2130.0,426.2969464788733,14667,2444,12181,41,1,33387677.0,Wayanad,9.100000000000001
Madhya Pradesh,MP_Alirajpur,810288.824,3182.0,254.64765053425518,1206,62,1131,13,0,72597565.0,Alirajpur,24.03
Madhya Pradesh,MP_Anuppur,833467.3520000001,3747.0,222.4359092607419,1972,30,1928,14,0,72597565.0,Anuppur,24.03
Madhya Pradesh,MP_Ashok Nagar,939616.6479999999,4674.0,201.03051946940516,1031,64,951,16,0,72597565.0,Ashok Nagar,24.03
Madhya Pradesh,MP_Balaghat,1891685.4719999998,9229.0,204.97187907682306,2905,150,2743,12,0,72597565.0,Balaghat,24.03
Madhya Pradesh,MP_Barwani,1540852.8080000002,5432.0,283.66215169366717,2587,127,2438,22,0,72597565.0,Barwani,24.03
Madhya Pradesh,MP_Betul,1751674.664,10043.0,174.41747127352383,3113,94,2953,66,0,72597565.0,Betul,24.03
Madhya Pradesh,MP_Bhind,1894360.944,4459.0,424.8398618524332,1433,26,1398,9,0,72597565.0,Bhind,24.03
Madhya Pradesh,MP_Bhopal,2633377.24,2772.0,949.9917893217894,37074,2454,34067,553,0,72597565.0,Bhopal,24.03
Madhya Pradesh,MP_Burhanpur,841776.2159999999,3427.0,245.6306437117012,838,10,801,27,0,72597565.0,Burhanpur,24.03
Madhya Pradesh,MP_Chhatarpur,1960296.9840000002,8687.0,225.6586835501324,1945,78,1835,32,0,72597565.0,Chhatarpur,24.03
Madhya Pradesh,MP_Chhindwara,2324420.272,11815.0,196.73468235294118,2603,30,2533,40,0,72597565.0,Chhindwara,24.03
Madhya Pradesh,MP_Damoh,1405237.736,7306.0,192.34023213796883,2539,123,2342,74,0,72597565.0,Damoh,24.03
Madhya Pradesh,MP_Datia,874449.0,2694.0,324.5913140311804,1764,77,1667,20,0,72597565.0,Datia,24.03
Madhya Pradesh,MP_Dewas,1738174.9840000002,7020.0,247.6032740740741,2631,77,2528,26,0,72597565.0,Dewas,24.03
Madhya Pradesh,MP_Dhar,2429355.264,8153.0,297.9707180179076,3646,156,3436,54,0,72597565.0,Dhar,24.03
Madhya Pradesh,MP_Dindori,783090.416,7427.0,105.43832179884205,928,14,913,1,0,72597565.0,Dindori,24.03
Madhya Pradesh,MP_Guna,1379923.0559999999,6485.0,212.78690146491903,1369,84,1263,22,0,72597565.0,Guna,24.03
Madhya Pradesh,MP_Gwalior,2257963.816,5465.0,413.16812735590116,15553,426,14936,191,0,72597565.0,Gwalior,24.03
Madhya Pradesh,MP_Harda,634175.824,3339.0,189.92986642707402,1968,58,1880,30,0,72597565.0,Harda,24.03
Madhya Pradesh,MP_Hoshangabad,1379964.2,6698.0,206.0263063601075,3460,64,3340,56,0,72597565.0,Hoshangabad,24.03
Madhya Pradesh,MP_Indore,3638836.52,3898.0,933.5137301180092,51168,4188,46146,834,0,72597565.0,Indore,24.03
Madhya Pradesh,MP_Jabalpur,2736313.9680000003,5210.0,525.2042165067178,15033,450,14349,234,0,72597565.0,Jabalpur,24.03
Madhya Pradesh,MP_Jhabua,1138789.192,6782.0,167.91347567089355,2220,123,2071,26,0,72597565.0,Jhabua,24.03
Madhya Pradesh,MP_Katni,1436352.608,4947.0,290.3482126541338,2036,45,1975,16,0,72597565.0,Katni,24.03
Madhya Pradesh,MP_Mandla,1171516.4640000002,5805.0,201.81162170542638,1145,34,1101,10,0,72597565.0,Mandla,24.03
Madhya Pradesh,MP_Mandsaur,1489893.1840000001,5530.0,269.4201056057866,2497,101,2364,32,0,72597565.0,Mandsaur,24.03
Madhya Pradesh,MP_Morena,2185232.344,4991.0,437.83457102785,3167,31,3111,25,0,72597565.0,Morena,24.03
Madhya Pradesh,MP_Narsinghpur,1214460.7920000001,5133.0,236.59863471654,3315,28,3260,27,0,72597565.0,Narsinghpur,24.03
Madhya Pradesh,MP_Neemuch,918465.296,4267.0,215.24848746191705,2816,89,2691,36,0,72597565.0,Neemuch,24.03
Madhya Pradesh,MP_Niwari,450145.38399999996,1170.0,384.7396444444445,591,10,579,2,0,72597565.0,Niwari,24.03
Madhya Pradesh,MP_Panna,1129823.136,7135.0,158.3494234057463,985,42,939,4,0,72597565.0,Panna,24.03
Madhya Pradesh,MP_Raisen,1480849.2880000002,8466.0,174.91723222300968,2275,55,2178,42,0,72597565.0,Raisen,24.03
Madhya Pradesh,MP_Rajgarh,1719753.592,6143.0,279.95337652612733,2195,116,2021,58,0,72597565.0,Rajgarh,24.03
Madhya Pradesh,MP_Ratlam,1617385.096,4861.0,332.7268249331413,4106,273,3759,74,0,72597565.0,Ratlam,24.03
Madhya Pradesh,MP_Rewa,2628483.328,6314.0,416.2944770351599,3630,181,3416,33,0,72597565.0,Rewa,24.03
Madhya Pradesh,MP_Sagar,2644664.04,10252.0,257.9656691377292,4765,202,4418,145,0,72597565.0,Sagar,24.03
Madhya Pradesh,MP_Satna,2478224.328,7502.0,330.34181924820047,3091,119,2931,41,0,72597565.0,Satna,24.03
Madhya Pradesh,MP_Sehore,1457840.896,6578.0,221.6237300091213,2568,90,2430,48,0,72597565.0,Sehore,24.03
Madhya Pradesh,MP_Seoni,1533310.112,8758.0,175.07537245946563,1438,40,1388,10,0,72597565.0,Seoni,24.03
Madhya Pradesh,MP_Shahdol,1184267.768,6205.0,190.85701337630942,2864,69,2765,30,0,72597565.0,Shahdol,24.03
Madhya Pradesh,MP_Shajapur,1681736.5359999998,6196.0,271.4229399612653,1615,64,1529,22,0,72597565.0,Shajapur,24.03
Madhya Pradesh,MP_Sheopur,765002.6240000001,6585.0,116.17351921032648,1358,82,1262,14,0,72597565.0,Sheopur,24.03
Madhya Pradesh,MP_Shivpuri,1919109.616,10290.0,186.5023922254616,3416,68,3320,28,0,72597565.0,Shivpuri,24.03
Madhya Pradesh,MP_Sidhi,1252684.68,10520.0,119.07649049429656,1882,97,1773,12,0,72597565.0,Sidhi,24.03
Madhya Pradesh,MP_Singrauli,1310082.784,5672.0,230.9736925246826,1806,76,1704,26,0,72597565.0,Singrauli,24.03
Madhya Pradesh,MP_Tikamgarh,1606751.04,5055.0,317.8538160237389,1210,44,1139,27,0,72597565.0,Tikamgarh,24.03
Madhya Pradesh,MP_Ujjain,2209392.768,6091.0,362.73071219832536,4428,229,4098,101,0,72597565.0,Ujjain,24.03
Madhya Pradesh,MP_Umaria,715659.848,4062.0,176.18410832102413,1182,32,1134,16,0,72597565.0,Umaria,24.03
Madhya Pradesh,MP_Vidisha,1621531.744,7362.0,220.25696060853028,3323,117,3147,59,0,72597565.0,Vidisha,24.03
Maharashtra,MH_Ahmednagar,5051908.296,17048.0,296.33436743313,67513,2244,64252,1016,1,112372972.0,Ahmednagar,16.6
Maharashtra,MH_Akola,2022302.104,5429.0,372.49992705839,10187,452,9388,342,5,112372972.0,Akola,25.6
Maharashtra,MH_Amravati,3211262.512,12235.0,262.4652645688598,19299,432,18489,376,2,112372972.0,Amravati,23.6
Maharashtra,MH_Aurangabad,4109871.936,10107.0,406.6361864054617,47046,966,44923,1143,14,112372972.0,Aurangabad,37.2
Maharashtra,MH_Beed,2875589.744,10693.0,268.92263574300944,16662,350,15791,514,7,112372972.0,Beed,9.4
Maharashtra,MH_Bhandara,1333076.72,3890.0,342.6932442159383,12248,709,11277,260,2,112372972.0,Bhandara,11.5
Maharashtra,MH_Buldhana,2877899.3680000002,9661.0,297.888351930442,13099,917,11962,214,6,112372972.0,Buldhana,14.2
Maharashtra,MH_Chandrapur,2440019.344,11443.0,213.23248658568556,22661,927,21363,370,1,112372972.0,Chandrapur,17.3
Maharashtra,MH_Dhule,2278244.472,8095.0,281.43847708462016,15416,261,14809,343,3,112372972.0,Dhule,18.6
Maharashtra,MH_Gadchiroli,1191836.04,14412.0,82.69747710241465,8278,344,7851,77,6,112372972.0,Gadchiroli,16.7
Maharashtra,MH_Gondia,1470432.072,5431.0,270.74794181550357,13437,450,12838,143,6,112372972.0,Gondia,10.899999999999999
Maharashtra,MH_Hingoli,1311017.976,4526.0,289.6637154220062,4110,68,3947,95,0,112372972.0,Hingoli,14.7
Maharashtra,MH_Jalgaon,4697579.504,11765.0,399.2842757331066,55497,507,53537,1433,20,112372972.0,Jalgaon,21.6
Maharashtra,MH_Jalna,2177833.096,7718.0,282.17583519046383,12523,225,11965,332,1,112372972.0,Jalna,25.900000000000002
Maharashtra,MH_Kolhapur,4307904.68,7685.0,560.5601405335068,48984,806,46519,1656,3,112372972.0,Kolhapur,34.4
Maharashtra,MH_Latur,2730563.816,7157.0,381.5235176750035,22906,452,21776,674,4,112372972.0,Latur,22.6
Maharashtra,MH_Mumbai City,3498314.192,69.0,50700.205681159416,286264,7725,266712,10980,847,112372972.0,Mumbai City,23.299999999999997
Maharashtra,MH_Mumbai suburban,10377718.872000001,369.0,28123.899382113817,0,0,0,0,0,112372972.0,Mumbai suburban,23.2
Maharashtra,MH_Nanded,3732501.392,10528.0,354.53090729483284,20917,457,19813,642,5,112372972.0,Nanded,17.8
Maharashtra,MH_Nandurbar,1830548.824,5055.0,362.12637467853614,7724,512,7046,165,1,112372972.0,Nandurbar,17.9
Maharashtra,MH_Nagpur,5174326.152,9892.0,523.081899716943,121096,4376,113572,3132,16,112372972.0,Nagpur,19.5
Maharashtra,MH_Nashik,6793265.824,15539.0,437.1752251753652,112126,2503,107792,1830,1,112372972.0,Nashik,16.4
Maharashtra,MH_Osmanabad,1846265.832,7569.0,243.92467063020214,16648,350,15764,532,2,112372972.0,Osmanabad,9.4
Maharashtra,MH_Palghar,3325008.992,5344.0,622.1947964071858,46249,249,45082,901,17,112372972.0,Palghar,18.85428571428571
Maharashtra,MH_Parbhani,2041611.9840000002,6511.0,313.56350545231146,7462,210,6965,276,11,112372972.0,Parbhani,9.4
Maharashtra,MH_Pune,10482778.408,15643.0,670.1258331522088,366319,17213,341396,7675,35,112372972.0,Pune,15.6
Maharashtra,MH_Raigad,2930558.128,7152.0,409.75365324384796,65556,1336,62748,1465,7,112372972.0,Raigad,15.6
Maharashtra,MH_Ratnagiri,1793291.264,8208.0,218.48090448343083,11011,429,10207,373,2,112372972.0,Ratnagiri,23.4
Maharashtra,MH_Sangli,3136479.4,8572.0,365.8982034531031,49881,349,47772,1757,3,112372972.0,Sangli,14.4
Maharashtra,MH_Satara,3340361.264,10475.0,318.8889034844869,53807,1101,50965,1731,10,112372972.0,Satara,32.9
Maharashtra,MH_Sindhudurg,943941.2159999999,5207.0,181.28312195121956,5883,464,5264,154,1,112372972.0,Sindhudurg,12.8
Maharashtra,MH_Solapur,4798866.024,14895.0,322.1796592145015,52289,1244,49311,1720,14,112372972.0,Solapur,18.6
Maharashtra,MH_Thane,12298884.576,4214.0,2918.5772605600373,249883,10599,233744,5481,59,112372972.0,Thane,11.399999999999999
Maharashtra,MH_Wardha,1441326.584,6309.0,228.4556322713584,9012,418,8350,240,4,112372972.0,Wardha,18.7
Maharashtra,MH_Washim,1330745.968,5155.0,258.14664752667306,6640,218,6272,148,2,112372972.0,Washim,20.3
Maharashtra,MH_Yavatmal,3086308.184,13582.0,227.2351777352378,13219,445,12379,391,4,112372972.0,Yavatmal,18.5
Manipur,MN_Bishnupur,267283.656,496.0,538.8783387096775,1233,1155,58,20,0,2721756.0,Bishnupur,37.8
Manipur,MN_Chandel,160159.136,3317.0,48.284334036780216,347,334,4,9,0,2721756.0,Chandel,32.300000000000004
Manipur,MN_Churachandpur,301656.688,4574.0,65.95030345430696,1391,1309,58,24,0,2721756.0,Churachandpur,34.699999999999996
Manipur,MN_Imphal East,503359.032,710.0,708.9563830985916,5303,5218,16,69,0,2721756.0,Imphal East,32.22857142857142
Manipur,MN_Imphal West,572327.496,519.0,1102.7504739884394,8293,8151,52,90,0,2721756.0,Imphal West,32.22857142857142
Manipur,MN_Jiribam,48725.615999999995,232.0,210.0242068965517,263,261,2,0,0,2721756.0,Jiribam,32.22857142857142
Manipur,MN_Kamjong,50724.992,2000.0,25.362496,251,234,17,0,0,2721756.0,Kamjong,32.22857142857142
Manipur,MN_Pherzawl,52542.0,2285.0,22.994310722100657,37,22,15,0,0,2721756.0,Pherzawl,32.22857142857142
Manipur,MN_Senapati,394506.464,3269.0,120.68108412358521,470,448,21,1,0,2721756.0,Senapati,37.3
Manipur,MN_Tamenglong,155839.016,4391.0,35.49055249373719,1319,1282,32,5,0,2721756.0,Tamenglong,20.9
Manipur,MN_Thoubal,467614.904,514.0,909.7566225680932,2247,2185,23,39,0,2721756.0,Thoubal,39.4
Manipur,MN_Ukhrul,203623.88,4547.0,44.7820277105784,532,512,18,2,0,2721756.0,Ukhrul,23.2
Meghalaya,ML_East Garo Hills,353191.216,2603.0,135.6862143680369,338,11,326,1,0,2964007.0,East Garo Hills,13.200000000000001
Meghalaya,ML_East Khasi Hills,916353.608,2752.0,332.9773284883721,8112,353,7651,108,0,2964007.0,East Khasi Hills,7.6
Meghalaya,ML_East Jaintia Hills,136148.832,2115.0,64.37297021276595,526,7,519,0,0,2964007.0,East Jaintia Hills,7.900000000000001
Meghalaya,ML_North Garo Hills,131577.4,1113.0,118.21868823000898,116,5,109,2,0,2964007.0,North Garo Hills,7.900000000000001
Meghalaya,ML_Ri Bhoi,287318.56,2378.0,120.8236164844407,1336,38,1296,2,0,2964007.0,Ri Bhoi,8.5
Meghalaya,ML_South Garo Hills,158542.288,1850.0,85.69853405405405,197,7,190,0,0,2964007.0,South Garo Hills,1.7999999999999998
Meghalaya,ML_South West Garo Hills,191814.44,822.0,233.35090024330898,195,11,182,2,0,2964007.0,South West Garo Hills,7.900000000000001
Meghalaya,ML_South West Khasi Hills,122489.024,1341.0,91.34155406413124,57,2,55,0,0,2964007.0,South West Khasi Hills,7.900000000000001
Meghalaya,ML_West Jaintia Hills,300631.424,1693.0,177.57319787359714,477,86,390,1,0,2964007.0,West Jaintia Hills,7.900000000000001
Meghalaya,ML_West Garo Hills,714930.3759999999,3714.0,192.4960624663436,1696,32,1648,16,0,2964007.0,West Garo Hills,9.6
Meghalaya,ML_West Khasi Hills,428788.31200000003,5247.0,81.72066171145416,171,5,165,1,0,2964007.0,West Khasi Hills,6.700000000000001
Mizoram,MZ_Aizawl,449308.04799999995,3577.0,125.61030136986301,2704,67,2630,7,0,1091014.0,Aizawl,12.399999999999999
Mizoram,MZ_Champhai,139411.44,3168.0,44.00613636363637,94,4,90,0,0,1091014.0,Champhai,13.0
Mizoram,MZ_Kolasib,92356.04800000001,1386.0,66.63495526695526,279,5,274,0,0,1091014.0,Kolasib,17.9
Mizoram,MZ_Lawngtlai,130597.728,2519.0,51.84506867804684,308,32,276,0,0,1091014.0,Lawngtlai,23.9
Mizoram,MZ_Lunglei,171352.52800000002,4572.0,37.478680664916894,368,30,338,0,0,1091014.0,Lunglei,13.000000000000002
Mizoram,MZ_Mamit,95361.784,2967.0,32.14081024603977,82,0,82,0,0,1091014.0,Mamit,12.1
Mizoram,MZ_Saiha,62678.992,1414.0,44.327434229137204,35,0,35,0,0,1091014.0,Saiha,17.8
Mizoram,MZ_Serchhip,72141.0,1424.0,50.66081460674158,176,7,169,0,0,1091014.0,Serchhip,19.5
Nagaland,NL_Dimapur,422303.12799999997,926.0,456.05089416846647,6362,157,6087,46,72,1980602.0,Dimapur,13.399999999999999
Nagaland,NL_Kiphire,82324.696,1255.0,65.59736733067729,39,14,24,1,0,1980602.0,Kiphire,7.8999999999999995
Nagaland,NL_Kohima,300310.05600000004,1041.0,288.48228242074924,3687,284,3355,21,27,1980602.0,Kohima,15.400000000000002
Nagaland,NL_Longleng,56259.416,885.0,63.5699615819209,18,0,9,0,9,1980602.0,Longleng,16.5
Nagaland,NL_Mokokchung,214806.152,1615.0,133.0069052631579,164,41,116,1,6,1980602.0,Mokokchung,17.700000000000003
Nagaland,NL_Mon,288679.648,1786.0,161.63474132138856,603,13,579,2,9,1980602.0,Mon,11.0
Nagaland,NL_Peren,181582.928,2300.0,78.9490991304348,498,19,479,0,0,1980602.0,Peren,8.700000000000001
Nagaland,NL_Phek,181582.928,2026.0,89.62632181638699,45,1,44,0,0,1980602.0,Phek,13.9
Nagaland,NL_Tuensang,461258.71200000006,4228.0,109.09619489120152,244,9,234,1,0,1980602.0,Tuensang,11.799999999999999
Nagaland,NL_Wokha,184857.768,1628.0,113.54899754299757,39,0,35,1,3,1980602.0,Wokha,13.5
Nagaland,NL_Zunheboto,156807.568,1255.0,124.94626932270916,142,0,139,0,3,1980602.0,Zunheboto,10.5
Odisha,OR_Angul,1414133.736,6232.0,226.9149127086008,10527,235,10255,37,0,41947358.0,Angul,29.345
Odisha,OR_Boudh (Bauda),489187.70399999997,3098.0,157.90435894125244,2758,5,2742,11,0,41947358.0,Boudh (Bauda),29.345
Odisha,OR_Bhadrak,1675252.4640000002,2505.0,668.7634586826348,7331,22,7281,28,0,41947358.0,Bhadrak,29.345
Odisha,OR_Balangir,1833214.2880000002,6575.0,278.8158612927756,8323,90,8195,38,0,41947358.0,Balangir,29.345
Odisha,OR_Bargarh (Baragarh),1644462.2959999999,5837.0,281.73073428130886,9995,123,9832,40,0,41947358.0,Bargarh (Baragarh),29.345
Odisha,OR_Balasore,2576969.9280000003,3634.0,709.1276631810676,11867,164,11608,95,0,41947358.0,Balasore,29.345
Odisha,OR_Cuttack,2912003.296,3932.0,740.5908687690743,28502,223,28137,142,0,41947358.0,Cuttack,29.345
Odisha,OR_Debagarh (Deogarh),347126.36799999996,2781.0,124.82070046745777,1246,10,1231,5,0,41947358.0,Debagarh (Deogarh),29.345
Odisha,OR_Dhenkanal,1326558.176,4452.0,297.96904222821206,5682,17,5637,28,0,41947358.0,Dhenkanal,29.345
Odisha,OR_Ganjam,3914407.912,8070.6,485.02068148588717,21759,23,21482,254,0,41947358.0,Ganjam,29.345
Odisha,OR_Gajapati,640378.56,3850.0,166.33209350649352,3970,15,3922,33,0,41947358.0,Gajapati,29.345
Odisha,OR_Jharsuguda,644402.8879999999,2081.0,309.6602056703508,7383,88,7269,26,0,41947358.0,Jharsuguda,29.345
Odisha,OR_Jajpur,2030817.8,2888.0,703.19175900277,11803,86,11692,25,0,41947358.0,Jajpur,29.345
Odisha,OR_Jagatsinghpur,1263903.648,1759.0,718.5353314383173,9028,68,8922,38,0,41947358.0,Jagatsinghpur,29.345
Odisha,OR_Khordha,2497931.192,2887.5,865.0843954978354,52353,240,51791,322,0,41947358.0,Khordha,29.345
Odisha,OR_Kendujhar (Keonjhar),2004688.024,8240.0,243.2873815533981,7748,57,7654,37,0,41947358.0,Kendujhar (Keonjhar),29.345
Odisha,OR_Kalahandi,1749236.0480000002,7920.0,220.86313737373737,6245,55,6164,26,0,41947358.0,Kalahandi,29.345
Odisha,OR_Kandhamal,813930.6240000001,8021.0,101.47495623987034,5920,6,5881,33,0,41947358.0,Kandhamal,29.345
Odisha,OR_Koraput,1531150.608,8807.0,173.856092653571,7843,53,7774,16,0,41947358.0,Koraput,29.345
Odisha,OR_Kendrapara,1601158.792,2644.0,605.5819939485627,8890,101,8760,29,0,41947358.0,Kendrapara,29.345
Odisha,OR_Malkangiri,681352.4240000001,5791.0,117.65712726644793,5212,20,5165,27,0,41947358.0,Malkangiri,29.345
Odisha,OR_Mayurbhanj,2795451.24,10418.0,268.3289729314648,13685,100,13495,90,0,41947358.0,Mayurbhanj,29.345
Odisha,OR_Nabarangpur,1355263.344,5294.0,255.9998760861353,5771,22,5734,15,0,41947358.0,Nabarangpur,29.345
Odisha,OR_Nuapada,674416.88,3408.0,197.89227699530517,7197,110,7061,26,0,41947358.0,Nuapada,29.345
Odisha,OR_Nayagarh,1069983.08,3890.0,275.05991773778925,6416,9,6361,46,0,41947358.0,Nayagarh,29.345
Odisha,OR_Puri,1888157.096,3051.0,618.8649937725337,13881,102,13663,116,0,41947358.0,Puri,29.345
Odisha,OR_Rayagada,1069698.408,7584.7,141.03371366039528,8347,20,8283,44,0,41947358.0,Rayagada,29.345
Odisha,OR_Sambalpur,1161383.92,6702.0,173.28915547597734,9102,161,8866,75,0,41947358.0,Sambalpur,29.345
Odisha,OR_Subarnapur (Sonepur),725142.9839999998,2284.0,317.4881716287215,4681,2,4658,21,0,41947358.0,Subarnapur (Sonepur),29.345
Odisha,OR_Sundargarh,2313698.3680000002,9712.0,238.23088632619442,14170,337,13671,162,0,41947358.0,Sundargarh,29.345
Punjab,PB_Amritsar,2769870.792,2673.0,1036.2404758698092,14184,751,12898,535,0,27704236.0,Amritsar,19.21176470588235
Punjab,PB_Barnala,663078.928,1423.0,465.9725425158117,2260,51,2146,63,0,27704236.0,Barnala,21.0
Punjab,PB_Bathinda,1544411.208,3355.0,460.331209538003,8904,200,8504,200,0,27704236.0,Bathinda,19.21176470588235
Punjab,PB_Firozpur,2253836.0719999997,5334.0,422.5414458192726,4492,44,4309,139,0,27704236.0,Firozpur,14.8
Punjab,PB_Faridkot,687224.896,1472.0,466.8647391304348,3817,86,3658,73,0,27704236.0,Faridkot,19.9
Punjab,PB_Fatehgarh Sahib,666993.1680000001,1180.0,565.2484474576272,2467,44,2313,110,0,27704236.0,Fatehgarh Sahib,20.9
Punjab,PB_Fazilka,1312697.096,3113.0,421.6823308705429,3786,81,3637,68,0,27704236.0,Fazilka,19.21176470588235
Punjab,PB_Gurdaspur,2556516.912,3542.0,721.7721377752682,7760,121,7397,242,0,27704236.0,Gurdaspur,17.0
