state,District_Key,population_x,area,density,Confirmed,Active,Recovered,Deceased,Migrated_Other,population_y,No.CCE,No.CCP,CCE per lakh population,CCE per CCP
Himachal Pradesh,HP_Una,579415.384,1540.0,376.2437558441558,2567,229,2306,32,0,6856509.0,946.0,452.0,14.0,2.0
Jharkhand,JH_Bokaro,2292852.816,2861.0,801.4165732261447,6361,102,6200,59,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Chatra,1159042.048,3700.0,313.2546075675676,1386,20,1355,11,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Deoghar,1658969.448,2479.0,669.2091359419121,3565,14,3528,23,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Dhanbad,2983120.144,2075.0,1437.6482621686746,7277,57,7120,100,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Dumka,1469058.752,4404.0,333.573740236149,1356,11,1333,12,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_East Singhbhum,2547627.584,3533.0,721.0947025191056,17595,226,17014,355,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Garhwa,1470494.344,4064.0,361.83423818897637,2758,32,2714,12,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Giridih,2719065.736,4887.0,556.3875048086761,3401,6,3381,14,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Godda,1458256.784,2110.0,691.1169592417061,2063,13,2040,10,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Gumla,1140529.472,5327.0,214.10352393467244,2234,27,2203,4,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Jamtara,878710.184,1802.0,487.630512763596,1228,14,1210,4,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Khunti,589692.488,2467.0,239.0322205107418,2091,30,2056,5,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Koderma,797491.928,1312.0,607.8444573170732,3394,21,3345,28,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Latehar,806948.376,3630.0,222.29982809917357,1860,15,1839,6,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Lohardaga,513452.656,1494.0,343.6764765729585,1751,36,1705,10,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Pakur,999910.4,1805.0,553.9669806094183,900,1,897,2,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Palamu,2153186.728,5082.0,423.6888484848485,3405,45,3340,20,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Ramgarh,1055464.808,1212.0,870.8455511551155,4357,56,4274,27,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Ranchi,3238168.464,7974.0,406.0908532731377,29552,794,28549,209,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Sahibganj,1278842.256,1599.0,799.7762701688556,1628,30,1589,9,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Seraikela Kharsawan,1182565.296,2725.0,433.9689159633028,3648,56,3580,12,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_Simdega,666992.056,3750.0,177.86454826666667,1997,4,1988,5,0,32966238.0,842.0,220.0,3.0,4.0
Jharkhand,JH_West Singhbhum,1669800.328,7186.0,232.36853993876983,4729,25,4666,38,0,32966238.0,842.0,220.0,3.0,4.0
Karnataka,KA_Bagalkot,2102598.512,6583.0,319.3982245176971,13638,49,13453,136,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Ballari,2816009.896,8439.0,333.6899983410357,38633,228,37813,592,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Belgaum,5313624.168,13415.0,396.09572627655604,26056,219,25495,342,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Bangalore Rural,1097829.784,2239.0,490.32147565877625,18058,326,17583,149,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Bangalore Urban,10662867.92,2190.0,4868.889461187215,382209,9440,368502,4266,1,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Bidar,1890420.016,5448.0,346.99339500734214,7180,58,6948,170,4,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Bijapur,2418713.424,10517.0,229.98130873823334,14036,110,13723,203,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Chamarajanagara,1135309.744,5102.0,222.52249000392,6639,102,6409,117,11,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Chikkaballapura,1394867.224,4208.0,331.4798536121673,12672,231,12324,116,1,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Chikmagalur,1265181.336,7201.0,175.69522788501595,13573,160,13274,139,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Chitradurga,1846340.3360000001,8437.0,218.83848951048952,14098,280,13750,68,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Dakshina Kannada,2316991.0,4559.0,508.2235139284931,32556,368,31452,734,2,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Davanagere,2164958.36,5926.0,365.3321565980425,21884,150,21470,264,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Dharwad,2053856.216,4265.0,481.56066025791324,21699,105,20988,606,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Gadag,1184541.32,4651.0,254.6852977854225,10855,28,10686,141,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Gulbarga,2852159.904,10990.0,259.5231941765241,20865,225,20319,321,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Hassan,1975157.752,6814.0,289.8675890813032,27707,275,27043,389,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Haveri,1777538.672,4825.0,368.40179730569946,10928,55,10683,190,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Kodagu,616895.344,4102.0,150.38891857630426,5601,145,5386,70,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Kolar,1712736.872,4012.0,426.9035074775673,9536,108,9254,174,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Koppal,1547116.704,5565.0,278.00839245283015,13809,87,13443,279,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Mandya,2011252.16,4961.0,405.41265067526706,19201,209,18845,147,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Mysore,3330155.3279999997,6854.0,485.8703425736796,51732,385,50341,1006,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Raichur,2140347.576,6839.0,312.9620669688551,14096,122,13816,158,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Ramanagara,1204005.768,3573.0,336.9733467674223,7342,53,7213,76,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Shimoga,1952129.344,8495.0,229.7974507357269,21864,180,21336,348,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Tumakuru,2981771.288,10598.0,281.3522634459332,24164,408,23380,376,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Udupi,1309833.696,3879.0,337.6730332559938,22954,110,22656,188,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Uttara Kannada,1504868.488,10291.0,146.2315118064328,14104,108,13821,175,0,61130704.0,3810.0,2364.0,6.0,2.0
Karnataka,KA_Yadgir,1304359.32,5225.0,249.63814736842107,10550,46,10443,61,0,61130704.0,3810.0,2364.0,6.0,2.0
Kerala,KL_Alappuzha,2359600.616,1415.0,1667.5622727915195,53526,3612,49677,219,18,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Ernakulam,3647204.32,3063.0,1190.7294547828926,76109,7989,67830,279,11,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Idukki,1231487.736,4356.0,282.7106831955923,14774,3198,11559,15,2,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Kannur,2808508.344,2961.0,948.4999473150963,36999,3433,33374,186,6,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Kasaragod,1448491.2,1989.0,728.2509803921569,23387,1637,21664,82,4,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Kollam,2924229.736,2483.0,1177.700256141764,54166,2830,51122,203,11,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Kottayam,2201075.008,2206.0,997.7674560290118,44827,5983,38710,132,2,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Kozhikode,3435571.816,2345.0,1465.0626081023454,79648,5339,74039,261,9,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Malappuram,4571383.072,3554.0,1286.26422960045,84580,5431,78838,301,10,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Palakkad,3125711.904,4482.0,697.3922141900937,44757,5104,39535,112,6,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Pathanamthitta,1329437.144,2652.0,501.29605731523384,25683,4070,21570,42,1,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Thrissur,3458683.624,3027.0,1142.6110419557317,68922,6064,62548,303,7,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Thiruvananthapuram,3677699.808,2189.0,1680.0821416171768,78114,3276,74167,611,60,33387677.0,2268.0,1206.0,7.0,2.0
Kerala,KL_Wayanad,908012.496,2130.0,426.2969464788733,14667,2444,12181,41,1,33387677.0,2268.0,1206.0,7.0,2.0
Madhya Pradesh,MP_Alirajpur,810288.824,3182.0,254.6476505342552,1206,62,1131,13,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Anuppur,833467.352,3747.0,222.4359092607419,1972,30,1928,14,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Ashok Nagar,939616.648,4674.0,201.03051946940522,1031,64,951,16,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Balaghat,1891685.472,9229.0,204.97187907682306,2905,150,2743,12,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Barwani,1540852.808,5432.0,283.66215169366717,2587,127,2438,22,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Betul,1751674.6639999999,10043.0,174.41747127352383,3113,94,2953,66,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Bhind,1894360.9440000001,4459.0,424.83986185243333,1433,26,1398,9,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Bhopal,2633377.24,2772.0,949.9917893217894,37074,2454,34067,553,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Burhanpur,841776.216,3427.0,245.6306437117012,838,10,801,27,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Chhatarpur,1960296.984,8687.0,225.65868355013237,1945,78,1835,32,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Chhindwara,2324420.272,11815.0,196.73468235294118,2603,30,2533,40,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Damoh,1405237.736,7306.0,192.3402321379688,2539,123,2342,74,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Datia,874449.0,2694.0,324.5913140311804,1764,77,1667,20,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Dewas,1738174.984,7020.0,247.60327407407408,2631,77,2528,26,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Dhar,2429355.264,8153.0,297.97071801790753,3646,156,3436,54,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Dindori,783090.416,7427.0,105.43832179884205,928,14,913,1,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Guna,1379923.056,6485.0,212.78690146491905,1369,84,1263,22,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Gwalior,2257963.816,5465.0,413.1681273559012,15553,426,14936,191,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Harda,634175.824,3339.0,189.929866427074,1968,58,1880,30,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Hoshangabad,1379964.2,6698.0,206.0263063601075,3460,64,3340,56,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Indore,3638836.52,3898.0,933.5137301180092,51168,4188,46146,834,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Jabalpur,2736313.968,5210.0,525.2042165067178,15033,450,14349,234,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Jhabua,1138789.192,6782.0,167.91347567089355,2220,123,2071,26,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Katni,1436352.608,4947.0,290.3482126541338,2036,45,1975,16,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Mandla,1171516.464,5805.0,201.81162170542635,1145,34,1101,10,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Mandsaur,1489893.184,5530.0,269.4201056057866,2497,101,2364,32,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Morena,2185232.344,4991.0,437.83457102785013,3167,31,3111,25,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Narsinghpur,1214460.792,5133.0,236.59863471654,3315,28,3260,27,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Neemuch,918465.296,4267.0,215.24848746191702,2816,89,2691,36,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Niwari,450145.384,1170.0,384.7396444444445,591,10,579,2,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Panna,1129823.136,7135.0,158.3494234057463,985,42,939,4,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Raisen,1480849.288,8466.0,174.91723222300968,2275,55,2178,42,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Rajgarh,1719753.592,6143.0,279.9533765261273,2195,116,2021,58,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Ratlam,1617385.096,4861.0,332.7268249331413,4106,273,3759,74,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Rewa,2628483.3279999997,6314.0,416.2944770351599,3630,181,3416,33,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Sagar,2644664.04,10252.0,257.9656691377292,4765,202,4418,145,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Satna,2478224.328,7502.0,330.3418192482005,3091,119,2931,41,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Sehore,1457840.896,6578.0,221.62373000912132,2568,90,2430,48,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Seoni,1533310.112,8758.0,175.07537245946563,1438,40,1388,10,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Shahdol,1184267.768,6205.0,190.85701337630942,2864,69,2765,30,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Shajapur,1681736.536,6196.0,271.42293996126534,1615,64,1529,22,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Sheopur,765002.624,6585.0,116.17351921032649,1358,82,1262,14,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Shivpuri,1919109.616,10290.0,186.50239222546162,3416,68,3320,28,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Sidhi,1252684.68,10520.0,119.07649049429658,1882,97,1773,12,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Singrauli,1310082.784,5672.0,230.97369252468266,1806,76,1704,26,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Tikamgarh,1606751.04,5055.0,317.8538160237389,1210,44,1139,27,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Ujjain,2209392.768,6091.0,362.7307121983254,4428,229,4098,101,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Umaria,715659.848,4062.0,176.18410832102413,1182,32,1134,16,0,72597565.0,3756.0,1193.0,5.0,3.0
Madhya Pradesh,MP_Vidisha,1621531.744,7362.0,220.25696060853028,3323,117,3147,59,0,72597565.0,3756.0,1193.0,5.0,3.0
Maharashtra,MH_Ahmednagar,5051908.296,17048.0,296.33436743313,67513,2244,64252,1016,1,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Akola,2022302.104,5429.0,372.49992705839014,10187,452,9388,342,5,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Amravati,3211262.512,12235.0,262.4652645688598,19299,432,18489,376,2,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Aurangabad,4109871.9359999998,10107.0,406.63618640546156,47046,966,44923,1143,14,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Beed,2875589.744,10693.0,268.92263574300944,16662,350,15791,514,7,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Bhandara,1333076.72,3890.0,342.6932442159383,12248,709,11277,260,2,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Buldhana,2877899.368,9661.0,297.88835193044196,13099,917,11962,214,6,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Chandrapur,2440019.344,11443.0,213.23248658568556,22661,927,21363,370,1,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Dhule,2278244.472,8095.0,281.43847708462016,15416,261,14809,343,3,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Gadchiroli,1191836.04,14412.0,82.69747710241465,8278,344,7851,77,6,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Gondia,1470432.072,5431.0,270.74794181550357,13437,450,12838,143,6,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Hingoli,1311017.976,4526.0,289.6637154220062,4110,68,3947,95,0,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Jalgaon,4697579.504,11765.0,399.28427573310665,55497,507,53537,1433,20,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Jalna,2177833.096,7718.0,282.17583519046383,12523,225,11965,332,1,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Kolhapur,4307904.68,7685.0,560.5601405335068,48984,806,46519,1656,3,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Latur,2730563.816,7157.0,381.5235176750035,22906,452,21776,674,4,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Mumbai City,3498314.192,69.0,50700.205681159416,286264,7725,266712,10980,847,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Mumbai suburban,10377718.872,369.0,28123.89938211382,0,0,0,0,0,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Nanded,3732501.392,10528.0,354.53090729483284,20917,457,19813,642,5,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Nandurbar,1830548.824,5055.0,362.1263746785361,7724,512,7046,165,1,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Nagpur,5174326.152,9892.0,523.081899716943,121096,4376,113572,3132,16,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Nashik,6793265.824,15539.0,437.1752251753652,112126,2503,107792,1830,1,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Osmanabad,1846265.832,7569.0,243.92467063020214,16648,350,15764,532,2,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Palghar,3325008.992,5344.0,622.1947964071857,46249,249,45082,901,17,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Parbhani,2041611.984,6511.0,313.56350545231146,7462,210,6965,276,11,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Pune,10482778.408,15643.0,670.1258331522087,366319,17213,341396,7675,35,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Raigad,2930558.128,7152.0,409.75365324384785,65556,1336,62748,1465,7,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Ratnagiri,1793291.264,8208.0,218.4809044834308,11011,429,10207,373,2,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Sangli,3136479.4,8572.0,365.8982034531031,49881,349,47772,1757,3,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Satara,3340361.264,10475.0,318.8889034844869,53807,1101,50965,1731,10,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Sindhudurg,943941.216,5207.0,181.28312195121953,5883,464,5264,154,1,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Solapur,4798866.024,14895.0,322.1796592145015,52289,1244,49311,1720,14,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Thane,12298884.576,4214.0,2918.5772605600378,249883,10599,233744,5481,59,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Wardha,1441326.584,6309.0,228.45563227135838,9012,418,8350,240,4,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Washim,1330745.9679999999,5155.0,258.1466475266731,6640,218,6272,148,2,112372972.0,9436.0,3643.0,8.0,3.0
Maharashtra,MH_Yavatmal,3086308.184,13582.0,227.2351777352378,13219,445,12379,391,4,112372972.0,9436.0,3643.0,8.0,3.0
Manipur,MN_Bishnupur,267283.656,496.0,538.8783387096775,1233,1155,58,20,0,2721756.0,166.0,87.0,6.0,2.0
Manipur,MN_Chandel,160159.136,3317.0,48.28433403678022,347,334,4,9,0,2721756.0,166.0,87.0,6.0,2.0
Manipur,MN_Churachandpur,301656.688,4574.0,65.95030345430696,1391,1309,58,24,0,2721756.0,166.0,87.0,6.0,2.0
Manipur,MN_Imphal East,503359.032,710.0,708.9563830985916,5303,5218,16,69,0,2721756.0,166.0,87.0,6.0,2.0
Manipur,MN_Imphal West,572327.496,519.0,1102.7504739884394,8293,8151,52,90,0,2721756.0,166.0,87.0,6.0,2.0
Manipur,MN_Jiribam,48725.616,232.0,210.02420689655173,263,261,2,0,0,2721756.0,166.0,87.0,6.0,2.0
Manipur,MN_Kamjong,50724.992,2000.0,25.362496,251,234,17,0,0,2721756.0,166.0,87.0,6.0,2.0
Manipur,MN_Pherzawl,52542.0,2285.0,22.994310722100657,37,22,15,0,0,2721756.0,166.0,87.0,6.0,2.0
Manipur,MN_Senapati,394506.464,3269.0,120.6810841235852,470,448,21,1,0,2721756.0,166.0,87.0,6.0,2.0
Manipur,MN_Tamenglong,155839.016,4391.0,35.49055249373719,1319,1282,32,5,0,2721756.0,166.0,87.0,6.0,2.0
Manipur,MN_Thoubal,467614.904,514.0,909.7566225680933,2247,2185,23,39,0,2721756.0,166.0,87.0,6.0,2.0
Manipur,MN_Ukhrul,203623.88,4547.0,44.782027710578404,532,512,18,2,0,2721756.0,166.0,87.0,6.0,2.0
Meghalaya,ML_East Garo Hills,353191.216,2603.0,135.6862143680369,338,11,326,1,0,2964007.0,380.0,141.0,13.0,3.0
Meghalaya,ML_East Khasi Hills,916353.608,2752.0,332.9773284883721,8112,353,7651,108,0,2964007.0,380.0,141.0,13.0,3.0
Meghalaya,ML_East Jaintia Hills,136148.832,2115.0,64.37297021276595,526,7,519,0,0,2964007.0,380.0,141.0,13.0,3.0
Meghalaya,ML_North Garo Hills,131577.4,1113.0,118.21868823000898,116,5,109,2,0,2964007.0,380.0,141.0,13.0,3.0
Meghalaya,ML_Ri Bhoi,287318.56,2378.0,120.8236164844407,1336,38,1296,2,0,2964007.0,380.0,141.0,13.0,3.0
Meghalaya,ML_South Garo Hills,158542.288,1850.0,85.69853405405405,197,7,190,0,0,2964007.0,380.0,141.0,13.0,3.0
Meghalaya,ML_South West Garo Hills,191814.44,822.0,233.350900243309,195,11,182,2,0,2964007.0,380.0,141.0,13.0,3.0
Meghalaya,ML_South West Khasi Hills,122489.024,1341.0,91.34155406413124,57,2,55,0,0,2964007.0,380.0,141.0,13.0,3.0
Meghalaya,ML_West Jaintia Hills,300631.424,1693.0,177.57319787359717,477,86,390,1,0,2964007.0,380.0,141.0,13.0,3.0
Meghalaya,ML_West Garo Hills,714930.376,3714.0,192.49606246634357,1696,32,1648,16,0,2964007.0,380.0,141.0,13.0,3.0
Meghalaya,ML_West Khasi Hills,428788.312,5247.0,81.72066171145416,171,5,165,1,0,2964007.0,380.0,141.0,13.0,3.0
Mizoram,MZ_Aizawl,449308.048,3577.0,125.61030136986302,2704,67,2630,7,0,1091014.0,172.0,80.0,16.0,2.0
Mizoram,MZ_Champhai,139411.44,3168.0,44.006136363636365,94,4,90,0,0,1091014.0,172.0,80.0,16.0,2.0
Mizoram,MZ_Kolasib,92356.048,1386.0,66.63495526695526,279,5,274,0,0,1091014.0,172.0,80.0,16.0,2.0
Mizoram,MZ_Lawngtlai,130597.728,2519.0,51.84506867804684,308,32,276,0,0,1091014.0,172.0,80.0,16.0,2.0
Mizoram,MZ_Lunglei,171352.528,4572.0,37.47868066491689,368,30,338,0,0,1091014.0,172.0,80.0,16.0,2.0
Mizoram,MZ_Mamit,95361.784,2967.0,32.14081024603977,82,0,82,0,0,1091014.0,172.0,80.0,16.0,2.0
Mizoram,MZ_Saiha,62678.992,1414.0,44.3274342291372,35,0,35,0,0,1091014.0,172.0,80.0,16.0,2.0
Mizoram,MZ_Serchhip,72141.0,1424.0,50.660814606741575,176,7,169,0,0,1091014.0,172.0,80.0,16.0,2.0
Nagaland,NL_Dimapur,422303.128,926.0,456.0508941684665,6362,157,6087,46,72,1980602.0,194.0,131.0,10.0,1.0
Nagaland,NL_Kiphire,82324.696,1255.0,65.59736733067729,39,14,24,1,0,1980602.0,194.0,131.0,10.0,1.0
Nagaland,NL_Kohima,300310.056,1041.0,288.48228242074924,3687,284,3355,21,27,1980602.0,194.0,131.0,10.0,1.0
Nagaland,NL_Longleng,56259.416,885.0,63.5699615819209,18,0,9,0,9,1980602.0,194.0,131.0,10.0,1.0
Nagaland,NL_Mokokchung,214806.152,1615.0,133.0069052631579,164,41,116,1,6,1980602.0,194.0,131.0,10.0,1.0
Nagaland,NL_Mon,288679.648,1786.0,161.63474132138856,603,13,579,2,9,1980602.0,194.0,131.0,10.0,1.0
Nagaland,NL_Peren,181582.928,2300.0,78.94909913043479,498,19,479,0,0,1980602.0,194.0,131.0,10.0,1.0
Nagaland,NL_Phek,181582.928,2026.0,89.62632181638698,45,1,44,0,0,1980602.0,194.0,131.0,10.0,1.0
Nagaland,NL_Tuensang,461258.712,4228.0,109.09619489120152,244,9,234,1,0,1980602.0,194.0,131.0,10.0,1.0
Nagaland,NL_Wokha,184857.768,1628.0,113.54899754299755,39,0,35,1,3,1980602.0,194.0,131.0,10.0,1.0
Nagaland,NL_Zunheboto,156807.568,1255.0,124.94626932270916,142,0,139,0,3,1980602.0,194.0,131.0,10.0,1.0
Odisha,OR_Angul,1414133.736,6232.0,226.91491270860078,10527,235,10255,37,0,41947358.0,3032.0,1178.0,7.0,3.0
Odisha,OR_Boudh (Bauda),489187.704,3098.0,157.90435894125244,2758,5,2742,11,0,41947358.0,3032.0,1178.0,7.0,3.0
Odisha,OR_Bhadrak,1675252.464,2505.0,668.7634586826347,7331,22,7281,28,0,41947358.0,3032.0,1178.0,7.0,3.0
