state,District_Key,population_x,area,density,Confirmed,Active,Recovered,Deceased,Migrated_Other,population_y,No.CCE,No.CCP,CCE per lakh population,CCE per CCP,state_population,ccp_district,cce_district,cluster
Gujarat,GJ_Botad,729477.56,2564.0,284.50762870514825,1000,68,922,10,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,15.770707602122052,33.84980899837175,2
Gujarat,GJ_Chhota Udaipur,1191876.072,3237.0,368.2039147358665,844,28,813,3,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,25.767384852082046,55.3063995374026,2
Gujarat,GJ_Dahod,2364732.496,3642.0,649.2950291048874,2758,155,2596,7,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,51.12358048635828,109.73023395242325,3
Gujarat,GJ_Dang,252167.128,1764.0,142.9518866213152,144,8,136,0,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,5.451646850596589,11.701263461028137,2
Gujarat,GJ_Devbhumi Dwarka,836762.208,5684.0,147.21361857846588,1009,57,947,5,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,18.090113854734657,38.82811819167654,2
Gujarat,GJ_Gandhinagar,1542875.5359999998,649.0,2377.3120739599385,7742,506,7133,103,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,33.35570589001166,71.59376115950768,2
Gujarat,GJ_Gir Somnath,1353834.424,3754.0,360.6378327117741,2245,149,2072,24,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,29.26879182217933,62.82172225807828,2
Gujarat,GJ_Jamnagar,2400952.56,14125.0,169.97894230088497,9960,384,9541,35,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,51.9066286155895,111.41094671939146,3
Gujarat,GJ_Junagadh,3049427.5919999997,8839.0,344.9968991967417,4695,248,4414,33,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,65.92612788154189,141.502010758994,3
Gujarat,GJ_Kheda,2556414.608,4215.0,606.5040588374853,2723,103,2604,16,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,55.267590811925,118.62482267644722,3
Gujarat,GJ_Kutch,2324428.056,45652.0,50.916237098046075,3727,252,3442,33,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,50.25223149200776,107.85999465981727,3
Gujarat,GJ_Mahisagar,1106021.888,2500.0,442.4087552,1857,97,1753,7,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,23.911287685388135,51.322524104536555,2
Gujarat,GJ_Mehsana,2254832.424,4386.0,514.0976798905609,6401,368,5996,37,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,48.74763090819147,104.63056173480592,3
Gujarat,GJ_Morbi,1067885.848,4871.0,219.2333910901252,2959,263,2678,18,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,23.08681772370373,49.55290466627136,2
Gujarat,GJ_Narmada,656501.448,2749.0,238.8146409603492,1876,136,1739,1,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,14.193023808405751,30.463512300439348,2
Gujarat,GJ_Navsari,1479750.632,2211.0,669.2675857078244,1540,19,1513,8,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,31.990997147776977,68.66458819983424,2
Gujarat,GJ_Panchmahal,2655752.904,5219.0,508.8624073577314,3843,181,3641,21,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,57.41520344021346,123.23439880353702,3
Gujarat,GJ_Patan,1493133.552,5738.0,260.21846497037296,4059,154,3853,52,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,32.280324921180444,69.28559330085544,2
Gujarat,GJ_Porbandar,651700.944,2294.0,284.0893391455972,677,8,665,4,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,14.089240842241832,30.240755422906446,2
Gujarat,GJ_Rajkot,3511335.712,11203.0,313.4281631705793,18988,1483,17317,188,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,75.91220325796046,162.93584573096624,3
Gujarat,GJ_Sabarkantha,2699208.752,7390.0,365.25152259810545,2661,179,2469,13,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,58.35468329537207,125.2508722844516,3
Gujarat,GJ_Surat,6762430.063999999,4418.0,1530.6541566319602,47546,1123,45476,947,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,146.19820138009936,313.7957609432795,1
Gujarat,GJ_Surendranagar,1952530.7759999998,10489.0,186.15032662789588,3321,305,3004,12,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,42.212116781824605,90.60291564149357,3
Gujarat,GJ_Tapi,896815.7679999999,3435.0,261.08173740902475,1012,18,988,6,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,19.388422654290455,41.614772157663175,2
Gujarat,GJ_Vadodara,4047429.8,7794.0,519.3007185014113,23223,2156,20836,231,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,87.50211852427007,187.81211811960048,3
Gujarat,GJ_Valsad,1893811.616,3034.0,624.1963137771918,1335,13,1313,9,0,60383628.0,3402.0,1585.0,6.0,2.0,73314524.73599997,40.94265661775565,87.8781815858705,3
Haryana,HR_Ambala,1264103.808,1569.0,805.6748298279158,11222,283,10799,140,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,27.034217455768683,78.24237680031347,2
Haryana,HR_Bhiwani,1811569.208,5140.0,352.4453712062257,6126,64,5928,134,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,38.742352958125615,112.12803859553078,3
Haryana,HR_Charkhi Dadri,558530.912,1370.0,407.68679708029197,1449,80,1346,23,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,11.944783359735597,34.570567539439544,2
Haryana,HR_Faridabad,2000436.8480000002,783.0,2554.836332056194,44832,717,43722,393,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,42.78149026457524,123.81810151658635,3
Haryana,HR_Fatehabad,1046972.464,2538.0,412.5187013396375,4594,119,4362,113,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,22.39063048687371,64.80291690398944,2
Haryana,HR_Gurugram,1683662.52,1258.0,1338.3644833068365,55652,1586,53727,339,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,36.00693107619172,104.21118618638423,3
Haryana,HR_Hisar,1938010.28,3788.0,511.61834213305167,16719,183,16227,309,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,41.446431067973776,119.95417592369202,3
Haryana,HR_Jhajjar,1064080.584,1868.0,569.6362869379016,5659,111,5469,79,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,22.756506005492025,65.86183308074142,2
Haryana,HR_Jind,1481230.7040000001,2702.0,548.1978919319023,4552,252,4212,88,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,31.677709299406953,91.68156138531432,2
Haryana,HR_Kaithal,1193021.432,2799.0,426.23130832440165,3694,83,3563,48,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,25.514044509610837,73.84269537252557,2
Haryana,HR_Karnal,1675031.176,2471.0,677.8758300283287,10471,251,10075,145,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,35.82234051554724,103.67694456376812,3
Haryana,HR_Kurukshetra,1072224.872,1530.0,700.8005699346405,8374,223,8033,118,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,22.930680350526828,66.36592811347015,2
Haryana,HR_Mahendragarh,1024908.16,1900.0,539.4253473684211,6533,87,6428,18,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,21.91876165096701,63.43723508539257,2
Haryana,HR_Nuh,1211419.472,1765.0,686.3566413597734,1649,13,1606,30,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,25.90750635267486,74.98145183299755,2
Haryana,HR_Palwal,1157028.216,1367.0,846.3995727871251,4315,48,4244,23,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,24.74429093231883,71.61487614541421,2
Haryana,HR_Panchkula,621485.68,816.0,761.6246078431374,9677,327,9212,138,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,13.291138680571297,38.46718635196061,2
Haryana,HR_Panipat,1337525.832,1250.0,1070.0206656,10240,323,9773,144,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,28.604426286955643,82.78687198409006,2
Haryana,HR_Rewari,996495.448,1559.0,639.1888697883259,11191,256,10866,69,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,21.311125292421895,61.67861518079784,2
Haryana,HR_Rohtak,1177255.496,1668.0,705.7886666666667,11895,356,11395,144,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,25.17687303720457,72.86685438754087,2
Haryana,HR_Sirsa,1440166.7680000002,4276.0,336.80233115060804,7828,124,7592,112,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,30.799512929466292,89.1398872497864,2
Haryana,HR_Sonipat,1645848.96,2260.0,728.2517522123894,14229,402,13750,77,0,25353081.0,1696.0,586.0,7.0,3.0,27401008.84,35.19824748759141,101.87069580026456,3
Himachal Pradesh,HP_Bilaspur,424846.27200000006,1167.0,364.0499331619537,2680,324,2333,22,1,6856509.0,946.0,452.0,14.0,2.0,7624438.007999999,25.18618614808207,52.712681628508044,2
Himachal Pradesh,HP_Chamba,576954.5279999999,6528.0,88.38151470588238,2652,228,2373,46,5,6856509.0,946.0,452.0,14.0,2.0,7624438.007999999,34.20362869792776,71.58547068194616,2
Himachal Pradesh,HP_Hamirpur,505173.816,1118.0,451.85493381037566,2601,236,2324,40,1,6856509.0,946.0,452.0,14.0,2.0,7624438.007999999,29.948248591229152,62.67929904270526,2
Himachal Pradesh,HP_Kangra,1676031.976,5739.0,292.0425119358773,7092,978,5938,174,2,6856509.0,946.0,452.0,14.0,2.0,7624438.007999999,99.3603007011294,207.9531957151956,3
Himachal Pradesh,HP_Kinnaur,93739.37599999999,6401.0,14.644489298547102,1264,125,1123,16,0,6856509.0,946.0,452.0,14.0,2.0,7624438.007999999,5.557156856353576,11.630686694934695,2
Himachal Pradesh,HP_Kullu,486471.088,5503.0,88.40106996183901,4246,312,3851,81,2,6856509.0,946.0,452.0,14.0,2.0,7624438.007999999,28.83949368403075,60.35876332985197,2
Himachal Pradesh,HP_Lahaul and Spiti,35059.136,13835.0,2.5340900614383806,1200,50,1139,11,0,6856509.0,946.0,452.0,14.0,2.0,7624438.007999999,2.078412789948938,4.349952432061272,2
Himachal Pradesh,HP_Mandi,1111464.0159999998,3950.0,281.38329518987337,9057,1569,7378,110,0,6856509.0,946.0,452.0,14.0,2.0,7624438.007999999,65.89098563131762,137.90458497173998,3
Himachal Pradesh,HP_Shimla,904483.0079999999,5131.0,176.27811498733192,9593,879,8443,234,37,6856509.0,946.0,452.0,14.0,2.0,7624438.007999999,53.62051854668316,112.22347465743864,3
Himachal Pradesh,HP_Sirmaur,589542.368,2825.0,208.6875638938053,3028,220,2782,26,0,6856509.0,946.0,452.0,14.0,2.0,7624438.007999999,34.9498743456765,73.14730338719019,2
Himachal Pradesh,HP_Solan,641257.04,1936.0,331.2278099173554,6030,816,5148,66,0,6856509.0,946.0,452.0,14.0,2.0,7624438.007999999,38.01567824092407,79.56378676087205,2
Himachal Pradesh,HP_Una,579415.384,1540.0,376.2437558441558,2567,229,2306,32,0,6856509.0,946.0,452.0,14.0,2.0,7624438.007999999,34.34951576669702,71.89080069755614,2
Jharkhand,JH_Bokaro,2292852.816,2861.0,801.4165732261447,6361,102,6200,59,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,14.524160344218744,55.587922771964465,2
Jharkhand,JH_Chatra,1159042.048,3700.0,313.25460756756763,1386,20,1355,11,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,7.341994406868058,28.099814957195022,2
Jharkhand,JH_Deoghar,1658969.448,2479.0,669.2091359419121,3565,14,3528,23,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,10.5088028768228,40.220054646749084,2
Jharkhand,JH_Dhanbad,2983120.144,2075.0,1437.6482621686746,7277,57,7120,100,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,18.896684076351505,72.32276360130894,8
Jharkhand,JH_Dumka,1469058.7519999999,4404.0,333.573740236149,1356,11,1333,12,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,9.305806600507879,35.61585980739833,2
Jharkhand,JH_East Singhbhum,2547627.5840000003,3533.0,721.0947025191057,17595,226,17014,355,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,16.13804046607875,61.76468214744685,8
Jharkhand,JH_Garhwa,1470494.344,4064.0,361.83423818897637,2758,32,2714,12,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,9.314900410739122,35.65066429928337,2
Jharkhand,JH_Giridih,2719065.736,4887.0,556.3875048086761,3401,6,3381,14,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,17.224021734212858,65.92102863730557,8
Jharkhand,JH_Godda,1458256.784,2110.0,691.1169592417061,2063,13,2040,10,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,9.237381137621508,35.353976899442316,2
Jharkhand,JH_Gumla,1140529.472,5327.0,214.10352393467244,2234,27,2203,4,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,7.224725814513487,27.650996071910708,2
Jharkhand,JH_Jamtara,878710.184,1802.0,487.63051276359596,1228,14,1210,4,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,5.5662219220764655,21.303449356310836,2
Jharkhand,JH_Khunti,589692.488,2467.0,239.0322205107418,2091,30,2056,5,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,3.7354287155836725,14.296504447824784,2
Jharkhand,JH_Koderma,797491.928,1312.0,607.8444573170733,3394,21,3345,28,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,5.051741897545398,19.334393989696476,2
Jharkhand,JH_Latehar,806948.3759999999,3630.0,222.2998280991736,1860,15,1839,6,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,5.111644114591486,19.56365611130014,2
Jharkhand,JH_Lohardaga,513452.656,1494.0,343.6764765729585,1751,36,1705,10,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,3.252484700661653,12.448145990714146,2
Jharkhand,JH_Pakur,999910.4,1805.0,553.9669806094183,900,1,897,2,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,6.333969140150818,24.24182734548631,2
Jharkhand,JH_Palamu,2153186.728,5082.0,423.6888484848485,3405,45,3340,20,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,13.639440381992541,52.20185818926236,2
Jharkhand,JH_Ramgarh,1055464.808,1212.0,870.8455511551155,4357,56,4274,27,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,6.685880577286933,25.588688391252713,2
Jharkhand,JH_Ranchi,3238168.4639999997,7974.0,406.09085327313767,29552,794,28549,209,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,20.51229702339887,78.50615497137204,8
Jharkhand,JH_Sahibganj,1278842.256,1599.0,799.7762701688556,1628,30,1589,9,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,8.100873222865621,31.004251152967512,2
Jharkhand,JH_Saraikela-Kharsawan,1182565.2959999999,2725.0,433.96891596330283,3648,56,3580,12,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,7.49100328497165,28.670112572482406,2
Jharkhand,JH_Simdega,666992.056,3750.0,177.86454826666667,1997,4,1988,5,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,4.225085667105519,16.17055514410385,2
Jharkhand,JH_West Singhbhum,1669800.3280000002,7186.0,232.36853993876983,4729,25,4666,38,0,32966238.0,842.0,220.0,3.0,4.0,34730243.096,10.577411483834666,40.482638497221764,2
Karnataka,KA_Bagalkote,2102598.512,6583.0,319.39822451769714,13638,49,13453,136,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,73.22065362062077,118.0079062159751,3
Karnataka,KA_Ballari,2816009.896,8439.0,333.6899983410357,38633,228,37813,592,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,98.06441125611161,158.04797245591593,3
Karnataka,KA_Belagavi,5313624.1680000005,13415.0,396.09572627655604,26056,219,25495,342,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,185.04104918499405,298.2260564275919,1
Karnataka,KA_Bengaluru Rural,1097829.784,2239.0,490.32147565877625,18058,326,17583,149,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,38.23070067342695,61.615469359457144,2
Karnataka,KA_Bengaluru Urban,10662867.92,2190.0,4868.889461187215,382209,9440,368502,4266,1,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,371.3225107489037,598.4512546333855,4
Karnataka,KA_Bidar,1890420.0159999998,5448.0,346.99339500734214,7180,58,6948,170,4,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,65.83177358827331,106.09943205216638,3
Karnataka,KA_Vijayapura,2418713.424,10517.0,229.9813087382333,14036,110,13723,203,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,84.2290036901965,135.74979021135732,3
Karnataka,KA_Chamarajanagara,1135309.744,5102.0,222.52249000392,6639,102,6409,117,11,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,39.53589857650372,63.71902435553264,2
Karnataka,KA_Chikkaballapura,1394867.2240000002,4208.0,331.47985361216735,12672,231,12324,116,1,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,48.5746990080914,78.28663418816761,3
Karnataka,KA_Chikkamagaluru,1265181.336,7201.0,175.69522788501598,13573,160,13274,139,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,44.0585322598812,71.00804057112833,2
Karnataka,KA_Chitradurga,1846340.336,8437.0,218.83848951048955,14098,280,13750,68,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,64.29674777970001,103.62546913733378,3
Karnataka,KA_Dakshina Kannada,2316991.0,4559.0,508.2235139284931,32556,368,31452,734,2,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,80.68663346086099,130.04064022245365,3
Karnataka,KA_Davanagere,2164958.36,5926.0,365.3321565980425,21884,150,21470,264,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,75.3922659394649,121.50783977553354,3
Karnataka,KA_Dharwad,2053856.216,4265.0,481.5606602579133,21699,105,20988,606,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,71.52325739793677,115.27225494337527,3
Karnataka,KA_Gadag,1184541.32,4651.0,254.6852977854225,10855,28,10686,141,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,41.25033343076622,66.48213636684403,2
Karnataka,KA_Kalaburagi,2852159.9039999996,10990.0,259.5231941765241,20865,225,20319,321,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,99.32329506062494,160.07688417131178,3
Karnataka,KA_Hassan,1975157.7519999999,6814.0,289.86758908130315,27707,275,27043,389,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,68.78267095685834,110.85531994316003,3
Karnataka,KA_Haveri,1777538.6719999998,4825.0,368.40179730569946,10928,55,10683,190,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,61.90080638645968,99.76398998832968,3
Karnataka,KA_Kodagu,616895.344,4102.0,150.38891857630423,5601,145,5386,70,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,21.48269393581579,34.623123475236106,2
Karnataka,KA_Kolar,1712736.872,4012.0,426.9035074775673,9536,108,9254,174,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,59.644155806373696,96.12700237829263,3
Karnataka,KA_Koppal,1547116.7040000001,5565.0,278.00839245283015,13809,87,13443,279,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,53.87661774120978,86.8316047351985,3
Karnataka,KA_Mandya,2011252.16,4961.0,405.4126506752671,19201,209,18845,147,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,70.03961855323777,112.88111112006595,3
Karnataka,KA_Mysuru,3330155.328,6854.0,485.87034257367964,51732,385,50341,1006,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,115.96895383627702,186.9042783909541,1
Karnataka,KA_Raichur,2140347.576,6839.0,312.96206696885514,14096,122,13816,158,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,74.5352227710657,120.12656461834194,3
Karnataka,KA_Ramanagara,1204005.768,3573.0,336.9733467674223,7342,53,7213,76,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,41.9281611742896,67.57457448140582,2
Karnataka,KA_Shivamogga,1952129.344,8495.0,229.7974507357269,21864,180,21336,348,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,67.98073227195057,109.56285531139243,3
Karnataka,KA_Tumakuru,2981771.288,10598.0,281.3522634459332,24164,408,23380,376,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,103.8368672899357,167.35129626677454,3
Karnataka,KA_Udupi,1309833.696,3879.0,337.6730332559938,22954,110,22656,188,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,45.6135010122339,73.51414503240741,3
Karnataka,KA_Uttara Kannada,1504868.4880000001,10291.0,146.23151180643282,14104,108,13821,175,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,52.405370628567866,84.46043235822486,3
Karnataka,KA_Yadgir,1304359.32,5225.0,249.6381473684211,10550,46,10443,61,0,61130704.0,3810.0,2364.0,6.0,2.0,67884437.47199999,45.42286195936795,73.20689681268692,2
Kerala,KL_Alappuzha,2359600.616,1415.0,1667.5622727915195,53526,3612,49677,219,18,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,76.64693946811575,144.14200556690423,3
Kerala,KL_Ernakulam,3647204.32,3063.0,1190.7294547828924,76109,7989,67830,279,11,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,118.47218840651898,222.798443868976,1
Kerala,KL_Idukki,1231487.736,4356.0,282.7106831955923,14774,3198,11559,15,2,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,40.00243317317345,75.22845641522171,2
Kerala,KL_Kannur,2808508.3439999996,2961.0,948.4999473150964,36999,3433,33374,186,6,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,91.22881540994901,171.56463793512796,3
Kerala,KL_Kasaragod,1448491.2,1989.0,728.2509803921569,23387,1637,21664,82,4,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,47.05135969777113,88.4846465958084,3
Kerala,KL_Kollam,2924229.736,2483.0,1177.7002561417642,54166,2830,51122,203,11,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,94.98779498795321,178.63376370868815,1
Kerala,KL_Kottayam,2201075.008,2206.0,997.7674560290117,44827,5983,38710,132,2,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,71.4975499493421,134.4580790092105,3
Kerala,KL_Kozhikode,3435571.816,2345.0,1465.0626081023456,79648,5339,74039,261,9,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,111.5977268499393,209.87035198645302,1
Kerala,KL_Malappuram,4571383.072,3554.0,1286.2642296004499,84580,5431,78838,301,10,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,148.4922995990407,279.25417536536014,1
Kerala,KL_Palakkad,3125711.9039999996,4482.0,697.3922141900937,44757,5104,39535,112,6,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,101.53254303975686,190.9417973583487,1
Kerala,KL_Pathanamthitta,1329437.144,2652.0,501.2960573152338,25683,4070,21570,42,1,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,43.184125148928466,81.2119368472386,3
Kerala,KL_Thrissur,3458683.624,3027.0,1142.6110419557315,68922,6064,62548,303,7,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,112.34846802908751,211.2821936069407,1
Kerala,KL_Thiruvananthapuram,3677699.808,2189.0,1680.0821416171768,78114,3276,74167,611,60,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,119.46277376530271,224.66133573773345,1
Kerala,KL_Wayanad,908012.4959999999,2130.0,426.2969464788733,14667,2444,12181,41,1,33387677.0,2268.0,1206.0,7.0,2.0,37127096.82399999,29.49498247512099,55.46817599798873,2
Madhya Pradesh,MP_Alirajpur,810288.824,3182.0,254.64765053425518,1206,62,1131,13,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,12.450614611411613,39.199085063253996,2
Madhya Pradesh,MP_Anuppur,833467.3520000001,3747.0,222.4359092607419,1972,30,1928,14,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,12.806767764262965,40.320385350018185,2
Madhya Pradesh,MP_Ashoknagar,939616.6479999999,4674.0,201.03051946940516,1031,64,951,16,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,14.437820713067618,45.4555361259698,2
Madhya Pradesh,MP_Balaghat,1891685.4719999998,9229.0,204.97187907682306,2905,150,2743,12,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,29.06697720648591,91.51346721505539,2
Madhya Pradesh,MP_Barwani,1540852.8080000002,5432.0,283.66215169366717,2587,127,2438,22,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,23.67620522101563,74.54134686515901,2
Madhya Pradesh,MP_Betul,1751674.664,10043.0,174.41747127352383,3113,94,2953,66,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,26.915620109846078,84.74020882865203,2
Madhya Pradesh,MP_Bhind,1894360.944,4459.0,424.8398618524332,1433,26,1398,9,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,29.1080875732946,91.64289767417814,2
Madhya Pradesh,MP_Bhopal,2633377.24,2772.0,949.9917893217894,37074,2454,34067,553,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,40.46355345227221,127.39405428896431,3
Madhya Pradesh,MP_Burhanpur,841776.2159999999,3427.0,245.6306437117012,838,10,801,27,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,12.934438861850051,40.7223406245673,2
Madhya Pradesh,MP_Chhatarpur,1960296.9840000002,8687.0,225.6586835501324,1945,78,1835,32,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,30.121237697950182,94.83266453772077,2
Madhya Pradesh,MP_Chhindwara,2324420.272,11815.0,196.73468235294118,2603,30,2533,40,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,35.71622876243022,112.44774118330922,3
Madhya Pradesh,MP_Damoh,1405237.736,7306.0,192.34023213796883,2539,123,2342,74,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,21.5923914660195,67.98073960299182,2
Madhya Pradesh,MP_Datia,874449.0,2694.0,324.5913140311804,1764,77,1667,20,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,13.436477431082368,42.30294151814365,2
Madhya Pradesh,MP_Dewas,1738174.9840000002,7020.0,247.6032740740741,2631,77,2528,26,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,26.708188749473052,84.08713909725128,2
Madhya Pradesh,MP_Dhar,2429355.264,8153.0,297.9707180179076,3646,156,3436,54,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,37.3286231407631,117.52414796035724,3
Madhya Pradesh,MP_Dindori,783090.416,7427.0,105.43832179884205,928,14,913,1,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,12.032693388729248,37.88331631858094,2
Madhya Pradesh,MP_Guna,1379923.0559999999,6485.0,212.78690146491903,1369,84,1263,22,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,21.20341494881258,66.75609936943843,2
Madhya Pradesh,MP_Gwalior,2257963.816,5465.0,413.16812735590116,15553,426,14936,191,0,72597565.0,3756.0,1193.0,5.0,3.0,77640710.69600004,34.69508210757245,109.23279832023648,3
