state,district,population,density,percent,num_senior_cit,pect_urban
Bihar,BR_Nawada,2464918.136,989.1324783306579,8.58,211489.9760688,11.294983570134452
Bihar,BR_Patna,6419358.0479999995,2004.7963922548406,8.58,550780.9205183999,11.294983570134452
Bihar,BR_Purnia,3639717.224,1127.54560842627,8.58,312287.73781920003,11.294983570134452
Bihar,BR_Rohtas,3294403.416,855.689198961039,8.58,282659.81309280003,11.294983570134452
Bihar,BR_Saharsa,2109577.424,1239.4696968272622,8.58,181001.7429792,11.294983570134452
Bihar,BR_Samastipur,4731317.584,1628.680751807229,8.58,405947.0487072,11.294983570134452
Bihar,BR_Saran,4384724.976,1660.251789473684,8.58,376209.40294079995,11.294983570134452
Bihar,BR_Sheikhpura,706038.824,1024.7297880986937,8.58,60578.13109920001,11.294983570134452
Bihar,BR_Sheohar,730490.5920000001,1648.9629616252819,8.58,62676.09279360001,11.294983570134452
Bihar,BR_Sitamarhi,3802619.664,1729.2495061391544,8.58,326264.7671712,11.294983570134452
Bihar,BR_Siwan,3689811.712,1662.82636863452,8.58,316585.8448896,11.294983570134452
Bihar,BR_Supaul,2477977.464,1028.2064165975103,8.58,212610.46641120003,11.294983570134452
Bihar,BR_Vaishali,3886463.352,1908.8719803536346,8.58,333458.55560160003,11.294983570134452
Bihar,BR_West Champaran,4375766.704,836.8266789061006,8.58,375440.78320320003,11.294983570134452
Chhattisgarh,CT_Balod,918695.48,260.47504394669687,9.36,85989.89692799999,23.24208643832003
Chhattisgarh,CT_Baloda Bazar,1451541.416,305.7163892165122,9.36,135864.2765376,23.24208643832003
Chhattisgarh,CT_Balrampur,665926.76,174.96761954808198,9.36,62330.744736,23.24208643832003
Chhattisgarh,CT_Bastar,1448105.336,359.3313488833748,9.36,135542.65944959997,23.24208643832003
Chhattisgarh,CT_Bemetara,219102.92,76.74357968476356,9.36,20508.033312,23.24208643832003
Chhattisgarh,CT_Bijapur,255573.18399999998,38.94745260591283,9.36,23921.650022399997,23.24208643832003
Chhattisgarh,CT_Bilaspur,2181657.264,374.98406050189067,9.36,204203.11991039998,23.24208643832003
Chhattisgarh,CT_Dantewada,593405.456,173.96817824684842,9.36,55542.750681599995,23.24208643832003
Chhattisgarh,CT_Dhamtari,888709.288,438.0035919172005,9.36,83183.1893568,23.24208643832003
Chhattisgarh,CT_Durg,3717503.848,435.20297916178885,9.36,347958.36017279996,23.24208643832003
Chhattisgarh,CT_Gariaband,664590.1359999999,114.13191413360808,9.36,62205.636729599995,23.24208643832003
Chhattisgarh,CT_Gaurella-Pendra-Marwahi,374099.04,162.15823146944084,9.36,35015.670143999996,23.24208643832003
Chhattisgarh,CT_Janjgir-Champa,1802142.784,468.33232432432436,9.36,168680.5645824,23.24208643832003
Chhattisgarh,CT_Jashpur,947471.816,162.65610575107297,9.36,88683.3619776,23.24208643832003
Chhattisgarh,CT_Kabirdham,650149.704,153.445764455983,9.36,60854.0122944,23.24208643832003
Chhattisgarh,CT_Kondagaon,643098.512,82.77751473806153,9.36,60194.020723199996,23.24208643832003
Chhattisgarh,CT_Korba,1341698.0559999999,202.82661466364326,9.36,125582.93804159999,23.24208643832003
Chhattisgarh,CT_Koriya,732851.368,111.40945089692914,9.36,68594.8880448,23.24208643832003
Chhattisgarh,CT_Mahasamund,1147889.8,240.1945595312827,9.36,107442.48528,23.24208643832003
Chhattisgarh,CT_Mungeli,780298.184,283.7447941818182,9.36,73035.9100224,23.24208643832003
Chhattisgarh,CT_Narayanpur,155909.072,23.480281927710838,9.36,14593.089139199998,23.24208643832003
Chhattisgarh,CT_Raigarh,1660913.2240000002,234.99055234861342,9.36,155461.4777664,23.24208643832003
Chhattisgarh,CT_Raipur,4517121.92,345.2665229687381,9.36,422802.611712,23.24208643832003
Chhattisgarh,CT_Rajnandgaon,1709722.24,212.07172413793103,9.36,160030.00166399998,23.24208643832003
Chhattisgarh,CT_Sukma,276888.0,49.12845990063875,9.36,25916.7168,23.24208643832003
Chhattisgarh,CT_Surajpur,734231.36,108.18201856490349,9.36,68724.05529599999,23.24208643832003
Chhattisgarh,CT_Surguja,467775.032,143.26953506891272,9.36,43783.7429952,23.24208643832003
Goa,GA_North Goa,909350.2320000001,523.8192580645161,10.790000000000001,98118.89003280002,62.172507533192324
Goa,GA_South Goa,711637.7440000001,361.97240284842314,10.790000000000001,76785.71257760002,62.172507533192324
Gujarat,GJ_Ahmedabad,8015518.4,920.5832548524176,8.97,718992.00048,42.5963173339798
Gujarat,GJ_Amreli,1683138.7680000002,248.985024852071,8.97,150977.54748960002,42.5963173339798
Gujarat,GJ_Anand,2324386.912,790.0703303874915,8.97,208497.50600640004,42.5963173339798
Gujarat,GJ_Aravalli,1169541.5520000001,363.5503736400372,8.97,104907.87721440002,42.5963173339798
Gujarat,GJ_Banaskantha,3465042.04,272.7735212154609,8.97,310814.27098800003,42.5963173339798
Gujarat,GJ_Bharuch,1724514.064,264.3338540772532,8.97,154688.9115408,42.5963173339798
Gujarat,GJ_Bhavnagar,3200292.6319999998,286.89310909905873,8.97,287066.2490904,42.5963173339798
Gujarat,GJ_Botad,729477.56,284.50762870514825,8.97,65434.13713200001,42.5963173339798
Gujarat,GJ_Chhota Udepur,1191876.072,368.2039147358665,8.97,106911.28365840002,42.5963173339798
Gujarat,GJ_Dahod,2364732.496,649.2950291048874,8.97,212116.5048912,42.5963173339798
Gujarat,GJ_Dang,252167.128,142.9518866213152,8.97,22619.391381600002,42.5963173339798
Gujarat,GJ_Devbhoomi Dwarka,836762.208,147.21361857846588,8.97,75057.57005760001,42.5963173339798
Gujarat,GJ_Gandhinagar,1542875.5359999998,2377.3120739599385,8.97,138395.93557919998,42.5963173339798
Gujarat,GJ_Gir Somnath,1353834.424,360.6378327117741,8.97,121438.94783280003,42.5963173339798
Gujarat,GJ_Jamnagar,2400952.56,169.97894230088497,8.97,215365.44463200003,42.5963173339798
Gujarat,GJ_Junagadh,3049427.5919999997,344.9968991967417,8.97,273533.6550024,42.5963173339798
Gujarat,GJ_Kheda,2556414.608,606.5040588374853,8.97,229310.3903376,42.5963173339798
Gujarat,GJ_Kutch,2324428.056,50.916237098046075,8.97,208501.1966232,42.5963173339798
Gujarat,GJ_Mahisagar,1106021.888,442.4087552,8.97,99210.16335360002,42.5963173339798
Gujarat,GJ_Mehsana,2254832.424,514.0976798905609,8.97,202258.46843280003,42.5963173339798
Gujarat,GJ_Morbi,1067885.848,219.2333910901252,8.97,95789.3605656,42.5963173339798
Gujarat,GJ_Narmada,656501.448,238.8146409603492,8.97,58888.1798856,42.5963173339798
Gujarat,GJ_Navsari,1479750.632,669.2675857078244,8.97,132733.6316904,42.5963173339798
Gujarat,GJ_Panchmahal,2655752.904,508.8624073577314,8.97,238221.03548880003,42.5963173339798
Gujarat,GJ_Patan,1493133.552,260.21846497037296,8.97,133934.07961440002,42.5963173339798
Gujarat,GJ_Porbandar,651700.944,284.0893391455972,8.97,58457.57467680001,42.5963173339798
Gujarat,GJ_Rajkot,3511335.712,313.4281631705793,8.97,314966.8133664,42.5963173339798
Gujarat,GJ_Sabarkantha,2699208.752,365.25152259810545,8.97,242119.0250544,42.5963173339798
Gujarat,GJ_Surat,6762430.063999999,1530.6541566319602,8.97,606589.9767408,42.5963173339798
Gujarat,GJ_Surendranagar,1952530.7759999998,186.15032662789588,8.97,175142.0106072,42.5963173339798
Gujarat,GJ_Tapi,896815.7679999999,261.08173740902475,8.97,80444.3743896,42.5963173339798
Gujarat,GJ_Vadodara,4047429.8,519.3007185014113,8.97,363054.45306,42.5963173339798
Gujarat,GJ_Valsad,1893811.616,624.1963137771918,8.97,169874.90195519998,42.5963173339798
Haryana,HR_Ambala,1264103.808,805.6748298279158,9.75,123250.12128,34.87807922083547
Haryana,HR_Bhiwani,1811569.208,352.4453712062257,9.75,176627.99778,34.87807922083547
Haryana,HR_Charkhi Dadri,558530.912,407.68679708029197,9.75,54456.76392,34.87807922083547
Haryana,HR_Faridabad,2000436.8480000002,2554.836332056194,9.75,195042.59268000003,34.87807922083547
Haryana,HR_Fatehabad,1046972.464,412.5187013396375,9.75,102079.81524000001,34.87807922083547
Haryana,HR_Gurgaon,1683662.52,1338.3644833068365,9.75,164157.0957,34.87807922083547
Haryana,HR_Hissar,1938010.28,511.61834213305167,9.75,188956.00230000002,34.87807922083547
Haryana,HR_Jhajjar,1064080.584,569.6362869379016,9.75,103747.85694,34.87807922083547
Haryana,HR_Jind,1481230.7040000001,548.1978919319023,9.75,144419.99364000003,34.87807922083547
Haryana,HR_Kaithal,1193021.432,426.23130832440165,9.75,116319.58962000001,34.87807922083547
Haryana,HR_Karnal,1675031.176,677.8758300283287,9.75,163315.53966,34.87807922083547
Haryana,HR_Kurukshetra,1072224.872,700.8005699346405,9.75,104541.92502000001,34.87807922083547
Haryana,HR_Mahendragarh,1024908.16,539.4253473684211,9.75,99928.54560000001,34.87807922083547
Haryana,HR_Nuh,1211419.472,686.3566413597734,9.75,118113.39852,34.87807922083547
Haryana,HR_Palwal,1157028.216,846.3995727871251,9.75,112810.25106000001,34.87807922083547
Haryana,HR_Panchkula,621485.68,761.6246078431374,9.75,60594.85380000001,34.87807922083547
Haryana,HR_Panipat,1337525.832,1070.0206656,9.75,130408.76862,34.87807922083547
Haryana,HR_Rewari,996495.448,639.1888697883259,9.75,97158.30617999999,34.87807922083547
Haryana,HR_Rohtak,1177255.496,705.7886666666667,9.75,114782.41086000002,34.87807922083547
Haryana,HR_Sirsa,1440166.7680000002,336.80233115060804,9.75,140416.25988000003,34.87807922083547
Haryana,HR_Sonipat,1645848.96,728.2517522123894,9.75,160470.2736,34.87807922083547
Himachal Pradesh,HP_Bilaspur,424846.27200000006,364.0499331619537,11.7,49707.01382400001,10.030472269186182
Himachal Pradesh,HP_Chamba,576954.5279999999,88.38151470588238,11.7,67503.67977599999,10.030472269186182
Himachal Pradesh,HP_Hamirpur,505173.816,451.85493381037566,11.7,59105.336471999995,10.030472269186182
Himachal Pradesh,HP_Kangra,1676031.976,292.0425119358773,11.7,196095.741192,10.030472269186182
Himachal Pradesh,HP_Kinnaur,93739.37599999999,14.644489298547102,11.7,10967.506991999999,10.030472269186182
Himachal Pradesh,HP_Kullu,486471.088,88.40106996183901,11.7,56917.117296,10.030472269186182
Himachal Pradesh,HP_Lahaul and Spiti,35059.136,2.5340900614383806,11.7,4101.918911999999,10.030472269186182
Himachal Pradesh,HP_Mandi,1111464.0159999998,281.38329518987337,11.7,130041.28987199998,10.030472269186182
Himachal Pradesh,HP_Shimla,904483.0079999999,176.27811498733192,11.7,105824.511936,10.030472269186182
Himachal Pradesh,HP_Sirmaur,589542.368,208.6875638938053,11.7,68976.457056,10.030472269186182
Himachal Pradesh,HP_Solan,641257.04,331.2278099173554,11.7,75027.07368,10.030472269186182
Himachal Pradesh,HP_Una,579415.384,376.2437558441558,11.7,67791.599928,10.030472269186182
Jharkhand,JH_Bokaro,2292852.816,801.4165732261447,7.67,175861.8109872,24.04822594694201
Jharkhand,JH_Chatra,1159042.048,313.25460756756763,7.67,88898.52508159999,24.04822594694201
Jharkhand,JH_Deoghar,1658969.448,669.2091359419121,7.67,127242.95666160001,24.04822594694201
Jharkhand,JH_Dhanbad,2983120.144,1437.6482621686746,7.67,228805.31504479997,24.04822594694201
Jharkhand,JH_Dumka,1469058.7519999999,333.573740236149,7.67,112676.80627839999,24.04822594694201
Jharkhand,JH_East Singhbhum,2547627.5840000003,721.0947025191057,7.67,195403.03569280004,24.04822594694201
Jharkhand,JH_Garhwa,1470494.344,361.83423818897637,7.67,112786.91618480001,24.04822594694201
Jharkhand,JH_Giridih,2719065.736,556.3875048086761,7.67,208552.3419512,24.04822594694201
Jharkhand,JH_Godda,1458256.784,691.1169592417061,7.67,111848.2953328,24.04822594694201
Jharkhand,JH_Gumla,1140529.472,214.10352393467244,7.67,87478.61050240001,24.04822594694201
Jharkhand,JH_Jamtara,878710.184,487.63051276359596,7.67,67397.0711128,24.04822594694201
Jharkhand,JH_Khunti,589692.488,239.0322205107418,7.67,45229.4138296,24.04822594694201
Jharkhand,JH_Koderma,797491.928,607.8444573170733,7.67,61167.63087759999,24.04822594694201
Jharkhand,JH_Latehar,806948.3759999999,222.2998280991736,7.67,61892.94043919999,24.04822594694201
Jharkhand,JH_Lohardaga,513452.656,343.6764765729585,7.67,39381.8187152,24.04822594694201
Jharkhand,JH_Pakur,999910.4,553.9669806094183,7.67,76693.12768,24.04822594694201
Jharkhand,JH_Palamu,2153186.728,423.6888484848485,7.67,165149.42203760002,24.04822594694201
Jharkhand,JH_Ramgarh,1055464.808,870.8455511551155,7.67,80954.15077359999,24.04822594694201
Jharkhand,JH_Ranchi,3238168.4639999997,406.09085327313767,7.67,248367.52118879996,24.04822594694201
Jharkhand,JH_Sahibganj,1278842.256,799.7762701688556,7.67,98087.2010352,24.04822594694201
Jharkhand,JH_Seraikela Kharsawan,1182565.2959999999,433.96891596330283,7.67,90702.75820319999,24.04822594694201
Jharkhand,JH_Simdega,666992.056,177.86454826666667,7.67,51158.2906952,24.04822594694201
Jharkhand,JH_West Singhbhum,1669800.3280000002,232.36853993876983,7.67,128073.6851576,24.04822594694201
Karnataka,KA_Bagalkot,2102598.512,319.39822451769714,10.01,210470.1110512,38.670672146826625
Karnataka,KA_Ballari,2816009.896,333.6899983410357,10.01,281882.59058960003,38.670672146826625
Karnataka,KA_Belgaum,5313624.1680000005,396.09572627655604,10.01,531893.7792168,38.670672146826625
Karnataka,KA_Bangalore Rural,1097829.784,490.32147565877625,10.01,109892.7613784,38.670672146826625
Karnataka,KA_Bangalore Urban,10662867.92,4868.889461187215,10.01,1067353.078792,38.670672146826625
Karnataka,KA_Bidar,1890420.0159999998,346.99339500734214,10.01,189231.04360159996,38.670672146826625
Karnataka,KA_Bijapur,2418713.424,229.9813087382333,10.01,242113.2137424,38.670672146826625
Karnataka,KA_Chamarajanagara,1135309.744,222.52249000392,10.01,113644.5053744,38.670672146826625
Karnataka,KA_Chikkaballapura,1394867.2240000002,331.47985361216735,10.01,139626.2091224,38.670672146826625
Karnataka,KA_Chikmagalur,1265181.336,175.69522788501598,10.01,126644.6517336,38.670672146826625
Karnataka,KA_Chitradurga,1846340.336,218.83848951048955,10.01,184818.66763359998,38.670672146826625
Karnataka,KA_Dakshina Kannada,2316991.0,508.2235139284931,10.01,231930.7991,38.670672146826625
Karnataka,KA_Davanagere,2164958.36,365.3321565980425,10.01,216712.33183599997,38.670672146826625
Karnataka,KA_Dharwad,2053856.216,481.5606602579133,10.01,205591.0072216,38.670672146826625
Karnataka,KA_Gadag,1184541.32,254.6852977854225,10.01,118572.586132,38.670672146826625
Karnataka,KA_Gulbarga,2852159.9039999996,259.5231941765241,10.01,285501.20639039995,38.670672146826625
Karnataka,KA_Hassan,1975157.7519999999,289.86758908130315,10.01,197713.29097519998,38.670672146826625
Karnataka,KA_Haveri,1777538.6719999998,368.40179730569946,10.01,177931.62106719997,38.670672146826625
Karnataka,KA_Kodagu,616895.344,150.38891857630423,10.01,61751.22393440001,38.670672146826625
Karnataka,KA_Kolar,1712736.872,426.9035074775673,10.01,171444.96088719997,38.670672146826625
Karnataka,KA_Koppal,1547116.7040000001,278.00839245283015,10.01,154866.38207040002,38.670672146826625
Karnataka,KA_Mandya,2011252.16,405.4126506752671,10.01,201326.341216,38.670672146826625
Karnataka,KA_Mysore,3330155.328,485.87034257367964,10.01,333348.54833280004,38.670672146826625
Karnataka,KA_Raichur,2140347.576,312.96206696885514,10.01,214248.7923576,38.670672146826625
Karnataka,KA_Ramanagara,1204005.768,336.9733467674223,10.01,120520.9773768,38.670672146826625
Karnataka,KA_Shimoga,1952129.344,229.7974507357269,10.01,195408.1473344,38.670672146826625
Karnataka,KA_Tumakuru,2981771.288,281.3522634459332,10.01,298475.3059288,38.670672146826625
Karnataka,KA_Udupi,1309833.696,337.6730332559938,10.01,131114.3529696,38.670672146826625
Karnataka,KA_Uttara Kannada,1504868.4880000001,146.23151180643282,10.01,150637.3356488,38.670672146826625
Karnataka,KA_Yadgir,1304359.32,249.6381473684211,10.01,130566.36793200001,38.670672146826625
Kerala,KL_Alappuzha,2359600.616,1667.5622727915195,13.65,322085.484084,47.70070317479214
Kerala,KL_Ernakulam,3647204.32,1190.7294547828924,13.65,497843.38968,47.70070317479214
Kerala,KL_Idukki,1231487.736,282.7106831955923,13.65,168098.07596400002,47.70070317479214
Kerala,KL_Kannur,2808508.3439999996,948.4999473150964,13.65,383361.388956,47.70070317479214
Kerala,KL_Kasaragod,1448491.2,728.2509803921569,13.65,197719.0488,47.70070317479214
Kerala,KL_Kollam,2924229.736,1177.7002561417642,13.65,399157.3589640001,47.70070317479214
Kerala,KL_Kottayam,2201075.008,997.7674560290117,13.65,300446.73859200004,47.70070317479214
Kerala,KL_Kozhikode,3435571.816,1465.0626081023456,13.65,468955.552884,47.70070317479214
Kerala,KL_Malappuram,4571383.072,1286.2642296004499,13.65,623993.7893279999,47.70070317479214
Kerala,KL_Palakkad,3125711.9039999996,697.3922141900937,13.65,426659.67489599995,47.70070317479214
Kerala,KL_Pathanamthitta,1329437.144,501.2960573152338,13.65,181468.17015600004,47.70070317479214
Kerala,KL_Thrissur,3458683.624,1142.6110419557315,13.65,472110.314676,47.70070317479214
Kerala,KL_Thiruvananthapuram,3677699.808,1680.0821416171768,13.65,502006.023792,47.70070317479214
Kerala,KL_Wayanad,908012.4959999999,426.2969464788733,13.65,123943.70570399999,47.70070317479214
Madhya Pradesh,MP_Alirajpur,810288.824,254.64765053425518,9.23,74789.65845520001,27.633604279653813
Madhya Pradesh,MP_Anuppur,833467.3520000001,222.4359092607419,9.23,76929.03658960001,27.633604279653813
Madhya Pradesh,MP_Ashok Nagar,939616.6479999999,201.03051946940516,9.23,86726.61661040001,27.633604279653813
Madhya Pradesh,MP_Balaghat,1891685.4719999998,204.97187907682306,9.23,174602.5690656,27.633604279653813
Madhya Pradesh,MP_Barwani,1540852.8080000002,283.66215169366717,9.23,142220.71417840003,27.633604279653813
Madhya Pradesh,MP_Betul,1751674.664,174.41747127352383,9.23,161679.5714872,27.633604279653813
Madhya Pradesh,MP_Bhind,1894360.944,424.8398618524332,9.23,174849.5151312,27.633604279653813
Madhya Pradesh,MP_Bhopal,2633377.24,949.9917893217894,9.23,243060.71925200004,27.633604279653813
Madhya Pradesh,MP_Burhanpur,841776.2159999999,245.6306437117012,9.23,77695.9447368,27.633604279653813
Madhya Pradesh,MP_Chhatarpur,1960296.9840000002,225.6586835501324,9.23,180935.41162320002,27.633604279653813
Madhya Pradesh,MP_Chhindwara,2324420.272,196.73468235294118,9.23,214543.9911056,27.633604279653813
