District_Key,dist_index,covid_index,clusters
AN_Nicobar,0.002470749181283753,1e-05,2
AN_North and Middle Andaman,0.007295352665102823,1.1232238089761784e-05,2
AN_South Andaman,0.017887411977009403,3.7872441138113397e-05,2
AP_Anantapur,0.17970366362054718,0.0975618024355828,6
AP_Chittoor,0.1897773015658935,0.13050322440000345,6
AP_East Godavari,0.24616366318372826,0.1366897280789973,6
AP_Guntur,0.2318489053270715,0.10805449571553616,6
AP_Kadapa,0.13083702850953466,0.07707262751149517,9
AP_Krishna,0.2230630603181027,0.08588259838914833,6
AP_Kurnool,0.18013562233546673,0.08378832488338224,6
AP_Prakasam,0.15098142910130827,0.09233396605961862,6
AP_Sri Potti Sriramulu Nellore,0.13768717549970108,0.08623817858968122,6
AP_Srikakulam,0.14058085998078929,0.061473445518994425,9
AP_Visakhapatnam,0.2038687872044282,0.08773327958546592,6
AP_Vizianagaram,0.11996638714918885,0.04820787190158018,9
AP_West Godavari,0.19706665153228287,0.108957972677985,6
AR_Anjaw,0.0007344878062811817,7.373796302475041e-05,2
AR_Changlang,0.0077152288244066065,0.0011173132587418775,2
AR_East Kameng,0.003979364257658095,8.974187674407638e-05,2
AR_East Siang,0.005229990721546901,0.001046720380517676,2
AR_Kamle,0.0013222729336947216,2.930412944702105e-05,2
AR_Kurung Kumey,0.004360127901783199,5.622358209057975e-05,2
AR_Lohit,0.008344470299074277,0.00012220686891655918,2
AR_Longding,0.003535332170267178,8.116937095520486e-05,2
AR_Lower Dibang Valley,0.0026415709313150435,0.00011145785862782368,2
AR_Lower Subansiri,0.004328073253143085,0.0003190013488019077,2
AR_Namsai,0.00569116344263491,0.0006487756682088813,2
AR_Papum Pare,0.009939859648354045,0.006839311293547257,2
AR_Shi Yomi,0.0003642361683708667,5.311280392268818e-05,2
AR_Siang,0.0014630806230508248,0.0001895168398234252,2
AR_Tawang,0.0026466476585796468,0.0003452749810325682,2
AR_Tirap,0.006342041905763064,0.0005436051204087505,2
AR_Upper Dibang Valley,1.0000000000000025e-05,2.649062037056124e-05,2
AR_Upper Siang,0.0014830860119200199,9.742986672129467e-05,2
AR_Upper Subansiri,0.003927518802406803,0.0004723512335335968,2
AR_West Kameng,0.004091216324203,0.0009464953590444695,2
AR_West Siang,0.005294335429195875,0.0008743966780792883,2
AS_Baksa,0.04243910857170455,0.0010818114671044359,7
AS_Barpeta,0.07089299203617297,0.0018015658758119735,7
AS_Bishwanath,0.02940419979008177,0.0008279073060095207,2
AS_Bongaigaon,0.03313728063759512,0.001379308811500363,2
AS_Cachar,0.07113120935017035,0.00741605586921903,7
AS_Charaideo,0.022529787569217228,0.0005561033106465613,2
AS_Chirang,0.021108346147826657,0.0007405731723807647,2
AS_Darrang,0.04084890698088674,0.002916219850384948,7
AS_Dhemaji,0.028395902333764426,0.0012188710674434832,2
AS_Dhubri,0.08327504713726458,0.002138044105872723,0
AS_Dibrugarh,0.055114623241403864,0.015195060857259343,7
AS_Dima Hasao,0.007819898443686812,0.0003479435489221344,2
AS_Goalpara,0.04556042954389065,0.0012626461911515578,7
AS_Golaghat,0.04358229782011256,0.0063967068088436035,7
AS_Hailakandi,0.03087399009943928,0.0016647019676845442,2
AS_Jorhat,0.04628872729617442,0.010438030546248044,7
AS_Kamrup,0.06281969212933451,0.005928510507389899,7
AS_Kamrup Metropolitan,0.06652190322324228,0.04166131284322205,7
AS_Karbi Anglong,0.03393135334776248,0.0012973605412187324,2
AS_Karimganj,0.055178493002215084,0.0027366713656313104,7
AS_Kokrajhar,0.03699169198167082,0.0010900918017283372,2
AS_Lakhimpur,0.04554766953294048,0.004158214908144803,7
AS_Majuli,0.007632525478209575,0.0004957560227693205,2
AS_Morigaon,0.04363613944401189,0.0011803247637860465,7
AS_Nagaon,0.11601015772146857,0.005199648192378452,0
AS_Nalbari,0.03763801671535065,0.0018511729095992753,2
AS_Sivasagar,0.04929404951872788,0.0020502608762788792,7
AS_South Salmara,0.029203914247069317,0.00012040390603886819,2
AS_Sonitpur,0.07521874770131838,0.0031297525078925192,7
AS_Tinsukia,0.05377511234491464,0.005745341846806964,7
AS_Udalguri,0.037925704741146385,0.0012133095685681597,2
AS_West Karbi Anglong,0.012091360250875469,0.0001064135169577004,2
BR_Araria,0.0776509618868759,0.006120141833455096,7
BR_Arwal,0.022463245957676015,0.002437720018141919,2
BR_Aurangabad,0.0678080619741676,0.0042265856701744035,7
BR_Banka,0.05520992172245598,0.003923547807620478,7
BR_Begusarai,0.0865124006152145,0.00758410834413702,0
BR_Bhagalpur,0.08519554517986717,0.012883011078946198,0
BR_Bhojpur,0.07668234177620828,0.007003078399509151,7
BR_Buxar,0.05048966645881527,0.004003677773669037,7
BR_Darbhanga,0.11256865151663203,0.005523653100437039,0
BR_East Champaran,0.1351916621258214,0.00991942058224003,9
BR_Gaya,0.11257558390945067,0.010389440295262849,0
BR_Gopalganj,0.07406286010222672,0.004521663229390639,7
BR_Jamui,0.04738529244344453,0.002742300851637514,7
BR_Jehanabad,0.03280216036375639,0.004331939344606052,2
BR_Kaimur,0.043275387516410316,0.002184959338887064,7
BR_Katihar,0.08411066891561023,0.004525862571002165,0
BR_Khagaria,0.04958497349735851,0.002954812407758377,7
BR_Kishanganj,0.04892966888861675,0.0036362419284409354,7
BR_Lakhisarai,0.03003226184319218,0.002808510150005343,2
BR_Madhepura,0.05845724277556336,0.004274000131802696,7
BR_Madhubani,0.1210289143719746,0.0074630915692572315,0
BR_Munger,0.04060499206745198,0.0069365088303115635,7
BR_Muzaffarpur,0.13114062172175647,0.010985578034252486,9
BR_Nalanda,0.08163933130781519,0.010230065888987816,0
BR_Nawada,0.06212683353449764,0.004626999636260717,7
BR_Patna,0.15852947109457904,0.06272152157705488,9
BR_Purnia,0.08913154361056562,0.006796628057959698,0
BR_Rohtas,0.07852884138730508,0.008439078727768952,0
BR_Saharsa,0.05590516792599181,0.004195636629130469,7
BR_Samastipur,0.11808023553372332,0.00644313415445209,0
BR_Saran,0.11081724870911894,0.009257905515673992,0
BR_Sheikhpura,0.01992281555642372,0.00280339919704487,2
BR_Sheohar,0.02203683075879696,0.0006101496671934662,2
BR_Sitamarhi,0.0984430024409414,0.0037866103308534967,0
BR_Siwan,0.09535192182347617,0.005544552673021486,0
BR_Supaul,0.06276383968381474,0.004745070980412701,7
BR_Vaishali,0.10176240253246832,0.007467643714327021,0
BR_West Champaran,0.1003023795938171,0.005588299852873378,0
CH_Chandigarh,0.1158143634020662,0.03727356835344391,9
CT_Balod,0.03752623042987648,0.012019116907642971,2
CT_Baloda Bazar,0.057247119793957336,0.015623714132757963,7
CT_Balrampur,0.026696625430935126,0.002893544991470232,2
CT_Bastar,0.05846522881556088,0.01180747954241713,7
CT_Bemetara,0.008594965697875722,0.00701500401433633,2
CT_Bijapur,0.009020417535346454,0.005151290865890723,2
CT_Bilaspur,0.08393317963944577,0.027273292581642555,0
CT_Dantewada,0.024080619909224492,0.0045573528459462425,2
CT_Dhamtari,0.0392622469465641,0.013201173510985242,7
CT_Durg,0.13585004343265064,0.05267496154657702,9
CT_Gariaband,0.025066229099456338,0.0064757083619916,2
CT_Gaurella-Pendra-Marwahi,0.01574685020684627,0.0014358706329322974,2
CT_Janjgir-Champa,0.07342473588396413,0.02884984707129342,0
CT_Jashpur,0.03604144084626629,0.0039499374549330606,2
CT_Kabirdham,0.025648713050533702,0.009196278768057082,2
CT_Kondagaon,0.023249630951712213,0.005371145653662193,2
CT_Korba,0.050409293442055116,0.019239153315469788,7
CT_Koriya,0.02723495397707928,0.006173698125406353,2
CT_Mahasamund,0.045076261702700786,0.013688511600789828,7
CT_Mungeli,0.032908746376229016,0.004544050397425939,2
CT_Narayanpur,0.00518311451428157,0.0009788175470898637,2
CT_Raigarh,0.06197904504312542,0.0358685828145922,7
CT_Raipur,0.155443629863434,0.09169513659258274,6
CT_Rajnandgaon,0.0626299347463959,0.025803914680993974,7
CT_Sukma,0.01005457254731711,0.002981759273806373,2
CT_Surajpur,0.027165412703483643,0.006076635995680744,2
CT_Surguja,0.01893435904385484,0.01101413166591846,2
DN_Daman,0.02272059756453121,0.0006094992209812661,2
DN_Diu,0.005336630463412746,9.090054907199272e-05,2
DN_Dadra and Nagar Haveli,0.03193419612771396,0.0006593103530754367,2
GA_North Goa,0.05352003415271758,0.006438232433926342,7
GA_South Goa,0.04094416867968171,0.0102769865910403,7
GJ_Ahmedabad,0.3600189272015961,0.17057172833897186,5
GJ_Amreli,0.07791801761099401,0.005300286239071159,7
GJ_Anand,0.12144924675176502,0.002950142780959918,0
GJ_Aravalli,0.06001230148135162,0.002572195538999434,7
GJ_Banaskantha,0.14713873114486764,0.006161840566533903,9
GJ_Bharuch,0.08025503771653322,0.003988078805205664,0
GJ_Bhavnagar,0.13840412803409327,0.009553451175501713,9
GJ_Botad,0.038414302394961436,0.0015550322821472704,2
GJ_Chhota Udepur,0.061116501657815785,0.0007926080079111732,7
GJ_Dahod,0.1198552840177073,0.002163048732043154,0
GJ_Dang,0.013538235236963484,6.218920196250902e-05,2
GJ_Devbhoomi Dwarka,0.039405423092831626,0.0011104738408874608,2
GJ_Gandhinagar,0.09978120301337376,0.013795054708436269,0
GJ_Gir Somnath,0.06805152967157843,0.0035942979043968016,7
GJ_Jamnagar,0.10024797262442893,0.009129917738341086,0
GJ_Junagadh,0.13631714283942434,0.006088530512541232,9
GJ_Kheda,0.12694240521408032,0.003235289894129931,9
GJ_Kutch,0.08198937515208979,0.005425256258527804,0
GJ_Mahisagar,0.05880065369325891,0.0017755008471084513,7
GJ_Mehsana,0.11125906327631334,0.007525537894313552,0
GJ_Morbi,0.05158465333602801,0.003575603348225397,7
GJ_Narmada,0.034161811703059465,0.0007050515349735909,2
GJ_Navsari,0.08029312185761875,0.001727203288720644,0
GJ_Panchmahal,0.1279311161133924,0.004398785919443319,9
GJ_Patan,0.0706946012552531,0.007102533785397542,7
GJ_Porbandar,0.03479661735131282,0.0008165203120184647,2
GJ_Rajkot,0.15181708851948508,0.029176199518852006,9
GJ_Sabarkantha,0.12372444378936395,0.002885173103625707,0
GJ_Surat,0.3345635087132777,0.10358915812134463,3
GJ_Surendranagar,0.08496882550304695,0.0030973652716637145,0
GJ_Tapi,0.04543844667005525,0.0012160798911882724,7
GJ_Vadodara,0.18440573909319205,0.035763809232620535,9
GJ_Valsad,0.09839693106498283,0.001704730023531608,0
HR_Ambala,0.06511437743786297,0.019359004836132114,7
HR_Bhiwani,0.07906469994285145,0.013995676255431515,0
HR_Charkhi Dadri,0.028842738585187964,0.0028284208639052268,2
HR_Faridabad,0.114349410345174,0.06480510144991783,9
HR_Fatehabad,0.05020899988843582,0.011131812832794732,7
HR_Gurgaon,0.08979905139632732,0.06706024911574017,0
HR_Hissar,0.08840967898327301,0.03509545389864832,0
HR_Jhajjar,0.05332940501512037,0.010331688418518623,7
HR_Jind,0.0707299302574579,0.009779917339322826,7
HR_Kaithal,0.05652784027791825,0.006510727004318218,7
HR_Karnal,0.08111711297705619,0.019030990552118363,0
HR_Kurukshetra,0.05529965454381227,0.015354943725793069,7
HR_Mahendragarh,0.05121088475235256,0.005311043735711727,7
HR_Nuh,0.06132443249689766,0.0034435524705984976,7
HR_Palwal,0.06071092108927975,0.004876637391639172,7
HR_Panchkula,0.034669279760210836,0.017848760501016296,2
HR_Panipat,0.0712224364681112,0.01875501714856867,7
HR_Rewari,0.05119566003796474,0.01357744692573998,7
HR_Rohtak,0.060054617840991115,0.020213356574914697,7
HR_Sirsa,0.06437907188435403,0.014464149142912754,7
HR_Sonipat,0.08071332061427756,0.016171116108844308,0
HP_Bilaspur,0.02514685480896457,0.0037601830351642,2
HP_Chamba,0.026872168257406064,0.005401766591913143,2
HP_Hamirpur,0.03021099976712757,0.004989465096757935,2
HP_Kangra,0.08054104073246435,0.017157446832215997,0
HP_Kinnaur,0.003919023816854588,0.0022060429502490783,2
HP_Kullu,0.023135363748911147,0.009062786293281378,2
HP_Lahaul and Spiti,0.0009467668951341627,0.0017851471486775524,2
HP_Mandi,0.05615472945766111,0.015418299725018916,7
HP_Shimla,0.04391714282070719,0.02313732846024312,7
HP_Sirmaur,0.030974586708278625,0.004343035127860515,2
HP_Solan,0.035617883419960986,0.009749197562946982,2
HP_Una,0.03319274313638158,0.00443500917230259,2
JK_Anantnag,0.0658804096053847,0.00963286807957425,7
JK_Badgam,0.04992726819073014,0.013692952296385598,7
JK_Bandipora,0.023173172182609912,0.007985791566031946,2
JK_Baramulla,0.06112430775855208,0.017809084608611997,7
JK_Doda,0.02517004600612306,0.006918373531748717,2
JK_Ganderbal,0.01884406316565966,0.006652594680987974,2
JK_Jammu,0.09310549071541906,0.043074120735404745,0
JK_Kathua,0.038067285169118184,0.0059572315063432975,2
JK_Kishtwar,0.01192018328303016,0.0036885113968763523,2
JK_Kulgam,0.033386066978101966,0.005782009770262954,2
JK_Kupwara,0.05521758759990883,0.01068376597544661,7
JK_Poonch,0.031349823868490216,0.0035807709292536545,2
JK_Pulwama,0.038578033243816916,0.01065720443825206,2
JK_Rajouri,0.03833391940979351,0.0069698408399948225,2
JK_Ramban,0.018999351241703433,0.003230518339297097,2
JK_Reasi,0.020425787073351367,0.0022305984920014668,2
JK_Samba,0.02262955647003662,0.00479733118147197,2
JK_Shopian,0.021898530158821258,0.004654266949414067,2
