state,District_Key,confirmed,active,recovered,deceased,migrated_other,density,urbans,full_immunes,elderlies,hh_more_than_4,cold_chain_points,storage_cap_lits
Assam,AS_Darrang,0.0077195984395971836,0.004987417365339732,0.007042024195255385,0.0024590163934426227,0,0.012903455163104741,0.025236000601095467,0.060189320913677576,0.0552503447129332,0.0877318739749946,0.04891100379874282,0.04891100379874282
Assam,AS_Dhemaji,0.0030022840906415073,0.006904150313587942,0.001791035055440676,0.001092896174863388,0,0.005571812642608131,0.01903346016931255,0.045573029894243694,0.04178330785485189,0.06629107642933968,0.03646222499514161,0.03646222499514161
Assam,AS_Dhubri,0.006762007174085382,0.010424680218533634,0.004945699073546412,0.0015027322404371586,0,0.018048911357758202,0.05457064821722846,0.12931643926551945,0.11894211504642102,0.18913520177721946,0.10778696655483824,0.10778696655483824
Assam,AS_Dibrugarh,0.03722832272395469,0.1371246397976347,0.009805916928537701,0.013934426229508197,0,0.010313146666272375,0.03706687292464524,0.08806878011215034,0.08093768934160826,0.128628558336439,0.07265609893021996,0.07265609893021996
Assam,AS_Dima Hasao,0.0009301193849438396,0.001408211961978277,0.0008100363091652148,0.000273224043715847,0,0.0011268531824198164,0.005655145447810981,0.014047021564325383,0.012736136065326815,0.020045229167153032,0.009611343075930682,0.009611343075930682
Assam,AS_Goalpara,0.0025823567733883816,0.0014473289609221178,0.002312063435205236,0.001366120218579235,0,0.014536143491134499,0.028079669160742,0.06689042793389584,0.06142455505885733,0.09756180133216293,0.054618375041080566,0.054618375041080566
Assam,AS_Golaghat,0.014925080257136802,0.04181607187096606,0.006740804663203998,0.006147540983606557,0,0.007933743391124567,0.029481219512612518,0.0701931823530945,0.0644676195023198,0.1024066480002336,0.05743134990266162,0.05743134990266162
Assam,AS_Hailakandi,0.0064048727267018825,0.01065938221219668,0.00454271618607226,0.0009562841530054645,0,0.01305294944089781,0.01822105995831279,0.04365860820867499,0.04001941389795238,0.06348279026955302,0.03483170107708505,0.03483170107708505
Assam,AS_Jorhat,0.03442226635165577,0.13696817180185936,0.007131575948027419,0.007103825136612021,0,0.010051725426165172,0.030400860949369394,0.07236031806482496,0.06646435701031922,0.10558564313568838,0.05927711180469594,0.05927711180469594
Assam,AS_Kamrup,0.018013704543849044,0.0492874186692397,0.00844228796587264,0.004371584699453552,0,0.011451981288394595,0.04240790320450599,0.10065492183466597,0.09253420409714971,0.14709130762041092,0.08337578794613025,0.08337578794613025
Assam,AS_Kamrup Metropolitan,0.19564295974192128,0.6722451853493799,0.06256411091391634,0.01994535519125683,0,0.05288638379983143,0.03516875397380365,0.08359586142985674,0.07681646866547662,0.12206718488145499,0.0688464884614401,0.0688464884614401
Assam,AS_Karbi Anglong,0.0024803183598502386,0.002053642444551654,0.002246934887734666,0.0015027322404371586,0,0.002412018397567924,0.0268482839084167,0.06398866769501063,0.05875095530373316,0.09330517742359086,0.05214692922032226,0.05214692922032226
Assam,AS_Karimganj,0.004709465240221972,0.004987417365339732,0.003887360177149649,0.0035519125683060107,0,0.01768377284547041,0.03394475494680652,0.08071150683630655,0.07415890597932936,0.11783609350485587,0.06638986712853726,0.06638986712853726
Assam,AS_Kokrajhar,0.0016012181816754706,0.0015451214582817205,0.0014368985785694515,0.001639344262295082,0,0.00743817320331252,0.02464140946217762,0.058788166464209236,0.0539593606602918,0.08567650515117325,0.04771763252637823,0.04771763252637823
Assam,AS_Lakhimpur,0.011797210426756041,0.03682865450562633,0.004620056336193562,0.003278688524590164,0,0.012005925335942634,0.028972923166555482,0.06899538164549818,0.06336399983188577,0.10064958100988232,0.05641117617734117,0.05641117617734117
Assam,AS_Majuli,0.0006475514705305212,0.0022492274392708587,0.0003256427373528502,0.000819672131147541,0,0.004980980832651143,0.004351984127983673,0.01097612097039079,0.0099066951742667,0.015540491417347794,0.006995839445706711,0.006995839445706711
Assam,AS_Morigaon,0.0025038656860513486,0.0021123179429674154,0.0022672875588192194,0.0012295081967213114,0,0.01477204786828284,0.026638904154552823,0.06349526415339564,0.05829634724536855,0.09258139835884659,0.05172669459703023,0.05172669459703023
Assam,AS_Nagaon,0.01771936296633517,0.039508168933279436,0.010200758747578031,0.0034153005464480873,0,0.019392448839668668,0.07930531257249435,0.18760369373177735,0.17264634159813502,0.27463741440020756,0.15743055513383505,0.15743055513383505
Assam,AS_Nalbari,0.0037204775397753583,0.0027577484255407922,0.003370402331601999,0.0020491803278688526,0,0.020060542285131766,0.021340725258275368,0.05101010174732741,0.046792871973967975,0.07426677674128256,0.04109301024348752,0.04109301024348752
Assam,AS_Sivasagar,0.0020760892600645195,0.0011539514688433104,0.0019253626845987266,0.004508196721311476,0,0.011324375043715763,0.03206298718180592,0.07627711973528889,0.07007318721161984,0.11133124244889588,0.06261307422829235,0.06261307422829235
Assam,AS_South Salmara,0.00020015227270943383,0.0007627814794049,0.00019131510819479948,0.0001366120218579235,0,0.0256998974048343,0.015285007198664657,0.03673979775424746,0.033644617769442976,0.05333351135789879,0.028938910572524623,0.028938910572524623
Assam,AS_Sonitpur,0.009999764526737988,0.016448698055885152,0.007029812592604653,0.002185792349726776,0,0.00949840596165503,0.05393190887653993,0.12781124954660597,0.11755527584103975,0.18692722247603316,0.10650498784742919,0.10650498784742919
Assam,AS_Tinsukia,0.013210049998822632,0.030569934674611762,0.007318820522005308,0.005601092896174864,0,0.009122723349425599,0.036762402567606094,0.08735129549528732,0.08027661932271267,0.1275760722856462,0.07204501317129257,0.07204501317129257
Assam,AS_Udalguri,0.002974812210073546,0.0023470199366304617,0.0027109757884624776,0.001092896174863388,0,0.01305489857256666,0.023112573586044897,0.055185463614905325,0.05063993222281878,0.08039166084242393,0.04464918986835668,0.04464918986835668
Assam,AS_West Karbi Anglong,0.0001530576203072141,0.000723664480461059,0.00015060976602569322,0.0001366120218579235,0,0.0025814998946924314,0.008101931258717027,0.019812874099710505,0.018048629399583137,0.028503221466630514,0.014522152715103608,0.014522152715103608
Bihar,BR_Araria,0.02788788333084778,0.0019362914477201309,0.028579220736929513,0.003005464480874317,0,0.026084885089731703,0.06302951522186453,0.15209134448708042,0.18937992586010208,0.2930556351805851,0.038343656751564155,0.038343656751564155
Bihar,BR_Arwal,0.008794926336114534,0.001408211961978277,0.008930752071901917,0.0015027322404371586,0,0.028889519837122214,0.015467957154952375,0.03788059829505968,0.04704667407579132,0.07261711812605819,0.007722712909590581,0.007722712909590581
Bihar,BR_Aurangabad,0.01945794055085045,0.0013886534625063565,0.01997818193659736,0.0020491803278688526,0,0.019987899745546954,0.0563662203589305,0.13609060966416922,0.16943927496500688,0.2621725670477923,0.03405371365269921,0.03405371365269921
Bihar,BR_Banka,0.013253220096858,0.0024056954350462232,0.013314717423514661,0.0025956284153005466,0,0.017674913094693784,0.04547965571517782,0.10994843262107415,0.13686001958557886,0.21171546968965088,0.027044757299348018,0.027044757299348018
Bihar,BR_Begusarai,0.02948910151252325,0.0022883444382147,0.03012602373935555,0.004371584699453552,0,0.0405397925501104,0.0663767163730708,0.16012906143058842,0.19939679754368161,0.3085692576951601,0.04049864205155542,0.04049864205155542
Bihar,BR_Bhagalpur,0.036380618980714735,0.0038139073970245,0.03678134718400443,0.010245901639344262,0,0.031042851148686244,0.06813560826149245,0.16435273204215908,0.2046604771242348,0.3167213775016102,0.04163104670624924,0.04163104670624924
Bihar,BR_Bhojpur,0.01916752352770343,0.0014473289609221178,0.019554846378038653,0.005737704918032787,0,0.028927456498486204,0.06108569559228747,0.14742360231504384,0.18356282944852864,0.2840464114717524,0.03709219245696584,0.03709219245696584
Bihar,BR_Buxar,0.015415649552993257,0.0017211479535290052,0.01570819154305811,0.0023224043715846993,0,0.027652596930175827,0.038212307239886736,0.09249716891283448,0.11511167107936082,0.1780327312360902,0.022365914162441762,0.022365914162441762
Bihar,BR_Darbhanga,0.01563542459753695,0.001486445959865959,0.015923929856554372,0.004371584699453552,0,0.045291383780509474,0.08823560008342325,0.21261933973416547,0.26481193794956354,0.4098809073849887,0.05457176492110629,0.05457176492110629
Bihar,BR_East Champaran,0.03232655431975699,0.0023470199366304617,0.03298353875962681,0.006830601092896175,0,0.03368348250112001,0.11446111436684603,0.2755953160755072,0.343294705953589,0.5314310355262251,0.07145619917302441,0.07145619917302441
Bihar,BR_Gaya,0.03006208645008359,0.004791832370620525,0.030089388931403355,0.008060109289617486,0,0.02313197071179951,0.0985688724920943,0.23743288244316194,0.29573540478448285,0.45777360347545953,0.06122450227854488,0.06122450227854488
Bihar,BR_Gopalganj,0.022271846031883077,0.0019362914477201309,0.02278278001204878,0.0020491803278688526,0,0.033094318406230026,0.05742333112360513,0.13862907589925877,0.1726027964884326,0.2670720686368575,0.03473429962749651,0.03473429962749651
Bihar,BR_Jamui,0.012236760515843425,0.001212626967259072,0.012545386456518553,0.001366120218579235,0,0.014891520903609396,0.039306489397578234,0.09512465560122535,0.11838613286905876,0.18310405147942,0.023070367333560004,0.023070367333560004
Bihar,BR_Jehanabad,0.017052188723970393,0.0026403974287092695,0.01721021866909813,0.0024590163934426227,0,0.018835099776270636,0.02503135997031344,0.06084543410091432,0.07566622053637147,0.11694161926303594,0.013879795066894168,0.013879795066894168
Bihar,BR_Kaimur,0.007762768537632551,0.0010757174709556281,0.007933471188758812,0.001366120218579235,0,0.01270972904763214,0.03638826367720512,0.08811704797382873,0.10965301786813793,0.16957864616522875,0.021191563746511127,0.021191563746511127
Bihar,BR_Katihar,0.027844713232812412,0.002777306925012713,0.028400117231385445,0.001639344262295082,0,0.026401641225619048,0.06894713516663854,0.16630147167893133,0.20708906163690782,0.3204826459459404,0.04215352159560777,0.04215352159560777
Bihar,BR_Khagaria,0.011860003296625668,0.0012321854667309922,0.012142403569044401,0.001639344262295082,0,0.029336356313184098,0.03708177659263758,0.08978239769710551,0.11172843239238563,0.17279294285460584,0.02163805921260298,0.02163805921260298
Bihar,BR_Kishanganj,0.0165969404174156,0.0025817219302935075,0.016770600973671786,0.0017759562841530054,0,0.023600025699413725,0.037835154950784655,0.09159150378921137,0.1139830009115275,0.1762847041593401,0.02212309707372866,0.02212309707372866
Bihar,BR_Lakhisarai,0.014246132351671466,0.0023079029376866208,0.014405620593646709,0.0012295081967213114,0,0.02140816219125228,0.0222423306525384,0.05414806899175674,0.06731974013801659,0.10401501399987398,0.012084170331618292,0.012084170331618292
Bihar,BR_Madhepura,0.018661256014379565,0.0015451214582817205,0.019115228682612305,0.002185792349726776,0,0.029354919987855378,0.04469528287121773,0.10806489870329526,0.13451269662077853,0.20808005500670146,0.02653976465860482,0.02653976465860482
Bihar,BR_Madhubani,0.029473403295055843,0.0017602649524728461,0.030223716560561407,0.004234972677595628,0,0.03362722240348198,0.1007525153442594,0.24267651805349638,0.30227019886013046,0.4678943609037757,0.06263036886207868,0.06263036886207868
Bihar,BR_Munger,0.016122069339026553,0.002034083945079733,0.016245502059690314,0.006693989071038252,0,0.02518511595354617,0.03033742617934127,0.07358702217556841,0.09154521374873183,0.1415341981029824,0.017295931165292242,0.017295931165292242
Bihar,BR_Muzaffarpur,0.04404919821354285,0.0045766888764294,0.0446985362358956,0.006147540983606557,0,0.03961548547067129,0.10758770309535022,0.2590900235218492,0.32272525833905574,0.499574118945343,0.06703097953974074,0.06703097953974074
Bihar,BR_Nalanda,0.03126300008634019,0.003246710912338805,0.03167282674178159,0.007513661202185792,0,0.03209457975572211,0.06452780041324625,0.1556892137889107,0.19386371091797636,0.2999998939293899,0.03930827836131074,0.03930827836131074
Bihar,BR_Nawada,0.015933690729417672,0.0034618544065299307,0.015862871843300715,0.003005464480874317,0,0.02338885671980341,0.04971121629504411,0.12010978374214869,0.14952343520807249,0.2313279251466359,0.029769108311938956,0.029769108311938956
Bihar,BR_Patna,0.18193841589287535,0.03837377596390805,0.1794169366787697,0.048633879781420766,0,0.047428600824196816,0.13004727439882782,0.31302274780548844,0.3899380231691777,0.6036698381153024,0.08149083534663101,0.08149083534663101
Bihar,BR_Purnia,0.03602740908769809,0.0025034879324058257,0.03690753374472866,0.0028688524590163933,0,0.026664956404521573,0.07357773845598069,0.1774210539317027,0.22094665694461313,0.3419445862956307,0.045134783123624185,0.045134783123624185
Bihar,BR_Rohtas,0.025988399017291584,0.002092759443495495,0.02648289561522054,0.006147540983606557,0,0.020230388407089305,0.06656254774355021,0.16057530289850838,0.1999529185859456,0.3094305497426801,0.04061828346346042,0.04061828346346042
Bihar,BR_Saharsa,0.026082588322096024,0.002425253934518144,0.026649787518113876,0.0015027322404371586,0,0.029314087093709577,0.04249232494225224,0.10277488132113105,0.12792010002979715,0.1978697759760719,0.025121462698560085,0.025121462698560085
Bihar,BR_Samastipur,0.02003092548841079,0.002034083945079733,0.02036081215298696,0.004644808743169399,0,0.03852632160952387,0.0957540445571192,0.23067356647619192,0.28731171915512066,0.44472742666862275,0.0594122679526544,0.0594122679526544
Bihar,BR_Saran,0.02707550057690949,0.005046092863755493,0.026967289187032905,0.007103825136612021,0,0.039273576342321634,0.08871287450162388,0.2137654306036944,0.2662402347231972,0.41209298094297003,0.054879042347475954,0.054879042347475954
Bihar,BR_Sheikhpura,0.011636303697715124,0.0008605739767645025,0.011991793803018708,0.0015027322404371586,0,0.02423140926685815,0.013978866391942311,0.03430480780157414,0.04259040436732163,0.06571547375402714,0.0067640108299492074,0.0067640108299492074
Bihar,BR_Sheohar,0.005510074331059708,0.0019167329482482102,0.005458586384877151,0.0001366120218579235,0,0.039006381132377026,0.014475614022075034,0.035497660176737285,0.04407697689325677,0.06801780183972092,0.007083825442929884,0.007083825442929884
Bihar,BR_Sitamarhi,0.016722526157154853,0.0026403974287092695,0.01688457593174528,0.001912568306010929,0,0.040906682953362625,0.076887167901444,0.18536806874363254,0.23085049259820659,0.3572831443434596,0.047265450353994105,0.047265450353994105
Bihar,BR_Siwan,0.017998006326381637,0.0026599559281811898,0.018146441538987576,0.003825136612021858,0,0.039334514043616806,0.07459542839139607,0.1798648579541105,0.22399220725253308,0.34666138005307384,0.04578998929489921,0.04578998929489921
Bihar,BR_Supaul,0.02165961555065422,0.0012517439662029129,0.02228210430336877,0.0023224043715846993,0,0.02431369756942733,0.049976521864568815,0.12074686857065003,0.15031739162921864,0.23255756455899607,0.02993991657128886,0.02993991657128886
Bihar,BR_Vaishali,0.020807987253047416,0.002053642444551654,0.021117931517332333,0.006010928961748634,1,0.045158166398147535,0.07859048658644001,0.18945829004678072,0.2359478631872731,0.3651776932239555,0.04836207603065653,0.04836207603065653
Bihar,BR_West Champaran,0.023249060069229138,0.002601280429765428,0.02362945112916619,0.003005464480874317,0,0.01978393151414651,0.08853088355577145,0.21332841124245402,0.2656956065787189,0.41124948851228427,0.05476187346657313,0.05476187346657313
Chandigarh,CH_Chandigarh,0.0747392133623227,0.010366004720117873,0.07426282625331748,0.04180327868852459,0,0.24365570032988812,0.20493416083970714,0.10081964165844307,0.061377548376046046,0.0877627879290426,0.1111781607505325,0.1111781607505325
Chhattisgarh,CT_Balod,0.033445052314309706,0.018854393490931372,0.030622628913818648,0.009699453551912568,0,0.00614226754575716,0.03804029883833579,0.06405665878373532,0.05853819052111762,0.07772231973229611,0.042909286270326086,0.042909286270326086
Chhattisgarh,CT_Baloda Bazar,0.033182107171730646,0.004068167890159466,0.03322370027842454,0.016530054644808743,0,0.007213084720921715,0.06031524708350404,0.10129003710526023,0.0926842330060815,0.12324442210221034,0.06922972224988787,0.06922972224988787
Chhattisgarh,CT_Balrampur,0.012397667244884343,0.003931258393856023,0.012142403569044401,0.0015027322404371586,0,0.004118392744863217,0.027473623228000607,0.04639407989600293,0.04234016616011369,0.05612777847684365,0.030423532954201,0.030423532954201
Chhattisgarh,CT_Bastar,0.029383138544618256,0.003696556400192977,0.029535796277903512,0.010655737704918032,0,0.00848209693341523,0.0601716061190241,0.10104993605927413,0.09246404077839462,0.12295087086170466,0.06905999378327034,0.06905999378327034
Chhattisgarh,CT_Bemetara,0.0168324136794267,0.009779249735960257,0.01537440773727144,0.006557377049180328,0,0.0017935284360676828,0.008794719555725364,0.015171619605348657,0.013706625406347482,0.017954717162929117,0.008352240897162674,0.008352240897162674
Chhattisgarh,CT_Bijapur,0.015533386183998805,0.0014668874603940385,0.01583844863799925,0.003825136612021858,0,0.0008989320930686032,0.010319312666420728,0.017720031904767772,0.016043727183514545,0.021070445329552122,0.01015372456048129,0.01015372456048129
Chhattisgarh,CT_Bilaspur,0.06652904562686907,0.008527505769757344,0.06662650406239315,0.025136612021857924,0,0.008852580886512609,0.09083681369103679,0.15230793505752116,0.13947180344699303,0.18561969069120213,0.10529449470401699,0.10529449470401699
Chhattisgarh,CT_Dantewada,0.022625055924899724,0.0011343929693713897,0.023316019994464074,0.0020491803278688526,0,0.0040947369736975495,0.024441962133991413,0.04132654917882708,0.03769282748274977,0.04993213729494737,0.02684127359905723,0.02684127359905723
Chhattisgarh,CT_Dhamtari,0.028657095986750702,0.011598190186848864,0.027048699871371117,0.01366120218579235,0,0.010344189860734685,0.03678676413019141,0.06196133036753456,0.05661660359173118,0.07516053890657559,0.041428089561326785,0.041428089561326785
