First principal component,Second principal component,Category,district
-0.27422548365358934,0.04447236308415571,low,Majuli
-0.16160959738707315,0.012619099433195956,low,Morigaon
0.10754419787218518,-0.05683353454447493,low,Nagaon
-0.18782432563765197,0.021206933858411443,low,Nalbari
-0.13418589390575195,0.004938036540081781,low,Sivasagar
-0.21944263432480188,0.027993098347323317,low,South Salmara
-0.02222496095434487,-0.02360208408726251,low,Sonitpur
-0.10740148973385466,0.003966187978918085,medium,Tinsukia
-0.1792123541472007,0.01804517432742921,low,Udalguri
-0.25556630127923874,0.03856844048557441,low,West Karbi Anglong
0.03048201045161943,-0.14063841037245473,medium,Araria
-0.2155060293514788,0.004186314253728087,medium,Arwal
-0.005719560408688203,-0.12346923311150557,medium,Aurangabad
-0.062492382337356725,-0.09112747327465895,low,Banka
0.0479726919805284,-0.15048707885823998,medium,Begusarai
0.059353684030721714,-0.1516551166783944,medium,Bhagalpur
0.0183489099157115,-0.13838911416274727,low,Bhojpur
-0.09859666013401638,-0.06636019679816729,medium,Buxar
0.15437186387530855,-0.22894469600625328,low,Darbhanga
0.2919418593684773,-0.30532110793477046,low,East Champaran
0.21107737680323946,-0.25449988294569026,low,Gaya
0.0004390062617652124,-0.12544970826386112,medium,Gopalganj
-0.09407331857694401,-0.07174050824996292,low,Jamui
-0.1647069396996172,-0.02252542644192222,medium,Jehanabad
-0.11012168951938683,-0.06455880658047675,low,Kaimur
0.06024699141236137,-0.16017574711598534,medium,Katihar
-0.10540029333304982,-0.06464030105919011,low,Khagaria
-0.10020856736361544,-0.06460719887436472,medium,Kishanganj
-0.17971782960477511,-0.015100666779068067,medium,Lakhisarai
-0.06490622090728732,-0.08582260218854372,medium,Madhepura
0.22163557622981506,-0.262558010085213,low,Madhubani
-0.13781158307406402,-0.03959901937393059,medium,Munger
0.2605653246949077,-0.2769294038212385,medium,Muzaffarpur
0.03940690458539558,-0.14301519993914596,medium,Nalanda
-0.040303321813341786,-0.10345597129177017,low,Nawada
0.4176322353982176,-0.2712827609959667,medium,Patna
0.08613469247695779,-0.17080265831245883,medium,Purnia
0.04804025513137168,-0.15262015197295814,medium,Rohtas
-0.0739332561514216,-0.07489222397682263,medium,Saharsa
0.19365926287956708,-0.2511154557334481,low,Samastipur
0.16032892167410975,-0.2240907901167099,low,Saran
-0.22219680055308733,0.010519540160433837,medium,Sheikhpura
-0.2215959346757488,0.005482661932275517,medium,Sheohar
0.09714034369998178,-0.19180053568087166,low,Sitamarhi
0.08609444346925475,-0.18334886879134857,low,Siwan
-0.03733577448860752,-0.10145145042081107,medium,Supaul
0.10728509926763931,-0.1945438244694306,low,Vaishali
0.15796396129117188,-0.2261703849589498,low,West Champaran
-0.014875180790106132,0.09215919601768358,high,Chandigarh
-0.15868862955985494,0.03255267400150977,high,Balod
-0.08326122422734095,0.01185313133239786,medium,Baloda Bazar
-0.20092882789719382,0.030535265396601494,medium,Balrampur
-0.08534308988707599,0.00903812628864251,medium,Bastar
-0.2620044271430611,0.0518845227669186,high,Bemetara
-0.25743930884040483,0.049272618625903236,high,Bijapur
0.029711868030165144,0.0009031067013467141,high,Bilaspur
-0.20806717815604553,0.03890765800453412,high,Dantewada
-0.16392040177813522,0.03194404415146343,high,Dhamtari
0.25450320787382186,-0.04435756753124907,medium,Durg
-0.19996369028054067,0.03272169573208487,medium,Gariaband
-0.24448251980173674,0.03785503396821289,medium,Gaurella-Pendra-Marwahi
-0.022445372739932423,0.01838828418121332,high,Janjgir-Champa
-0.1613558325104491,0.019166861395093424,medium,Jashpur
-0.19999916784831648,0.03693475926333146,high,Kabirdham
-0.20207073365530426,0.03517400128893956,medium,Kondagaon
-0.09100312957476378,0.02998512661415393,high,Korba
-0.18979395485721395,0.03096592252031247,medium,Koriya
-0.1273928912664198,0.021618518907332754,medium,Mahasamund
-0.1840396420744625,0.027349678596694477,medium,Mungeli
-0.27409025099079193,0.04854034461469064,high,Narayanpur
-0.03861123056624859,0.03092650448478741,high,Raigarh
0.4013717446774034,-0.013862116920637019,high,Raipur
-0.036496764010446096,0.0203914371123603,high,Rajnandgaon
-0.2549636051026808,0.04744139120179472,high,Sukma
-0.18887832664941467,0.032235845759709,medium,Surajpur
-0.22383980237199158,0.047610187593355,high,Surguja
-0.17306275512768535,-0.0687104696177098,medium,Daman
-0.2641817082116329,0.01822082090239156,medium,Diu
-0.07422182980427601,-0.1659697212874594,medium,Dadra and Nagar Haveli
-0.11901886575439005,0.022929573766379188,medium,North Goa
-0.15556589802216259,0.03363160498006764,medium,South Goa
1.1495459826649854,0.0109378090439749,medium,Ahmedabad
-0.008189189161561253,0.01650258335647025,medium,Amreli
0.09865014412896225,-0.0032370986660422148,low,Anand
-0.09829490546425562,0.024124088783120015,low,Aravalli
0.29493968927149256,-0.027071553734830424,low,Banaskantha
-0.0013071842470120604,0.015164839909598295,medium,Bharuch
0.2517754921360489,-0.017158282070912897,medium,Bhavnagar
-0.1732162525546402,0.03473318386475076,low,Botad
-0.09504932671024854,0.022531160240843597,low,Chhota Udepur
0.10608519587470217,-0.003206972386941219,low,Dahod
-0.25525402153185717,0.04486004672119406,low,Dang
-0.15506687740171232,0.031917773329980775,low,Devbhoomi Dwarka
-0.026532429140001784,0.02999469742960517,medium,Gandhinagar
-0.06575114490031389,0.021763407594917697,low,Gir Somnath
0.12076937523536194,0.01122621012541951,medium,Jamnagar
0.2247120624088607,-0.01602000884502154,low,Junagadh
0.13866309686485917,-0.007933747385592433,low,Kheda
0.10064584892682149,0.0003849062732188134,low,Kutch
-0.1084121919467986,0.02686836613051133,low,Mahisagar
0.09193694447143783,0.0077037398663850985,medium,Mehsana
-0.1135117303434034,0.03033548908151024,medium,Morbi
-0.1847008564906944,0.03816851973314868,medium,Narmada
-0.045371419268201055,0.016767827469421785,low,Navsari
0.15684109030726917,-0.008051011852590408,low,Panchmahal
-0.03972870523926192,0.022574523335471792,medium,Patan
-0.1868383492353608,0.0359095482259044,low,Porbandar
0.3210471176299805,0.004984989966824775,medium,Rajkot
0.16276590370276622,-0.011750146160076054,low,Sabarkantha
0.9138703272651274,-0.0018401699974874841,medium,Surat
0.036861407760614945,0.008507348828714423,low,Surendranagar
-0.14486243398947912,0.030424329361471103,low,Tapi
0.41722870972870585,0.0010159516277474315,medium,Vadodara
0.024629155884897114,0.005872713429920743,low,Valsad
-0.08511941513430824,0.022094765785403692,high,Ambala
-0.004968735443760657,-0.012262603280881863,medium,Bhiwani
-0.20850300184384213,0.03015211907258451,medium,Charkhi Dadri
0.07192800186630975,0.06450012286574512,high,Faridabad
-0.12712001864730835,0.017381276969709182,medium,Fatehabad
0.033817608798818,0.09915181560550776,high,Gurgaon
0.029023655537785943,0.007861025950428884,high,Hissar
-0.12360078606451269,0.018041237645625208,medium,Jhajjar
-0.0592309764617538,-0.002159973741965658,medium,Jind
-0.10594129927740031,0.007713897506102303,medium,Kaithal
-0.021344809558249002,0.0028027118419978,medium,Karnal
-0.1187780541843179,0.024120266255235008,high,Kurukshetra
-0.12945187778336362,0.020145230472519076,medium,Mahendragarh
-0.10559014449340764,0.002326422011270663,low,Nuh
-0.11116851638601938,0.009980673433871575,medium,Palwal
-0.18789861250149498,0.046839034443078485,high,Panchkula
-0.07466537736302273,0.01698527781753381,high,Panipat
-0.12801785166768656,0.032056840850870925,high,Rewari
-0.0979590204673436,0.02733722525000507,high,Rohtak
-0.061641503789348503,0.006867394447995619,medium,Sirsa
-0.02242448407802044,0.010204966155942232,high,Sonipat
-0.212402987476964,0.0570617096167171,medium,Bilaspur
-0.18261321988406304,0.05759320313597402,medium,Chamba
-0.19667794905725558,0.05733474762650051,medium,Hamirpur
0.03727726490013929,0.06990562833561101,medium,Kangra
-0.27836560789257536,0.05393372354865902,high,Kinnaur
-0.1979655628704276,0.061620430893061885,high,Kullu
-0.28988215327759753,0.0536722249717246,high,Lahaul and Spiti
-0.07090780407516545,0.07229023754085193,high,Mandi
-0.10900390146048247,0.07610931651148087,high,Shimla
-0.17996364597472322,0.05791624258271662,medium,Sirmaur
-0.1660964401651292,0.0649691901528791,high,Solan
-0.18239042292693533,0.05710728272375142,medium,Una
-0.0725306102708054,0.0530015905776486,medium,Anantnag
-0.13772989734978064,0.06197841638218825,high,Badgam
-0.2133427455120133,0.058260970714499406,high,Bandipora
-0.07919265043808528,0.06178438368121441,medium,Baramulla
-0.209751546900929,0.05550591114300537,medium,Doda
-0.23180591655922733,0.05828107812339423,high,Ganderbal
0.04450770622672852,0.09167097516026458,high,Jammu
-0.16792717718579192,0.0528998290126216,medium,Kathua
-0.24758404701670783,0.05490689907431168,high,Kishtwar
-0.20792163749020964,0.05379946032372612,medium,Kulgam
-0.11154417638028208,0.056284118865554,medium,Kupwara
-0.19743770317799314,0.05219054913940941,medium,Poonch
-0.17418548753434293,0.05894190011685314,high,Pulwama
-0.1663767438436059,0.05437636961713951,medium,Rajouri
-0.237520198559261,0.05315236412923124,medium,Ramban
-0.23173695162228974,0.05170597282785169,medium,Reasi
-0.2294446630681597,0.05440427092995403,high,Samba
-0.24046551030425609,0.054436174288444925,high,Shopian
-0.00475908084459209,0.10013083087287986,high,Srinagar
-0.17917407708578306,0.05546610819099494,medium,Udhampur
-0.016755294144647336,-0.08258382423036496,medium,Bokaro
-0.15822866366343555,-0.020712881916441588,low,Chatra
-0.09596600947386491,-0.048231050720267205,medium,Deoghar
0.06710090972034298,-0.12430007753857517,medium,Dhanbad
-0.12127318824258143,-0.04074654329088159,low,Dumka
0.029876984660655876,-0.06933437095919705,medium,East Singhbhum
-0.11949887325781153,-0.03797425758080181,medium,Garhwa
0.030187091052247157,-0.11714371890177572,low,Giridih
-0.12177508724956328,-0.038650496436152176,low,Godda
-0.15954669154211654,-0.01794503723239845,medium,Gumla
-0.1919257601112977,-0.0031141615166668073,low,Jamtara
-0.22540051433740932,0.01731279726440391,medium,Khunti
-0.19885821640773638,0.007095812027049956,medium,Koderma
-0.19973856767921866,0.002851243040862962,medium,Latehar
-0.23482680892475655,0.021648763839454216,medium,Lohardaga
-0.1778665873917722,-0.011646817571421303,low,Pakur
-0.037239530243342,-0.08050210053170834,low,Palamu
-0.1670012828479358,-0.007597817890714084,medium,Ramgarh
0.12419276911079338,-0.09276057146128679,high,Ranchi
-0.1436864626046839,-0.02799064971243048,low,Sahibganj
-0.15282528375998222,-0.01758514524019945,medium,Seraikela Kharsawan
-0.2162851228181239,0.012135388478072703,medium,Simdega
-0.09317046915345575,-0.04621018340376497,medium,West Singhbhum
0.10550916327953017,0.06342030706430618,medium,Bagalkot
0.27048709866227016,0.11858165958337256,high,Ballari
0.7123564299455122,0.06522438806366501,medium,Belgaum
-0.0740203973447664,0.08158562782648802,high,Bangalore Rural
2.147463482409159,0.8350438221242573,high,Bangalore Urban
0.059494775617211386,0.05285796001736266,medium,Bidar
0.16483731184647563,0.06297398995042817,medium,Bijapur
-0.08055408026796718,0.05718424233498932,medium,Chamarajanagara
-0.025951510781822874,0.06721564948062189,high,Chikkaballapura
-0.04848709792442375,0.07072233316797596,high,Chikmagalur
0.05812054479359285,0.06506745675531017,high,Chitradurga
0.1734025514449341,0.11377612933213274,high,Dakshina Kannada
0.12787163131136506,0.08263022393334156,high,Davanagere
0.11116196013531907,0.09100073413606038,high,Dharwad
-0.0663851271720994,0.06592425698987883,high,Gadag
0.2536777299083474,0.0757958221458832,medium,Gulbarga
0.10106713630724813,0.09903870938581524,high,Hassan
0.04326800864301156,0.06196905377985712,medium,Haveri
-0.17758085702107826,0.05856715147509768,high,Kodagu
0.029571500748053745,0.059330416938365424,medium,Kolar
0.005225276707266665,0.07190577727978179,high,Koppal
0.09519468354089183,0.07584065151509845,high,Mandya
0.3847313808426958,0.15023169330327169,high,Mysore
0.11321654436292153,0.06452319929905173,medium,Raichur
-0.06757833085749036,0.05709674901294587,medium,Ramanagara
0.08968363502713582,0.08637013254839382,high,Shimoga
0.28189089767767705,0.0826448876259459,high,Tumakuru
-0.028967489671310947,0.09061421820497681,high,Udupi
-0.0033981954651898685,0.07051714290619049,high,Uttara Kannada
-0.045627511529912526,0.06242888664865441,high,Yadgir
0.22283453034431974,0.09825853391277554,high,Alappuzha
0.49859856474036723,0.10916804022423414,high,Ernakulam
-0.04262685407809006,0.0464856986881331,high,Idukki
0.29062488751882865,0.05100134325242618,high,Kannur
0.010280284292060026,0.059462355456259844,high,Kasaragod
0.3329941248591522,0.08318524517289057,high,Kollam
0.18085233718430965,0.08299665509585663,high,Kottayam
0.46171800732704693,0.12203201133967093,high,Kozhikode
0.6881081837117355,0.10076487180575101,high,Malappuram
0.3599831599220238,0.05614838822798649,high,Palakkad
-0.01093062936508091,0.06660270404503253,high,Pathanamthitta
0.4543124013290871,0.10040460445233972,high,Thrissur
0.5111538843059785,0.11994414606852541,high,Thiruvananthapuram
-0.10509936237367026,0.056052592102125556,high,Wayanad
-0.27968849002542406,0.05277090379188122,low,Lakshadweep
-0.1962132285306855,0.01179211669621634,low,Alirajpur
-0.19244731325365977,0.012181243061485807,medium,Anuppur
-0.18034718455975757,0.00481078932593814,low,Ashok Nagar
-0.06023266531281175,-0.04071448362944474,low,Balaghat
-0.10397090813477539,-0.022983663401488788,low,Barwani
-0.07672529620860156,-0.03181726015405537,medium,Betul
-0.06160625556020363,-0.043927883155696346,low,Bhind
0.07676860449152564,0.0030020386289926967,high,Bhopal
-0.1925645423457811,0.009729480582925294,low,Burhanpur
-0.052588620089359724,-0.045771299981932245,low,Chhatarpur
-0.0065985166110940794,-0.06308524572379479,low,Chhindwara
-0.12024097431984503,-0.014883059454580357,medium,Damoh
-0.18754203851284246,0.009771464335509319,medium,Datia
-0.0794073267924775,-0.03301240261479548,low,Dewas
0.007749720021009357,-0.06606675027304287,low,Dhar
-0.20003509009879267,0.012359208495140349,low,Dindori
-0.1253105100539068,-0.017145252731560073,low,Guna
0.0016772962389157344,-0.029755615120109265,medium,Gwalior
-0.21697728992686846,0.022848286339957433,medium,Harda
-0.1225185507801416,-0.012101512349825974,medium,Hoshangabad
0.22056558073067645,-0.01385580771546286,high,Indore
0.06087120607704614,-0.05459292953155341,medium,Jabalpur
-0.15418725421873583,-0.0028386573211446053,medium,Jhabua
-0.11761536981086865,-0.018837926956989715,low,Katni
-0.15153401783064155,-0.00709148667460004,low,Mandla
-0.11027349250245641,-0.020303275616264237,low,Mandsaur
-0.023379319731836712,-0.05507145387848977,low,Morena
-0.14352960623244704,-0.004492662244005248,medium,Narsinghpur
-0.180698732060662,0.01000717438576178,medium,Neemuch
-0.24168308884681403,0.028920939796953066,low,Niwari
-0.15695557374849606,-0.0053975258465923485,low,Panna
-0.1115286997147656,-0.020061277530470885,low,Raisen
-0.08182811498107748,-0.03222358097528828,low,Rajgarh
-0.0921652897144219,-0.022659596628078545,medium,Ratlam
0.03217283468211258,-0.07688039281040249,low,Rewa
0.036759998096705375,-0.07285365019473666,medium,Sagar
0.013027655377660126,-0.07002455080854626,low,Satna
-0.11398083886595944,-0.018136036133336503,medium,Sehore
-0.10634892587284431,-0.0252131576233398,low,Seoni
-0.14775956198540768,-0.0037843211977785195,medium,Shahdol
-0.08761164411912423,-0.03225911892505043,low,Shajapur
-0.2016440622651155,0.014468498197955097,medium,Sheopur
-0.0560544946912279,-0.04072479138146885,medium,Shivpuri
-0.14061249851066676,-0.009740519157605397,low,Sidhi
-0.13342107497710842,-0.01254747222974647,low,Singrauli
-0.09731141887350996,-0.029092954689381223,low,Tikamgarh
-0.018092633858934476,-0.05202000976161006,medium,Ujjain
-0.20793352930929515,0.016707972211685386,low,Umaria
-0.09270116437827766,-0.02481338938545034,medium,Vidisha
0.657713776489163,0.016796434877377864,high,Ahmednagar
0.06449087261301985,0.0014025116009487425,medium,Akola
0.2794153490262048,-0.025138448876552734,medium,Amravati
0.47416787760504037,0.014254086509556639,high,Aurangabad
0.22036330217193006,-0.014426725826780281,medium,Beed
-0.05242948060914224,0.030381128636740567,high,Bhandara
0.21317246922707025,-0.02861872973119395,medium,Buldhana
0.15074738772498125,0.01138992677412928,high,Chandrapur
0.11444955504069329,0.002226432343902209,medium,Dhule
-0.08327758463512087,0.023567176280499362,medium,Gadchiroli
-0.02880206720834203,0.024844325809745934,high,Gondia
-0.06734928165721005,0.010862837894453947,medium,Hingoli
0.5881075673850612,0.015405081644960072,high,Jalgaon
0.09377931797189856,-5.354281009818337e-05,medium,Jalna
0.5162880815073733,0.022232051150394658,high,Kolhapur
0.20444290593826925,0.007574113518216663,high,Latur
0.754626400275314,0.749321421805101,low,Mumbai City
1.483239766870716,-0.3500046626178855,low,Mumbai suburban
0.37378817923864355,-0.035930648006286654,medium,Nanded
0.026720022029074267,-0.0002402132504384369,medium,Nandurbar
0.7640858102380054,0.16960676019761295,high,Nagpur
1.0170254744421947,0.059178012197661306,high,Nashik
0.043864253409609415,0.025728821940078007,high,Osmanabad
0.33583682171132634,0.03745645136676422,high,Palghar
0.06395382036886829,-0.00641543012317047,medium,Parbhani
2.0066907069744433,0.5686990525342239,high,Pune
0.2965777657037181,0.10496535161208179,high,Raigad
0.026482760079932235,0.012642414049451866,medium,Ratnagiri
0.31744300020709915,0.07162539502920982,high,Sangli
0.35654469615985906,0.07116493903620356,high,Satara
-0.12770246634436244,0.03000404763497629,medium,Sindhudurg
0.6050254585305541,0.011454840117209791,high,Solapur
2.1607240296657686,0.21078119735583212,high,Thane
-0.03774887489475706,0.019132345286630943,medium,Wardha
-0.06047696670690971,0.016471389496560525,medium,Washim
0.2511721254304372,-0.032396966961413864,medium,Yavatmal
-0.2529414202040718,0.04988134379738017,medium,Bishnupur
-0.27151428698543434,0.049448980187359035,medium,Chandel
-0.24710802740434645,0.049773878616261556,medium,Churachandpur
-0.20957365353362806,0.05569925288347852,high,Imphal East
-0.1949747143788877,0.06121210606342592,high,Imphal West
-0.28994085086678134,0.05075794501788848,medium,Jiribam
-0.2896241517431585,0.05070349745918472,medium,Kamjong
-0.2895463895579558,0.05024103004505512,low,Pherzawl
-0.23312818045138503,0.045975171299122375,low,Senapati
-0.27126794721100334,0.051399368225208665,high,Tamenglong
-0.21890220862649556,0.04934594596336878,medium,Thoubal
-0.2642911168640574,0.04900907743828376,medium,Ukhrul
-0.23967514293804465,0.05722728396597885,low,East Garo Hills
-0.13692688256055546,0.08439754446701722,high,East Khasi Hills
-0.2751818095731101,0.054175692504125454,medium,East Jaintia Hills
-0.27638034296834535,0.05331139786225384,low,North Garo Hills
-0.24936232009908615,0.05825332460851071,medium,Ri Bhoi
-0.27187409076446184,0.053855501917280516,low,South Garo Hills
-0.2663795128760297,0.054420035307827457,low,South West Garo Hills
-0.277965831592362,0.053002497687813295,low,South West Khasi Hills
-0.24817287927278864,0.05668398916998586,low,West Jaintia Hills
-0.17843187019066709,0.06603160083965527,medium,West Garo Hills
-0.22742733510647267,0.05807487599236924,low,West Khasi Hills
-0.1957710418625517,0.06920850392785999,medium,Aizawl
-0.2672837315349762,0.055050401392675065,low,Champhai
-0.27746573259040574,0.05411259096762673,medium,Kolasib
-0.2689888207020736,0.055240954089093436,medium,Lawngtlai
-0.2599178138300877,0.05650326347806571,medium,Lunglei
-0.2770268245675479,0.05379411213528333,low,Mamit
-0.28429973163637834,0.05278411792593611,low,Saiha
-0.2820490970578744,0.05333678357274363,medium,Serchhip
-0.21475407162511145,0.06845507355217659,high,Dimapur
-0.283377325810662,0.05174916597601832,low,Kiphire
-0.239954839252071,0.06144716058935851,high,Kohima
-0.28808732608694976,0.0514569002187546,low,Longleng
-0.25949989554889075,0.05310382422765372,low,Mokokchung
-0.24574573780908804,0.054637441232230646,medium,Mon
-0.2650764176581517,0.05349279025073817,medium,Peren
-0.26559304166056574,0.052567243163364155,low,Phek
-0.21523606577657972,0.05533068154281728,low,Tuensang
-0.2650032056286767,0.05260196282611629,low,Wokha
-0.2699233746645443,0.052555628530369644,low,Zunheboto
-0.1622351130565543,0.03553883709519597,low,Central Delhi
0.10036767488779477,0.0046723358210184664,low,East Delhi
-0.26504011982907333,0.04718328394020662,low,New Delhi
-0.09110175826973549,0.02699604687403965,low,North Delhi
0.22444850720118562,-0.009791731356426761,low,North East Delhi
0.5543375307529617,-0.04813328333864151,low,North West Delhi
0.33880329346034954,-0.0229994200942771,low,South Delhi
0.23643383131822573,-0.011149573150610456,low,South West Delhi
0.2948667416603773,-0.017775756885385227,low,West Delhi
-0.07940058072531249,0.02387277442352731,medium,Angul
-0.22352452133174683,0.03974395864286797,medium,Boudh (Bauda)
-0.045039204339767464,0.008010634287615398,medium,Bhadrak
-0.02074891091221652,0.004742004979295283,medium,Balangir
-0.04635539666579477,0.01480271256518725,medium,Bargarh (Baragarh)
0.09247361277946214,-0.012722871330094681,medium,Balasore
0.16093996949053718,0.010626682356899387,high,Cuttack
-0.2460532585243218,0.041484127248275444,medium,Debagarh (Deogarh)
-0.09780407775533045,0.016831135421255635,medium,Dhenkanal
0.3007837470317205,-0.035650250443368156,medium,Ganjam
-0.1998256665481027,0.0374349177245642,medium,Gajapati
-0.19541885204286893,0.04410913940757989,high,Jharsuguda
0.011919696037383833,0.0046501553326037184,medium,Jajpur
-0.10300537965870213,0.026086020526382918,medium,Jagatsinghpur
0.1299002251409519,0.07793375399581627,high,Khordha
0.0036043327191775994,-0.0024501217461997413,medium,Kendujhar (Keonjhar)
-0.03551508319103755,0.0031590372555237497,medium,Kalahandi
-0.1722689010410186,0.03535264506116115,medium,Kandhamal
-0.06561963807479804,0.013821746456808757,medium,Koraput
-0.0540626258029283,0.013808747403783623,medium,Kendrapara
-0.19249429968062393,0.03840422851925053,high,Malkangiri
0.12638399918384666,-0.016758621387637906,medium,Mayurbhanj
-0.09366349859719728,0.01571405756158859,medium,Nabarangpur
-0.19125525320642386,0.04267950493203109,high,Nuapada
-0.13419230710785784,0.027710033265094504,medium,Nayagarh
-0.005474420846248677,0.01595156175004145,medium,Puri
-0.13204665874523316,0.03162058725504311,high,Rayagada
-0.11746600191766399,0.030660981219959842,high,Sambalpur
-0.18677968031237605,0.03565204223949397,medium,Subarnapur (Sonepur)
0.05744516699633427,0.0027078624392627834,medium,Sundargarh
-0.24732586757512928,0.05769592660372973,high,Karaikal
-0.286626141477932,0.05404834947652332,high,Mahé
-0.03979976899343402,0.11374940848224652,high,Puducherry
-0.2825232424184584,0.0556266292331533,high,Yanam
0.20863056979437222,-0.04208251203711505,medium,Amritsar
-0.17888910686885562,0.02488881412188519,medium,Barnala
-0.01555777458644893,-0.001115312796013566,medium,Bathinda
0.10280724605985347,-0.04588131599071625,medium,Firozpur
-0.1727717456515897,0.027127841936598056,medium,Faridkot
-0.17742767542463567,0.02619018660987849,medium,Fatehgarh Sahib
-0.06345132005232368,-0.003347721210255653,medium,Fazilka
0.16066878123015357,-0.05152570611915852,medium,Gurdaspur
0.021646059692294495,-0.012284707576239685,medium,Hoshiarpur
0.15550826055889339,-0.012748558971550174,high,Jalandhar
-0.13167818913835494,0.020665874455505433,medium,Kapurthala
0.4189274407966659,-0.06568586468161926,medium,Ludhiana
-0.1453714373287121,0.015494869585542102,medium,Mansa
-0.10103327942297324,0.005093076647167891,medium,Moga
-0.1172301217584775,0.012136320425169218,medium,Sri Muktsar Sahib
-0.16840505933620808,0.031839415766031116,high,Pathankot
0.2873368886594958,-0.06284139786896381,medium,Patiala
-0.1597357646282489,0.024418306801723397,medium,Rupnagar
-0.08286605597312392,0.040889673011677785,high,Sahibzada Ajit Singh Nagar
0.03083098035158796,-0.02485385067277225,medium,Sangrur
-0.17515415309060756,0.024344162469816924,medium,Shahid Bhagat Singh Nagar
-0.0767489522204998,-0.00278823599712201,low,Tarn Taran
0.156872394590449,0.0020132183932901025,medium,Ajmer
0.34353783651493897,-0.027509389315756555,medium,Alwar
0.12312124943485322,0.014027933479256818,medium,Bikaner
0.14539673818836857,-0.025374016278547486,low,Barmer
0.006440361262703167,-0.004653111882773378,low,Banswara
0.14143688295771162,-0.013823135752285647,medium,Bharatpur
-0.08964630241793356,0.015293534167052973,low,Baran
-0.10792416901966653,0.01938056458998716,medium,Bundi
0.11758057974788848,-0.010323385853644828,medium,Bhilwara
0.04998721089756317,-0.007916271821735956,medium,Churu
-0.034387770969604124,0.007107471355780733,medium,Chittorgarh
-0.020219869617272304,0.0013902543769827862,low,Dausa
-0.0908454113340578,0.018662883858828958,medium,Dholpur
-0.05959725785185236,0.013975847810578795,medium,Dungarpur
0.04047678756129512,-0.0009936873510941087,medium,Ganganagar
