First principal component,Second principal component,Category,district
-0.09989409228321074,0.04187445654858845,low,Mahisagar
0.10655683035287342,0.0651919660352702,medium,Mehsana
-0.1067474596549099,0.041100405957460784,medium,Morbi
-0.18067669887812318,0.03275050025144898,medium,Narmada
-0.03273189138359704,0.04946006206018832,low,Navsari
0.17860561507928868,0.07332948462763536,low,Panchmahal
-0.030326868018138577,0.049731696376100906,medium,Patan
-0.1815393898518402,0.03265306399537962,low,Porbandar
0.3323610469524967,0.09069532487457904,medium,Rajkot
0.18641499672438647,0.07421151183424497,low,Sabarkantha
0.9166100658415102,0.15668307569971363,medium,Surat
0.052230679792561366,0.05905612263534546,low,Surendranagar
-0.13749019289480485,0.03762818134923574,low,Tapi
0.42870166676671995,0.10157647419465629,medium,Vadodara
0.0416783525127079,0.05786429462938267,low,Valsad
-0.08782073323394018,0.009414223085973047,high,Ambala
0.0034888239435833628,0.0050785107134943865,medium,Bhiwani
-0.20550040520996432,0.015002085140584723,medium,Charkhi Dadri
0.03498929972445265,0.003582752692058105,high,Faridabad
-0.12403519878738069,0.011133818615907388,medium,Fatehabad
-0.017844219279465362,0.006091481779217199,high,Gurgaon
0.024577422955267735,0.004077146754676403,high,Hissar
-0.12118180410464835,0.010998328980299652,medium,Jhajjar
-0.051607009544570585,0.007694662782463306,medium,Jind
-0.09967627748511335,0.00997716777085793,medium,Kaithal
-0.01928380650906359,0.006159838656148434,medium,Karnal
-0.11982345099081464,0.010933829396861815,high,Kurukshetra
-0.12771521551112297,0.0113085592951228,medium,Mahendragarh
-0.0966077422218175,0.009831462472116942,low,Nuh
-0.10567944154690603,0.0102622199987001,medium,Palwal
-0.19500043208235895,0.014503507940045436,high,Panchkula
-0.07557496848146907,0.008832749301749931,high,Panipat
-0.1324540577300696,0.011533576888844838,high,Rewari
-0.102305814684449,0.010102027832843405,high,Rohtak
-0.05845589864719906,0.008019873134346489,medium,Sirsa
-0.02415099121227742,0.006390950421325841,high,Sonipat
-0.21145828832212676,0.044652743902716605,medium,Bilaspur
-0.1802389462842443,0.053684910741065864,medium,Chamba
-0.1949715233223423,0.04942258216266513,medium,Hamirpur
0.0453403593862842,0.1189479749537221,medium,Kangra
-0.2794160685843999,0.024991663007804744,high,Kinnaur
-0.19881015034909283,0.04831201680565868,high,Kullu
-0.2914598493205687,0.02150723861341569,high,Lahaul and Spiti
-0.0705339574349511,0.08542400892845581,high,Mandi
-0.11301561526224013,0.07313350579741143,high,Shimla
-0.17765536474296267,0.05443237490904929,medium,Sirmaur
-0.16704122665472568,0.05750318485571327,high,Solan
-0.17973386978681882,0.05383103602408243,medium,Una
-0.06663784550058693,0.07572944949157895,medium,Anantnag
-0.13913708590101545,0.05813596983274709,high,Badgam
-0.21516230381469093,0.039686836882733445,high,Bandipora
-0.07848454889487633,0.07285459543737823,medium,Baramulla
-0.20985545073766046,0.040974657432955267,medium,Doda
-0.23426237852458487,0.03505179830805753,high,Ganderbal
0.032284220056142385,0.09973498856439461,high,Jammu
-0.16516336596282405,0.05182014050359203,medium,Kathua
-0.24863838485618833,0.03156315520540777,high,Kishtwar
-0.2069913934942249,0.041669681719772714,medium,Kulgam
-0.10882469322410634,0.06549191537129609,medium,Kupwara
-0.19527629363867632,0.0445125993816874,medium,Poonch
-0.17506094940113417,0.0494182817816009,high,Pulwama
-0.1643926071815664,0.052007181483125414,medium,Rajouri
-0.237230504464224,0.03433151954299088,medium,Ramban
-0.23042246044445713,0.0359836359419579,medium,Reasi
-0.22957755271715444,0.036188670737243855,high,Samba
-0.2409928046417666,0.033418517540784745,high,Shopian
-0.02336109499411896,0.08623147165802611,high,Srinagar
-0.17824870365171958,0.04864470554472909,medium,Udhampur
-0.00732387495859917,-0.0889366231610314,medium,Bokaro
-0.15138675182666367,-0.03535182077664318,low,Chatra
-0.08786558806473012,-0.05897878895475898,medium,Deoghar
0.08038202790129657,-0.12155920834649826,medium,Dhanbad
-0.11199578861136705,-0.050003457794522865,low,Dumka
0.025048004959438146,-0.10097748216600455,medium,East Singhbhum
-0.11181338117675292,-0.05007130501894135,medium,Garhwa
0.04683106971691143,-0.10907978614418017,low,Giridih
-0.11336829505586113,-0.049492948160129904,low,Godda
-0.1537389741128421,-0.034476901650292165,medium,Gumla
-0.18700593621390083,-0.02210311300419491,low,Jamtara
-0.22372874916176627,-0.00844390587471103,medium,Khunti
-0.19732559090743162,-0.018264673362770857,medium,Koderma
-0.1961240472792684,-0.018711592647398998,medium,Latehar
-0.23341584143487298,-0.00484075052741683,medium,Lohardaga
-0.17160614262683657,-0.027831132005779444,low,Pakur
-0.025069956585324613,-0.08233589230143475,low,Palamu
-0.1645473563945451,-0.030456677694953627,medium,Ramgarh
0.11278866554893507,-0.13361299563745668,high,Ranchi
-0.1361648443435337,-0.0410136742820675,low,Sahibganj
-0.1483978696641325,-0.03646354826335815,medium,Seraikela Kharsawan
-0.21390700600935114,-0.012097145191696041,medium,Simdega
-0.08648940803905869,-0.05949066499336174,medium,West Singhbhum
0.11027500909390288,0.11546754911649193,medium,Bagalkot
0.24902508599360787,0.1480546261390623,high,Ballari
0.7347815234123312,0.2621402021190705,medium,Belgaum
-0.08514062542366856,0.06957190368170313,high,Bangalore Rural
1.7751461693811237,0.5064819971456088,high,Bangalore Urban
0.069008800989122,0.10577569789746918,medium,Bidar
0.1717556208879298,0.12990698927172084,medium,Bijapur
-0.07785121646716964,0.07128390656070802,medium,Chamarajanagara
-0.027370356310481042,0.08313992649848942,high,Chikkaballapura
-0.05259272777295632,0.07721615780657234,high,Chikmagalur
0.060435824545400904,0.10376223419404965,high,Chitradurga
0.15197181245850833,0.12526053066431153,high,Dakshina Kannada
0.12240326201992274,0.11831601104949044,high,Davanagere
0.10079520898145017,0.1132411072771381,high,Dharwad
-0.0682762571812751,0.07353269764399482,high,Gadag
0.2560558350150237,0.1497058797095583,medium,Gulbarga
0.0854892884750168,0.10964633297798569,high,Hassan
0.047054714592678806,0.10061952414717859,medium,Haveri
-0.17867668614584584,0.04760386673895831,high,Kodagu
0.03445153088284432,0.09765951916945986,medium,Kolar
0.002240366943607141,0.09009435089187179,high,Koppal
0.09250922395399604,0.11129504686167112,high,Mandya
0.3490202918840034,0.17153966880749635,high,Mysore
0.11761675559579474,0.11719184407965993,medium,Raichur
-0.06449065224507705,0.074421791202639,medium,Ramanagara
0.0810105354686339,0.108594445494784,high,Shimoga
0.28126371633063396,0.15562624522114915,high,Tumakuru
-0.04390837184213852,0.0792557802841407,high,Udupi
-0.005976411412252882,0.08816454447199243,high,Uttara Kannada
-0.04497307323044421,0.07900572272077205,high,Yadgir
0.1861108883237672,0.07171251181792697,high,Alappuzha
0.4506416897086407,0.10024489866462735,high,Ernakulam
-0.04565343735496473,0.04671432875980695,high,Idukki
0.2783364082308634,0.08165998937952396,high,Kannur
-0.0010713193811774102,0.05152297194923509,high,Kasaragod
0.30211070498695064,0.0842242935305027,high,Kollam
0.15354271071291412,0.06819969653282552,high,Kottayam
0.4071630046844421,0.0955552721477842,high,Kozhikode
0.6405089175909179,0.12072404576994256,high,Malappuram
0.3435040616542454,0.0886889957849534,high,Palakkad
-0.02553029285567402,0.04888481832253449,high,Pathanamthitta
0.4119111931780761,0.0960674134568951,high,Thrissur
0.4569068129404258,0.10092065709712633,high,Thiruvananthapuram
-0.1121095714896676,0.03954634636403,high,Wayanad
-0.2791229383929198,0.02765768282815,low,Lakshadweep
-0.1918243011782522,-0.0038534342456910363,low,Alirajpur
-0.18876836523935148,-0.004519332427032313,medium,Anuppur
-0.17477328114533958,-0.007568905857970485,low,Ashok Nagar
-0.04924929033934282,-0.034920983540096276,low,Balaghat
-0.09550426159799555,-0.02484187787330347,low,Barwani
-0.06770879130513874,-0.030898599443257884,medium,Betul
-0.04889654701421352,-0.034997847434948826,low,Bhind
0.04853787411812452,-0.05622911835465373,high,Bhopal
-0.1876728963593157,-0.004758038587605221,low,Burhanpur
-0.04020331531698086,-0.036892130329912856,low,Chhatarpur
0.007803936998174598,-0.04735306362400326,low,Chhindwara
-0.113384213783976,-0.020945779302796046,medium,Damoh
-0.18336520542874668,-0.005696698171378439,medium,Datia
-0.0694886350154752,-0.03051076582583885,low,Dewas
0.021638923124172687,-0.05036775119742727,low,Dhar
-0.1954102317640118,-0.0030720485415350676,low,Dindori
-0.11672178726550902,-0.020218511403245387,low,Guna
-0.0009579081139211394,-0.045443829647247434,medium,Gwalior
-0.2150436378853814,0.0012061332303176416,medium,Harda
-0.11671636270065877,-0.02021969343321609,medium,Hoshangabad
0.18110104417159967,-0.0851150556309428,high,Indore
0.062109402324231774,-0.059186397607608084,medium,Jabalpur
-0.14851369575441728,-0.013290953212432125,medium,Jhabua
-0.10928192326841371,-0.021839681481461863,low,Katni
-0.1441988209406681,-0.014231178187247673,low,Mandla
-0.10222295168972478,-0.023377853887680426,low,Mandsaur
-0.01054707267061563,-0.043354320126579235,low,Morena
-0.13853689472571867,-0.015464929955872626,medium,Narsinghpur
-0.17756194730796815,-0.006961246612753999,medium,Neemuch
-0.23930683680153825,0.006493161608799439,low,Niwari
-0.14969581106219682,-0.013033366519083697,low,Panna
-0.10341532968776154,-0.023118030921414442,low,Raisen
-0.07191737396979446,-0.029981535866517205,low,Rajgarh
-0.08541398453702348,-0.027040581405861158,medium,Ratlam
0.047892644120662284,-0.056088520681650315,low,Rewa
0.05002596420543219,-0.0565533779277018,medium,Sagar
0.028081986677563134,-0.0517717152818355,low,Satna
-0.10644883431795708,-0.022457020593735846,medium,Sehore
-0.09649871628392748,-0.024625183027590654,low,Seoni
-0.14251764566666247,-0.014597511637902055,medium,Shahdol
-0.07692967189145722,-0.0288893401735746,low,Shajapur
-0.19779498776008536,-0.0025524026090030794,medium,Sheopur
-0.04563359795183711,-0.035708854435713144,medium,Shivpuri
-0.13349732736994374,-0.016563067745424768,low,Sidhi
-0.12592976618407545,-0.01821206344808707,low,Singrauli
-0.08681601463603075,-0.026735074578564742,low,Tikamgarh
-0.007361680224612187,-0.04404842729343789,medium,Ujjain
-0.20430050711418452,-0.0011348292065536218,low,Umaria
-0.08486727636603131,-0.027159710858855855,medium,Vidisha
0.6210705671169119,0.03292603581158587,high,Ahmednagar
0.0695150499066493,0.02482978577046138,medium,Akola
0.28597145751124686,0.028007136271521356,medium,Amravati
0.4495679628699657,0.03040855946811557,high,Aurangabad
0.22486048947304832,0.02711009207188215,medium,Beed
-0.0559620052137087,0.022987915675830303,high,Bhandara
0.225280968498753,0.02711626425804097,medium,Buldhana
0.1455626395122634,0.02594608373369462,high,Chandrapur
0.11611068518460205,0.025513760279398296,medium,Dhule
-0.0816756034081664,0.02261046732486046,medium,Gadchiroli
-0.030955751128934346,0.023354980965442904,high,Gondia
-0.05997791394404335,0.022928966394736013,medium,Hingoli
0.5565631731691085,0.03197913568166908,high,Jalgaon
0.0978302735028074,0.025245423223177597,medium,Jalna
0.48562085080962947,0.030937777627224168,high,Kolhapur
0.1984577672518698,0.026722528111049706,high,Latur
0.33823070435545677,0.02877424659171469,low,Mumbai City
1.590661999351998,0.04715860973780181,low,Mumbai suburban
0.3808656984880615,0.029400083089090878,medium,Nanded
0.03460537095020877,0.024317348706797706,medium,Nandurbar
0.6433573725968273,0.03325318247978699,high,Nagpur
0.9380937348606961,0.0375795996955358,high,Nashik
0.037466733756810096,0.02435935047818385,high,Osmanabad
0.3066795940251317,0.028311109753556534,high,Palghar
0.0730305136916098,0.024881389050503803,medium,Parbhani
1.6097886326647246,0.04743936843010513,high,Pune
0.23486776881760157,0.027256988319452502,high,Raigad
0.027822438953946073,0.02421778245872273,medium,Ratnagiri
0.2723568041854547,0.027807287599702434,high,Sangli
0.3094745547516024,0.028352136812828985,high,Satara
-0.1268061415705557,0.02194799888777305,medium,Sindhudurg
0.5750029093541434,0.03224981145262599,high,Solapur
1.9404201779279475,0.052292688863692594,high,Thane
-0.03625455614520591,0.023277200127445132,medium,Wardha
-0.056386330701372236,0.022981687027689268,medium,Washim
0.26322287415091133,0.027673211193773486,medium,Yavatmal
-0.25234416234064266,0.027945080863957923,medium,Bishnupur
-0.27090528056232493,0.024530493891710872,medium,Chandel
-0.2463884585429531,0.029040718979898426,medium,Churachandpur
-0.2114401474319728,0.035469967821284996,high,Imphal East
-0.19949020530974126,0.037668333038420036,high,Imphal West
-0.2902130052417746,0.020978557830166514,medium,Jiribam
-0.28986657984537056,0.021042287807600472,medium,Kamjong
-0.28955175276098555,0.021100204817126093,low,Pherzawl
-0.23030067892729914,0.03200029943361392,low,Senapati
-0.27165381374643494,0.02439279035315085,high,Tamenglong
-0.2176334165877081,0.034330626111253225,medium,Thoubal
-0.2633742853069048,0.025915929724837156,medium,Ukhrul
-0.23728221263961305,0.04527331673852448,low,East Garo Hills
-0.13942262466688365,0.08648769554925854,high,East Khasi Hills
-0.2749972280109856,0.0293893245557496,medium,East Jaintia Hills
-0.2757915964885691,0.029054769669216062,low,North Garo Hills
-0.24872877062431126,0.04045250370800312,medium,Ri Bhoi
-0.27110596252775093,0.031028163355314706,low,South Garo Hills
-0.26532432807925244,0.03346314675593981,low,South West Garo Hills
-0.277370865174361,0.028389647536489593,low,South West Khasi Hills
-0.24641542121695775,0.04142679003774758,low,West Jaintia Hills
-0.1744235316373468,0.07174677267717446,medium,West Garo Hills
-0.22414585841641615,0.050805801499217505,low,West Khasi Hills
-0.193884136303841,0.06759300027468468,medium,Aizawl
-0.26614703284481145,0.034370880006379965,low,Champhai
-0.27711959219528615,0.029326359182530796,medium,Kolasib
-0.2682022484940189,0.03342601584034752,medium,Lawngtlai
-0.2586988856951981,0.03779508872516823,medium,Lunglei
-0.2764187029825928,0.029648585758456313,low,Mamit
-0.2840398035561301,0.02614486348948592,low,Saiha
-0.2818334157237926,0.02715922750522777,medium,Serchhip
-0.21868062251574708,0.048060200479269,high,Dimapur
-0.28306505031449697,0.025007556476653186,low,Kiphire
-0.24178342374324285,0.039788314397973465,high,Kohima
-0.2880012403202624,0.023240169007001855,low,Longleng
-0.2579759801392888,0.033990619973211136,low,Mokokchung
-0.2439859668861738,0.03899970068017981,medium,Mon
-0.2642677271018422,0.03173787955380959,medium,Peren
-0.2642677271018422,0.03173787955380959,low,Phek
-0.21130329281088467,0.050701630421113086,low,Tuensang
-0.26364754452645917,0.0319599339948558,low,Wokha
-0.2689596346670493,0.030057956651768983,low,Zunheboto
-0.1548198450562633,0.04266713862908481,low,Central Delhi
0.12356070513969383,0.08764929208085598,low,East Delhi
-0.2635799005830063,0.025093132457736426,low,New Delhi
-0.07932092825062094,0.0548666398471237,low,North Delhi
0.25503579311211305,0.10889370940130988,low,North East Delhi
0.604526236261173,0.16536616314347097,low,North West Delhi
0.3761433590989036,0.1284628894807141,low,South Delhi
0.26771552469218235,0.11094256529752988,low,South West Delhi
0.32953705853948945,0.12093200500582103,low,West Delhi
-0.0798323618904743,0.017508443623934458,medium,Angul
-0.2229585884098793,0.018762293096393837,medium,Boudh (Bauda)
-0.03942682803313574,0.017154473156442307,medium,Bhadrak
-0.014983802147229441,0.016940341366220107,medium,Balangir
-0.044191301210246,0.01719621206289531,medium,Bargarh (Baragarh)
0.10010500792696211,0.015932112145714956,medium,Balasore
0.1519480993733257,0.015477943581074733,high,Cuttack
-0.2449411714499083,0.018954870311753413,medium,Debagarh (Deogarh)
-0.09338381138533926,0.017627160355405715,medium,Dhenkanal
0.3070602736733644,0.014119091869213583,medium,Ganjam
-0.1995633026798263,0.018557339976451936,medium,Gajapati
-0.19894057782779262,0.01855188462947467,high,Jharsuguda
0.015593381862509616,0.016672471619547845,medium,Jajpur
-0.10307897829967702,0.01771209433442944,medium,Jagatsinghpur
0.08787454729340213,0.016039256426579822,high,Khordha
0.011550058134107118,0.016707892935732337,medium,Kendujhar (Keonjhar)
-0.027978602043771814,0.017054181599357125,medium,Kalahandi
-0.1727078417495671,0.01832207418108428,medium,Kandhamal
-0.06172516130899839,0.017349816484458234,medium,Koraput
-0.050892089048847164,0.017254913947943307,medium,Kendrapara
-0.19322300353009247,0.018501796132829054,high,Malkangiri
0.13391282445865005,0.0156359406196843,medium,Mayurbhanj
-0.08894197128299089,0.01758824785834267,medium,Nabarangpur
-0.1942962101899804,0.018511197901023905,high,Nuapada
-0.13308626324615666,0.01797497151155522,medium,Nayagarh
-0.006481947432077635,0.0168658613333934,medium,Puri
-0.13313031341529752,0.0179753574106506,high,Rayagada
-0.11894288960346194,0.017851069260989803,high,Sambalpur
-0.186446848605227,0.018442433998547572,medium,Subarnapur (Sonepur)
0.05936634466549602,0.016289000975115916,medium,Sundargarh
-0.25007840464567865,0.030846152810142077,high,Karaikal
-0.2885102895939846,0.02181062877883914,high,Mahé
-0.06809988964295775,0.07363019131617919,high,Puducherry
-0.2851597578519035,0.022598355170972598,high,Yanam
0.21554483190905083,-0.00710637100689249,medium,Amritsar
-0.17556119080853855,0.013073987940086823,medium,Barnala
-0.011950172267304507,0.0046319571605529,medium,Bathinda
0.11974785719499592,-0.0021634214651508254,medium,Firozpur
-0.17107871977259279,0.012842700592870147,medium,Faridkot
-0.1748345491005838,0.013036494550467102,medium,Fatehgarh Sahib
-0.054965709919797656,0.006851480613791639,medium,Fazilka
0.17593769801793296,-0.005062714984338818,medium,Gurdaspur
0.02808407005954016,0.0025662631200664182,medium,Hoshiarpur
0.15172876250174683,-0.0038135779727267883,high,Jalandhar
-0.12986244607650127,0.010716015885064795,medium,Kapurthala
0.42135598050436285,-0.017725851691654443,medium,Ludhiana
-0.13994872842044115,0.011236449696661342,medium,Mansa
-0.09381503082514797,0.00885603486552319,medium,Moga
-0.11230868158950613,0.00981027358593868,medium,Sri Muktsar Sahib
-0.16939712222912706,0.012755933220187667,high,Pathankot
0.29840490060156755,-0.011381799743498188,medium,Patiala
-0.15759022663637962,0.012146718896522812,medium,Rupnagar
-0.0950829380326076,0.00892145656979714,high,Sahibzada Ajit Singh Nagar
0.042867719467261256,0.0018034537173344009,medium,Sangrur
-0.1718313719507754,0.012881536075413754,medium,Shahid Bhagat Singh Nagar
-0.06743690466487412,0.007494971564671351,low,Tarn Taran
0.16177389700492995,0.042261583132015536,medium,Ajmer
0.3554076437603835,0.05186533387109811,medium,Alwar
0.12309153561366168,0.04034303451626206,medium,Bikaner
0.16525439754637888,0.042434207275313926,low,Barmer
0.021642069703590804,0.03531139411504704,low,Banswara
0.15539856049625336,0.04194538234711608,medium,Bharatpur
-0.08064848748369202,0.03023803768493471,low,Baran
-0.10027680056790422,0.029264522326955734,medium,Bundi
0.1306998314236642,0.0407203870063771,medium,Bhilwara
0.06492175550503294,0.037457958551605705,medium,Churu
-0.02356560677649228,0.033069206151003186,medium,Chittorgarh
-0.0070298448898561475,0.033889338685238704,low,Dausa
-0.0836102972586773,0.030091139309562864,medium,Dholpur
-0.05126105750257881,0.03169558089282034,medium,Dungarpur
0.05215897020329815,0.03682495624272056,medium,Ganganagar
0.01833897850396804,0.035147569032481805,low,Hanumangarh
