state,District_Key,confirmed,active,recovered,deceased,migrated_other,density,urbans,full_immunes,elderlies,hh_more_than_4,cold_chain_points,storage_cap_lits,temp,covid_index,dist_index
Uttar Pradesh,UP_Shahjahanpur,0.017670960129144,57,6586,0.010109289617486339,0,729.7578386885248,74.34630431075941,100.8269917824,25.7075442624,3773.538481446231,0.21880506889404366,0.21880506889404366,0.5720849090035293,0.013365659496058191,0.27627231978253824
Uttar Pradesh,UP_Shamli,0.009141595305186429,114,3351,0.0026411657559198545,0,1333.578814675447,31.567593109564143,42.81134725600001,10.915475956000002,1602.2521693568285,0.09290508047698234,0.09290508047698234,0.28891737905105086,0.004913702114957327,0.21214407391795087
Uttar Pradesh,UP_Shravasti,0.0032913929289995784,24,1216,0.001639344262295082,0,636.268932238193,27.60064228442309,37.431446776,9.543779476000001,1400.9046816578573,0.08123013635378598,0.08123013635378598,0.49807005655607395,0.0023228702316561,0.18040138692296184
Uttar Pradesh,UP_Siddharthnagar,0.01036082352848834,45,3864,0.004644808743169399,0,1032.1777215557981,63.23166087839639,85.7535315424,21.8643110224,3209.401029176049,0.18609409093089332,0.18609409093089332,0.4483049759894022,0.006937149537926789,0.2721086210141905
Uttar Pradesh,UP_Sitapur,0.012221062298376018,83,4514,0.00673952641165756,0,866.3736639387079,110.79842229556196,150.26263535040002,38.3119964304,5623.710742476346,0.32608556199912275,0.32608556199912275,0.5514681332205575,0.009075470904499535,0.33062861623839546
Uttar Pradesh,UP_Sonbhadra,0.012807129083825863,246,4578,0.006466302367941712,0,305.1303099587508,46.122910176764066,62.5509812288,15.948428988800002,2341.025260661399,0.13574214121844586,0.13574214121844586,0.5048986643000274,0.009100262035857998,0.20101871760301027
Uttar Pradesh,UP_Sultanpur,0.012189665863441205,250,4334,0.006830601092896175,0,950.2942434625792,93.87266639166869,127.3082589728,32.4593905328,4764.623100891132,0.2762721755642684,0.2762721755642684,0.5603599942293956,0.009124842188709932,0.3144105184387703
Uttar Pradesh,UP_Unnao,0.01172656844815271,216,4185,0.007377049180327869,0,758.3822933567201,77.02607616685141,104.46124552799999,26.634158628,3909.5536111047522,0.22669177787074898,0.22669177787074898,0.6290884850878926,0.00930093931592415,0.2817254514507619
Uttar Pradesh,UP_Varanasi,0.05715982616840524,847,20583,0.037978142076502734,0,2667.4916794788273,91.1802904283982,123.65691178559999,31.528417905599998,4627.968234208649,0.26834837203975603,0.26834837203975603,0.6644201814856976,0.04659210232745345,0.3603027085808184
Uttarakhand,UT_Almora,0.0075272952756214526,349,2438,0.001912568306010929,69,223.8132116504854,20.908276156686988,43.50055962960001,6.155087133600001,738.4326419489337,0.2549834110315248,0.2549834110315248,0.2540844003031391,0.0037942675675470476,0.12632491387886008
Uttarakhand,UT_Bageshwar,0.0037597230834438746,170,1254,0.0011839708561020036,0,125.08315151515151,8.735440777701479,18.174456832,2.5715845120000007,308.5158510307656,0.10653161789475517,0.10653161789475517,0.31490905841328515,0.0021098347228661087,0.08052753015383532
Uttarakhand,UT_Chamoli,0.008518899345645968,315,2878,0.0012750455373406193,49,56.54170150806032,13.148680666294398,27.356390507199997,3.8707770352000006,464.38142149032814,0.16035255234486326,0.16035255234486326,0.14967256750043637,0.0032957525079592696,0.08542974541877557
Uttarakhand,UT_Champawat,0.004191424063797556,163,1360,0.0007285974499089253,71,161.90807411566539,8.717791045526706,18.137735812000003,2.5663886920000007,307.8925027326161,0.10631637351592686,0.10631637351592686,0.17383052605008767,0.001747529938046786,0.08350013913209291
Uttarakhand,UT_Dehradun,0.06636944708261709,1624,22570,0.07185792349726776,384,611.6576165803109,57.10310301482691,118.80543948799999,16.810308608000007,2016.7514005804235,0.696391413528769,0.696391413528769,1.0826958285160728,0.06905918223537447,0.2157672541852285
Uttarakhand,UT_Haridwar,0.03397617533862363,460,12275,0.013205828779599272,106,907.9899355932204,64.78389665337633,134.78565799920003,19.071420607200004,2288.019519304053,0.7900612573126238,0.7900612573126238,0.38867908609439844,0.021182151781806942,0.23877814717865706
Uttarakhand,UT_Nainital,0.026823020912642034,1153,8855,0.017486338797814208,52,275.6559397871788,32.110006462147695,66.80623693439999,9.4527107904,1134.0522158378735,0.3915922534505145,0.3915922534505145,0.6519153399896382,0.021657248931000316,0.15470463540096888
Uttarakhand,UT_Pauri Garhwal,0.012644914169995997,346,4408,0.005009107468123861,24,140.38580801765357,23.08003367762109,48.01899370960001,6.794420413600003,815.1341658736086,0.2814687193597313,0.2814687193597313,0.39613613827522304,0.007958626389190045,0.1230017738286014
Uttarakhand,UT_Pithoragarh,0.0076371827978932985,448,2443,0.0025500910746812386,0,76.0090317862166,16.338373883457027,33.9926831864,4.809775522400001,577.0341132619876,0.1992519264760073,0.1992519264760073,0.33390467953506053,0.004413106806844447,0.09766213563018293
Uttarakhand,UT_Rudraprayag,0.005510074331059708,164,1926,0.0009107468123861566,6,138.91613080168779,7.9627859308960875,16.5669154936,2.3441263576,281.2274435329204,0.09710883397359152,0.09710883397359152,0.1652875728467714,0.002240152368260564,0.07855908305009675
Uttarakhand,UT_Tehri Garhwal,0.010400069072156857,324,3539,0.001366120218579235,97,167.79603623011016,20.722769066895747,43.1146042232,6.1004765912000005,731.8809545028599,0.252721090112716,0.252721090112716,0.13135684091143418,0.0037693162024555684,0.12076493885851597
Uttarakhand,UT_Udham Singh Nagar,0.028411157246428,268,10379,0.009562841530054645,107,629.4588269230769,55.415687763306096,115.2947001416,16.313558525599998,1957.155741287061,0.6758128209449039,0.6758128209449039,0.3365875401381947,0.016483063866680085,0.21431569489144026
Uttarakhand,UT_Uttarkashi,0.008853794651617309,290,3001,0.0011839708561020036,80,46.1087702175827,11.083561146233412,23.059821332800013,3.2628364048000016,391.4461086165679,0.13516773005407273,0.13516773005407273,0.13372467994677623,0.0032376897370542915,0.07715013415708934
